review_order,review_rank,review_tier,event_id,stream_key,duration_ms,audio_path,source_status,segment_count,credible_segment_count,suspicious_segment_count,credible_character_count,total_character_count,credible_audio_coverage,median_credible_avg_logprob,credible_text_preview,review_reason
143,4,P4_HALLUCINATION_OR_EFFECTS_LIKELY,gr3_stream_00d1,0xD1,23296,audio/extracted/gr3_rendered_events/stream_00d1.flac,AUTO_LOW_CONFIDENCE_REVIEW,1,0,1,0,165,0.0,,,신뢰 가능한 대사 구간이 없고 반복·압축·무음 징후가 우세
144,4,P4_HALLUCINATION_OR_EFFECTS_LIKELY,gr3_stream_00d3,0xD3,26581,audio/extracted/gr3_rendered_events/stream_00d3.flac,AUTO_LOW_CONFIDENCE_REVIEW,1,0,1,0,198,0.0,,,신뢰 가능한 대사 구간이 없고 반복·압축·무음 징후가 우세
145,4,P4_HALLUCINATION_OR_EFFECTS_LIKELY,gr3_stream_00d5,0xD5,44949,audio/extracted/gr3_rendered_events/stream_00d5.flac,AUTO_LOW_CONFIDENCE_REVIEW,2,0,2,0,391,0.0,,,신뢰 가능한 대사 구간이 없고 반복·압축·무음 징후가 우세
146,4,P4_HALLUCINATION_OR_EFFECTS_LIKELY,gr3_stream_00d6,0xD6,13739,audio/extracted/gr3_rendered_events/stream_00d6.flac,AUTO_LOW_CONFIDENCE_REVIEW,1,0,1,0,198,0.0,,,신뢰 가능한 대사 구간이 없고 반복·압축·무음 징후가 우세
147,4,P4_HALLUCINATION_OR_EFFECTS_LIKELY,gr3_stream_00d7,0xD7,41813,audio/extracted/gr3_rendered_events/stream_00d7.flac,AUTO_LOW_CONFIDENCE_REVIEW,2,0,2,0,442,0.0,,,신뢰 가능한 대사 구간이 없고 반복·압축·무음 징후가 우세
148,4,P4_HALLUCINATION_OR_EFFECTS_LIKELY,gr3_stream_00da,0xDA,15083,audio/extracted/gr3_rendered_events/stream_00da.flac,AUTO_LOW_CONFIDENCE_REVIEW,1,0,1,0,165,0.0,,,신뢰 가능한 대사 구간이 없고 반복·압축·무음 징후가 우세
149,4,P4_HALLUCINATION_OR_EFFECTS_LIKELY,gr3_stream_00db,0xDB,18965,audio/extracted/gr3_rendered_events/stream_00db.flac,AUTO_LOW_CONFIDENCE_REVIEW,1,0,1,0,170,0.0,,,신뢰 가능한 대사 구간이 없고 반복·압축·무음 징후가 우세
150,4,P4_HALLUCINATION_OR_EFFECTS_LIKELY,gr3_stream_00dc,0xDC,19563,audio/extracted/gr3_rendered_events/stream_00dc.flac,AUTO_LOW_CONFIDENCE_REVIEW,1,0,1,0,171,0.0,,,신뢰 가능한 대사 구간이 없고 반복·압축·무음 징후가 우세
151,4,P4_HALLUCINATION_OR_EFFECTS_LIKELY,gr3_stream_00dd,0xDD,12245,audio/extracted/gr3_rendered_events/stream_00dd.flac,AUTO_LOW_CONFIDENCE_REVIEW,1,0,1,0,170,0.0,,,신뢰 가능한 대사 구간이 없고 반복·압축·무음 징후가 우세
152,4,P4_HALLUCINATION_OR_EFFECTS_LIKELY,gr3_stream_00de,0xDE,21355,audio/extracted/gr3_rendered_events/stream_00de.flac,AUTO_LOW_CONFIDENCE_REVIEW,1,0,1,0,165,0.0,,,신뢰 가능한 대사 구간이 없고 반복·압축·무음 징후가 우세
153,4,P4_HALLUCINATION_OR_EFFECTS_LIKELY,gr3_stream_00e0,0xE0,20757,audio/extracted/gr3_rendered_events/stream_00e0.flac,AUTO_LOW_CONFIDENCE_REVIEW,1,0,1,0,165,0.0,,,신뢰 가능한 대사 구간이 없고 반복·압축·무음 징후가 우세
154,4,P4_HALLUCINATION_OR_EFFECTS_LIKELY,gr3_stream_00e1,0xE1,59285,audio/extracted/gr3_rendered_events/stream_00e1.flac,AUTO_LOW_CONFIDENCE_REVIEW,2,0,2,0,0,0.0,,,신뢰 가능한 대사 구간이 없고 반복·압축·무음 징후가 우세
155,4,P4_HALLUCINATION_OR_EFFECTS_LIKELY,gr3_stream_00e2,0xE2,35243,audio/extracted/gr3_rendered_events/stream_00e2.flac,AUTO_LOW_CONFIDENCE_REVIEW,2,0,2,0,334,0.0,,,신뢰 가능한 대사 구간이 없고 반복·압축·무음 징후가 우세
156,4,P4_HALLUCINATION_OR_EFFECTS_LIKELY,gr3_stream_00e3,0xE3,17323,audio/extracted/gr3_rendered_events/stream_00e3.flac,AUTO_LOW_CONFIDENCE_REVIEW,1,0,1,0,198,0.0,,,신뢰 가능한 대사 구간이 없고 반복·압축·무음 징후가 우세
157,4,P4_HALLUCINATION_OR_EFFECTS_LIKELY,gr3_stream_00e4,0xE4,28373,audio/extracted/gr3_rendered_events/stream_00e4.flac,AUTO_LOW_CONFIDENCE_REVIEW,1,0,1,0,186,0.0,,,신뢰 가능한 대사 구간이 없고 반복·압축·무음 징후가 우세
158,4,P4_HALLUCINATION_OR_EFFECTS_LIKELY,gr3_stream_00e9,0xE9,3584,audio/extracted/gr3_rendered_events/stream_00e9.flac,AUTO_LOW_CONFIDENCE_REVIEW,1,0,1,0,179,0.0,,,신뢰 가능한 대사 구간이 없고 반복·압축·무음 징후가 우세
159,4,P4_HALLUCINATION_OR_EFFECTS_LIKELY,gr3_stream_00ea,0xEA,4629,audio/extracted/gr3_rendered_events/stream_00ea.flac,AUTO_LOW_CONFIDENCE_REVIEW,1,0,1,0,165,0.0,,,신뢰 가능한 대사 구간이 없고 반복·압축·무음 징후가 우세
160,4,P4_HALLUCINATION_OR_EFFECTS_LIKELY,gr3_stream_00eb,0xEB,3883,audio/extracted/gr3_rendered_events/stream_00eb.flac,AUTO_LOW_CONFIDENCE_REVIEW,1,0,1,0,165,0.0,,,신뢰 가능한 대사 구간이 없고 반복·압축·무음 징후가 우세
161,4,P4_HALLUCINATION_OR_EFFECTS_LIKELY,gr3_stream_00ec,0xEC,17024,audio/extracted/gr3_rendered_events/stream_00ec.flac,AUTO_LOW_CONFIDENCE_REVIEW,1,0,1,0,198,0.0,,,신뢰 가능한 대사 구간이 없고 반복·압축·무음 징후가 우세
162,4,P4_HALLUCINATION_OR_EFFECTS_LIKELY,gr3_stream_00ed,0xED,20608,audio/extracted/gr3_rendered_events/stream_00ed.flac,AUTO_LOW_CONFIDENCE_REVIEW,1,0,1,0,223,0.0,,,신뢰 가능한 대사 구간이 없고 반복·압축·무음 징후가 우세
163,4,P4_HALLUCINATION_OR_EFFECTS_LIKELY,gr3_stream_00ee,0xEE,3136,audio/extracted/gr3_rendered_events/stream_00ee.flac,AUTO_LOW_CONFIDENCE_REVIEW,1,0,1,0,171,0.0,,,신뢰 가능한 대사 구간이 없고 반복·압축·무음 징후가 우세
164,4,P4_HALLUCINATION_OR_EFFECTS_LIKELY,gr3_stream_00ef,0xEF,3136,audio/extracted/gr3_rendered_events/stream_00ef.flac,AUTO_LOW_CONFIDENCE_REVIEW,1,0,1,0,165,0.0,,,신뢰 가능한 대사 구간이 없고 반복·압축·무음 징후가 우세
165,4,P4_HALLUCINATION_OR_EFFECTS_LIKELY,gr3_stream_00f0,0xF0,2688,audio/extracted/gr3_rendered_events/stream_00f0.flac,AUTO_LOW_CONFIDENCE_REVIEW,1,0,1,0,165,0.0,,,신뢰 가능한 대사 구간이 없고 반복·압축·무음 징후가 우세
166,4,P4_HALLUCINATION_OR_EFFECTS_LIKELY,gr3_stream_00f1,0xF1,2688,audio/extracted/gr3_rendered_events/stream_00f1.flac,AUTO_LOW_CONFIDENCE_REVIEW,1,0,1,0,165,0.0,,,신뢰 가능한 대사 구간이 없고 반복·압축·무음 징후가 우세
167,4,P4_HALLUCINATION_OR_EFFECTS_LIKELY,gr3_stream_00f3,0xF3,14187,audio/extracted/gr3_rendered_events/stream_00f3.flac,AUTO_LOW_CONFIDENCE_REVIEW,1,0,1,0,186,0.0,,,신뢰 가능한 대사 구간이 없고 반복·압축·무음 징후가 우세
168,4,P4_HALLUCINATION_OR_EFFECTS_LIKELY,gr3_stream_00f5,0xF5,3883,audio/extracted/gr3_rendered_events/stream_00f5.flac,AUTO_LOW_CONFIDENCE_REVIEW,1,0,1,0,168,0.0,,,신뢰 가능한 대사 구간이 없고 반복·압축·무음 징후가 우세
169,4,P4_HALLUCINATION_OR_EFFECTS_LIKELY,gr3_stream_00f6,0xF6,3733,audio/extracted/gr3_rendered_events/stream_00f6.flac,AUTO_LOW_CONFIDENCE_REVIEW,1,0,1,0,170,0.0,,,신뢰 가능한 대사 구간이 없고 반복·압축·무음 징후가 우세
170,4,P4_HALLUCINATION_OR_EFFECTS_LIKELY,gr3_stream_00f7,0xF7,14187,audio/extracted/gr3_rendered_events/stream_00f7.flac,AUTO_LOW_CONFIDENCE_REVIEW,1,0,1,0,165,0.0,,,신뢰 가능한 대사 구간이 없고 반복·압축·무음 징후가 우세
171,4,P4_HALLUCINATION_OR_EFFECTS_LIKELY,gr3_stream_00fa,0xFA,16427,audio/extracted/gr3_rendered_events/stream_00fa.flac,AUTO_LOW_CONFIDENCE_REVIEW,1,0,1,0,165,0.0,,,신뢰 가능한 대사 구간이 없고 반복·압축·무음 징후가 우세
172,4,P4_HALLUCINATION_OR_EFFECTS_LIKELY,gr3_stream_00fb,0xFB,14784,audio/extracted/gr3_rendered_events/stream_00fb.flac,AUTO_LOW_CONFIDENCE_REVIEW,1,0,1,0,198,0.0,,,신뢰 가능한 대사 구간이 없고 반복·압축·무음 징후가 우세
173,4,P4_HALLUCINATION_OR_EFFECTS_LIKELY,gr3_stream_00fd,0xFD,12245,audio/extracted/gr3_rendered_events/stream_00fd.flac,AUTO_LOW_CONFIDENCE_REVIEW,1,0,1,0,165,0.0,,,신뢰 가능한 대사 구간이 없고 반복·압축·무음 징후가 우세
174,4,P4_HALLUCINATION_OR_EFFECTS_LIKELY,gr3_stream_00fe,0xFE,14485,audio/extracted/gr3_rendered_events/stream_00fe.flac,AUTO_LOW_CONFIDENCE_REVIEW,1,0,1,0,165,0.0,,,신뢰 가능한 대사 구간이 없고 반복·압축·무음 징후가 우세
175,4,P4_HALLUCINATION_OR_EFFECTS_LIKELY,gr3_stream_00ff,0xFF,3733,audio/extracted/gr3_rendered_events/stream_00ff.flac,AUTO_LOW_CONFIDENCE_REVIEW,1,0,1,0,112,0.0,,,신뢰 가능한 대사 구간이 없고 반복·압축·무음 징후가 우세
176,4,P4_HALLUCINATION_OR_EFFECTS_LIKELY,gr3_stream_0100,0x100,3733,audio/extracted/gr3_rendered_events/stream_0100.flac,AUTO_LOW_CONFIDENCE_REVIEW,1,0,1,0,165,0.0,,,신뢰 가능한 대사 구간이 없고 반복·압축·무음 징후가 우세
177,4,P4_HALLUCINATION_OR_EFFECTS_LIKELY,gr3_stream_0101,0x101,3883,audio/extracted/gr3_rendered_events/stream_0101.flac,AUTO_LOW_CONFIDENCE_REVIEW,1,0,1,0,165,0.0,,,신뢰 가능한 대사 구간이 없고 반복·압축·무음 징후가 우세
178,4,P4_HALLUCINATION_OR_EFFECTS_LIKELY,gr3_stream_0104,0x104,28672,audio/extracted/gr3_rendered_events/stream_0104.flac,AUTO_LOW_CONFIDENCE_REVIEW,1,0,1,0,165,0.0,,,신뢰 가능한 대사 구간이 없고 반복·압축·무음 징후가 우세
179,4,P4_HALLUCINATION_OR_EFFECTS_LIKELY,gr3_stream_0105,0x105,8811,audio/extracted/gr3_rendered_events/stream_0105.flac,AUTO_LOW_CONFIDENCE_REVIEW,1,0,1,0,170,0.0,,,신뢰 가능한 대사 구간이 없고 반복·압축·무음 징후가 우세
180,4,P4_HALLUCINATION_OR_EFFECTS_LIKELY,gr3_stream_0106,0x106,2987,audio/extracted/gr3_rendered_events/stream_0106.flac,AUTO_LOW_CONFIDENCE_REVIEW,1,0,1,0,171,0.0,,,신뢰 가능한 대사 구간이 없고 반복·압축·무음 징후가 우세
181,4,P4_HALLUCINATION_OR_EFFECTS_LIKELY,gr3_stream_0107,0x107,13888,audio/extracted/gr3_rendered_events/stream_0107.flac,AUTO_LOW_CONFIDENCE_REVIEW,1,0,1,0,198,0.0,,,신뢰 가능한 대사 구간이 없고 반복·압축·무음 징후가 우세
182,4,P4_HALLUCINATION_OR_EFFECTS_LIKELY,gr3_stream_0109,0x109,14336,audio/extracted/gr3_rendered_events/stream_0109.flac,AUTO_LOW_CONFIDENCE_REVIEW,1,0,1,0,198,0.0,,,신뢰 가능한 대사 구간이 없고 반복·압축·무음 징후가 우세
183,4,P4_HALLUCINATION_OR_EFFECTS_LIKELY,gr3_stream_010a,0x10A,4032,audio/extracted/gr3_rendered_events/stream_010a.flac,AUTO_LOW_CONFIDENCE_REVIEW,1,0,1,0,171,0.0,,,신뢰 가능한 대사 구간이 없고 반복·압축·무음 징후가 우세
184,4,P4_HALLUCINATION_OR_EFFECTS_LIKELY,gr3_stream_010b,0x10B,15531,audio/extracted/gr3_rendered_events/stream_010b.flac,AUTO_LOW_CONFIDENCE_REVIEW,1,0,1,0,165,0.0,,,신뢰 가능한 대사 구간이 없고 반복·압축·무음 징후가 우세
185,4,P4_HALLUCINATION_OR_EFFECTS_LIKELY,gr3_stream_010d,0x10D,14187,audio/extracted/gr3_rendered_events/stream_010d.flac,AUTO_LOW_CONFIDENCE_REVIEW,1,0,1,0,134,0.0,,,신뢰 가능한 대사 구간이 없고 반복·압축·무음 징후가 우세
186,4,P4_HALLUCINATION_OR_EFFECTS_LIKELY,gr3_stream_010e,0x10E,14187,audio/extracted/gr3_rendered_events/stream_010e.flac,AUTO_LOW_CONFIDENCE_REVIEW,1,0,1,0,134,0.0,,,신뢰 가능한 대사 구간이 없고 반복·압축·무음 징후가 우세
187,4,P4_HALLUCINATION_OR_EFFECTS_LIKELY,gr3_stream_010f,0x10F,11051,audio/extracted/gr3_rendered_events/stream_010f.flac,AUTO_LOW_CONFIDENCE_REVIEW,1,0,1,0,165,0.0,,,신뢰 가능한 대사 구간이 없고 반복·압축·무음 징후가 우세
188,4,P4_HALLUCINATION_OR_EFFECTS_LIKELY,gr3_stream_0110,0x110,11051,audio/extracted/gr3_rendered_events/stream_0110.flac,AUTO_LOW_CONFIDENCE_REVIEW,1,0,1,0,165,0.0,,,신뢰 가능한 대사 구간이 없고 반복·압축·무음 징후가 우세
189,4,P4_HALLUCINATION_OR_EFFECTS_LIKELY,gr3_stream_0111,0x111,16277,audio/extracted/gr3_rendered_events/stream_0111.flac,AUTO_LOW_CONFIDENCE_REVIEW,1,0,1,0,198,0.0,,,신뢰 가능한 대사 구간이 없고 반복·압축·무음 징후가 우세
190,4,P4_HALLUCINATION_OR_EFFECTS_LIKELY,gr3_stream_0112,0x112,7317,audio/extracted/gr3_rendered_events/stream_0112.flac,AUTO_LOW_CONFIDENCE_REVIEW,1,0,1,0,166,0.0,,,신뢰 가능한 대사 구간이 없고 반복·압축·무음 징후가 우세
191,4,P4_HALLUCINATION_OR_EFFECTS_LIKELY,gr3_stream_0113,0x113,11051,audio/extracted/gr3_rendered_events/stream_0113.flac,AUTO_LOW_CONFIDENCE_REVIEW,1,0,1,0,165,0.0,,,신뢰 가능한 대사 구간이 없고 반복·압축·무음 징후가 우세
192,4,P4_HALLUCINATION_OR_EFFECTS_LIKELY,gr3_stream_0114,0x114,5675,audio/extracted/gr3_rendered_events/stream_0114.flac,AUTO_LOW_CONFIDENCE_REVIEW,1,0,1,0,186,0.0,,,신뢰 가능한 대사 구간이 없고 반복·압축·무음 징후가 우세
193,4,P4_HALLUCINATION_OR_EFFECTS_LIKELY,gr3_stream_0115,0x115,5675,audio/extracted/gr3_rendered_events/stream_0115.flac,AUTO_LOW_CONFIDENCE_REVIEW,1,0,1,0,165,0.0,,,신뢰 가능한 대사 구간이 없고 반복·압축·무음 징후가 우세
194,4,P4_HALLUCINATION_OR_EFFECTS_LIKELY,gr3_stream_0116,0x116,2091,audio/extracted/gr3_rendered_events/stream_0116.flac,AUTO_LOW_CONFIDENCE_REVIEW,1,0,1,0,165,0.0,,,신뢰 가능한 대사 구간이 없고 반복·압축·무음 징후가 우세
195,4,P4_HALLUCINATION_OR_EFFECTS_LIKELY,gr3_stream_0118,0x118,7467,audio/extracted/gr3_rendered_events/stream_0118.flac,AUTO_LOW_CONFIDENCE_REVIEW,1,0,1,0,186,0.0,,,신뢰 가능한 대사 구간이 없고 반복·압축·무음 징후가 우세
196,4,P4_HALLUCINATION_OR_EFFECTS_LIKELY,gr3_stream_0119,0x119,5675,audio/extracted/gr3_rendered_events/stream_0119.flac,AUTO_LOW_CONFIDENCE_REVIEW,1,0,1,0,186,0.0,,,신뢰 가능한 대사 구간이 없고 반복·압축·무음 징후가 우세
197,4,P4_HALLUCINATION_OR_EFFECTS_LIKELY,gr3_stream_011a,0x11A,5824,audio/extracted/gr3_rendered_events/stream_011a.flac,AUTO_LOW_CONFIDENCE_REVIEW,1,0,1,0,186,0.0,,,신뢰 가능한 대사 구간이 없고 반복·압축·무음 징후가 우세
198,4,P4_HALLUCINATION_OR_EFFECTS_LIKELY,gr3_stream_011b,0x11B,6421,audio/extracted/gr3_rendered_events/stream_011b.flac,AUTO_LOW_CONFIDENCE_REVIEW,1,0,1,0,165,0.0,,,신뢰 가능한 대사 구간이 없고 반복·압축·무음 징후가 우세
199,4,P4_HALLUCINATION_OR_EFFECTS_LIKELY,gr3_stream_011c,0x11C,5227,audio/extracted/gr3_rendered_events/stream_011c.flac,AUTO_LOW_CONFIDENCE_REVIEW,1,0,1,0,186,0.0,,,신뢰 가능한 대사 구간이 없고 반복·압축·무음 징후가 우세
200,4,P4_HALLUCINATION_OR_EFFECTS_LIKELY,gr3_stream_011d,0x11D,8512,audio/extracted/gr3_rendered_events/stream_011d.flac,AUTO_LOW_CONFIDENCE_REVIEW,1,0,1,0,165,0.0,,,신뢰 가능한 대사 구간이 없고 반복·압축·무음 징후가 우세
201,4,P4_HALLUCINATION_OR_EFFECTS_LIKELY,gr3_stream_011e,0x11E,2688,audio/extracted/gr3_rendered_events/stream_011e.flac,AUTO_LOW_CONFIDENCE_REVIEW,1,0,1,0,165,0.0,,,신뢰 가능한 대사 구간이 없고 반복·압축·무음 징후가 우세
202,4,P4_HALLUCINATION_OR_EFFECTS_LIKELY,gr3_stream_0120,0x120,11349,audio/extracted/gr3_rendered_events/stream_0120.flac,AUTO_LOW_CONFIDENCE_REVIEW,1,0,1,0,165,0.0,,,신뢰 가능한 대사 구간이 없고 반복·압축·무음 징후가 우세
203,4,P4_HALLUCINATION_OR_EFFECTS_LIKELY,gr3_stream_0121,0x121,4928,audio/extracted/gr3_rendered_events/stream_0121.flac,AUTO_LOW_CONFIDENCE_REVIEW,1,0,1,0,186,0.0,,,신뢰 가능한 대사 구간이 없고 반복·압축·무음 징후가 우세
