sequence_rank,priority,event_id,stream_key,entry_index,sample_ids,suggested_runtime_trigger_sample_ids,trigger_evidence,duration_ms,duration_seconds,audio_path,audio_status,scene_name,disc_usage,resource_path,runtime_trigger_sample_ids,runtime_status,japanese_status,korean_status,cue_status,package_status,review_notes
93,2,gr3_stream_00b2,0xB2,177,0x4EC;0x4ED,0x4ED,INFERRED_FROM_0x415_META_PATTERN,44501,44.501,audio/extracted/gr3_rendered_events/stream_00b2.flac,PASS,,COMMON_ARCHIVE_RUNTIME_UNKNOWN,,,PENDING_RUNTIME_MAPPING,AUTO_TRANSCRIBED_REVIEW,PENDING_TRANSLATION,PENDING_CUES,PENDING_RESOURCE_STORAGE,
94,2,gr3_stream_00b3,0xB3,178,0x4EE;0x4EF,0x4EF,INFERRED_FROM_0x415_META_PATTERN,44352,44.352,audio/extracted/gr3_rendered_events/stream_00b3.flac,PASS,,COMMON_ARCHIVE_RUNTIME_UNKNOWN,,,PENDING_RUNTIME_MAPPING,AUTO_TRANSCRIBED_REVIEW,PENDING_TRANSLATION,PENDING_CUES,PENDING_RESOURCE_STORAGE,
95,4,gr3_stream_00b4,0xB4,179,0x4F0;0x4F1,0x4F1,INFERRED_FROM_0x415_META_PATTERN,124843,124.843,audio/extracted/gr3_rendered_events/stream_00b4.flac,PASS,,COMMON_ARCHIVE_RUNTIME_UNKNOWN,,,PENDING_RUNTIME_MAPPING,AUTO_TRANSCRIBED_REVIEW,PENDING_TRANSLATION,PENDING_CUES,PENDING_RESOURCE_STORAGE,
96,4,gr3_stream_00b5,0xB5,180,0x4F4;0x4F5,0x4F5,INFERRED_FROM_0x415_META_PATTERN,136789,136.789,audio/extracted/gr3_rendered_events/stream_00b5.flac,PASS,,COMMON_ARCHIVE_RUNTIME_UNKNOWN,,,PENDING_RUNTIME_MAPPING,AUTO_TRANSCRIBED_REVIEW,PENDING_TRANSLATION,PENDING_CUES,PENDING_RESOURCE_STORAGE,
97,4,gr3_stream_00b6,0xB6,181,0x4F6;0x4F7,0x4F7,INFERRED_FROM_0x415_META_PATTERN,122155,122.155,audio/extracted/gr3_rendered_events/stream_00b6.flac,PASS,,COMMON_ARCHIVE_RUNTIME_UNKNOWN,,,PENDING_RUNTIME_MAPPING,AUTO_LOW_CONFIDENCE_REVIEW,PENDING_TRANSLATION,PENDING_CUES,PENDING_RESOURCE_STORAGE,
98,4,gr3_stream_00b7,0xB7,182,0x4F8;0x4F9,0x4F9,INFERRED_FROM_0x415_META_PATTERN,244160,244.160,audio/extracted/gr3_rendered_events/stream_00b7.flac,PASS,,COMMON_ARCHIVE_RUNTIME_UNKNOWN,,,PENDING_RUNTIME_MAPPING,AUTO_TRANSCRIBED_REVIEW,PENDING_TRANSLATION,PENDING_CUES,PENDING_RESOURCE_STORAGE,
99,2,gr3_stream_00b8,0xB8,183,0x4FA;0x4FB,0x4FB,INFERRED_FROM_0x415_META_PATTERN,43307,43.307,audio/extracted/gr3_rendered_events/stream_00b8.flac,PASS,,COMMON_ARCHIVE_RUNTIME_UNKNOWN,,,PENDING_RUNTIME_MAPPING,AUTO_TRANSCRIBED_REVIEW,PENDING_TRANSLATION,PENDING_CUES,PENDING_RESOURCE_STORAGE,
100,2,gr3_stream_00b9,0xB9,184,0x4FC;0x4FD,0x4FD,INFERRED_FROM_0x415_META_PATTERN,40171,40.171,audio/extracted/gr3_rendered_events/stream_00b9.flac,PASS,,COMMON_ARCHIVE_RUNTIME_UNKNOWN,,,PENDING_RUNTIME_MAPPING,AUTO_TRANSCRIBED_REVIEW,PENDING_TRANSLATION,PENDING_CUES,PENDING_RESOURCE_STORAGE,
101,3,gr3_stream_00ba,0xBA,185,0x4FE;0x4FF,0x4FF,INFERRED_FROM_0x415_META_PATTERN,75712,75.712,audio/extracted/gr3_rendered_events/stream_00ba.flac,PASS,,COMMON_ARCHIVE_RUNTIME_UNKNOWN,,,PENDING_RUNTIME_MAPPING,AUTO_LOW_CONFIDENCE_REVIEW,PENDING_TRANSLATION,PENDING_CUES,PENDING_RESOURCE_STORAGE,
102,3,gr3_stream_00bb,0xBB,186,0x500;0x501,0x501,INFERRED_FROM_0x415_META_PATTERN,99755,99.755,audio/extracted/gr3_rendered_events/stream_00bb.flac,PASS,,COMMON_ARCHIVE_RUNTIME_UNKNOWN,,,PENDING_RUNTIME_MAPPING,AUTO_TRANSCRIBED_REVIEW,PENDING_TRANSLATION,PENDING_CUES,PENDING_RESOURCE_STORAGE,
103,2,gr3_stream_00bc,0xBC,187,0x502;0x503,0x503,INFERRED_FROM_0x415_META_PATTERN,44053,44.053,audio/extracted/gr3_rendered_events/stream_00bc.flac,PASS,,COMMON_ARCHIVE_RUNTIME_UNKNOWN,,,PENDING_RUNTIME_MAPPING,AUTO_TRANSCRIBED_REVIEW,PENDING_TRANSLATION,PENDING_CUES,PENDING_RESOURCE_STORAGE,
104,3,gr3_stream_00bd,0xBD,188,0x504;0x505,0x505,INFERRED_FROM_0x415_META_PATTERN,74816,74.816,audio/extracted/gr3_rendered_events/stream_00bd.flac,PASS,,COMMON_ARCHIVE_RUNTIME_UNKNOWN,,,PENDING_RUNTIME_MAPPING,AUTO_LOW_CONFIDENCE_REVIEW,PENDING_TRANSLATION,PENDING_CUES,PENDING_RESOURCE_STORAGE,
105,3,gr3_stream_00be,0xBE,189,0x506;0x507,0x507,INFERRED_FROM_0x415_META_PATTERN,80192,80.192,audio/extracted/gr3_rendered_events/stream_00be.flac,PASS,,COMMON_ARCHIVE_RUNTIME_UNKNOWN,,,PENDING_RUNTIME_MAPPING,AUTO_TRANSCRIBED_REVIEW,PENDING_TRANSLATION,PENDING_CUES,PENDING_RESOURCE_STORAGE,
106,2,gr3_stream_00bf,0xBF,190,0x50A;0x50B,0x50B,INFERRED_FROM_0x415_META_PATTERN,59733,59.733,audio/extracted/gr3_rendered_events/stream_00bf.flac,PASS,,COMMON_ARCHIVE_RUNTIME_UNKNOWN,,,PENDING_RUNTIME_MAPPING,AUTO_LOW_CONFIDENCE_REVIEW,PENDING_TRANSLATION,PENDING_CUES,PENDING_RESOURCE_STORAGE,
107,1,gr3_stream_00c0,0xC0,191,0x510;0x511,0x511,INFERRED_FROM_0x415_META_PATTERN,28373,28.373,audio/extracted/gr3_rendered_events/stream_00c0.flac,PASS,,COMMON_ARCHIVE_RUNTIME_UNKNOWN,,,PENDING_RUNTIME_MAPPING,AUTO_TRANSCRIBED_REVIEW,PENDING_TRANSLATION,PENDING_CUES,PENDING_RESOURCE_STORAGE,
108,2,gr3_stream_00c1,0xC1,192,0x512;0x513,0x513,INFERRED_FROM_0x415_META_PATTERN,32704,32.704,audio/extracted/gr3_rendered_events/stream_00c1.flac,PASS,,COMMON_ARCHIVE_RUNTIME_UNKNOWN,,,PENDING_RUNTIME_MAPPING,AUTO_TRANSCRIBED_REVIEW,PENDING_TRANSLATION,PENDING_CUES,PENDING_RESOURCE_STORAGE,
109,3,gr3_stream_00c2,0xC2,193,0x516;0x517,0x517,INFERRED_FROM_0x415_META_PATTERN,94379,94.379,audio/extracted/gr3_rendered_events/stream_00c2.flac,PASS,,COMMON_ARCHIVE_RUNTIME_UNKNOWN,,,PENDING_RUNTIME_MAPPING,AUTO_TRANSCRIBED_REVIEW,PENDING_TRANSLATION,PENDING_CUES,PENDING_RESOURCE_STORAGE,
110,3,arcriff_temple_balcony_fate_event_00c3,0xC3,194,0x538;0x539,0x539,INFERRED_FROM_0x415_META_PATTERN,83477,83.477,audio/extracted/gr3_rendered_events/stream_00c3.flac,PASS,,COMMON_ARCHIVE_RUNTIME_UNKNOWN,,,PENDING_RUNTIME_MAPPING,AUTO_TRANSCRIBED_REVIEW,PENDING_TRANSLATION,PENDING_CUES,PENDING_RESOURCE_STORAGE,
111,4,gr3_stream_00c4,0xC4,195,0x53A;0x53B,0x53B,INFERRED_FROM_0x415_META_PATTERN,159787,159.787,audio/extracted/gr3_rendered_events/stream_00c4.flac,PASS,,COMMON_ARCHIVE_RUNTIME_UNKNOWN,,,PENDING_RUNTIME_MAPPING,AUTO_TRANSCRIBED_REVIEW,PENDING_TRANSLATION,PENDING_CUES,PENDING_RESOURCE_STORAGE,
112,1,raflid_yuki_ulf_reunion_event_00c5,0xC5,196,0x53E;0x53F,0x53F,INFERRED_FROM_0x415_META_PATTERN,21504,21.504,audio/extracted/gr3_rendered_events/stream_00c5.flac,PASS,라플리드 마을에서 유키와 울의 재회,DISC1_RUNTIME_PROVEN_DISC2_UNKNOWN,DATA/01110701.MDZ,0x53E,RUNTIME_SPU_PROVEN_REVIEWED_CUES,MANUAL_AUDIO_SCENE_REVIEW,DRAFT_CONTEXT_REVIEWED,REVIEWED_60HZ_DRAFT,PREPARE_ONLY_PENDING,PCSX2 slot 5에서 EE request 0x053E와 active SPU2 voice가 GR3_STR 0xC5 archive bytes에 일치함. slot 1의 0x0026→0x0027은 stopped/resident 상태라 현재 대사에서 제외.
113,3,gr3_stream_00c6,0xC6,197,0x540;0x541,0x541,INFERRED_FROM_0x415_META_PATTERN,100053,100.053,audio/extracted/gr3_rendered_events/stream_00c6.flac,PASS,,COMMON_ARCHIVE_RUNTIME_UNKNOWN,,,PENDING_RUNTIME_MAPPING,AUTO_LOW_CONFIDENCE_REVIEW,PENDING_TRANSLATION,PENDING_CUES,PENDING_RESOURCE_STORAGE,
114,1,herb_garage_lotts_event_00c7,0xC7,198,0x57C;0x57D,0x57D,INFERRED_FROM_0x415_META_PATTERN,16277,16.277,audio/extracted/gr3_rendered_events/stream_00c7.flac,PASS,,COMMON_ARCHIVE_RUNTIME_UNKNOWN,,,PENDING_RUNTIME_MAPPING,AUTO_LOW_CONFIDENCE_REVIEW,PENDING_TRANSLATION,PENDING_CUES,PENDING_RESOURCE_STORAGE,
115,3,sabatar_departure_yuki_alonso_dream_event_00c8,0xC8,199,0x57E;0x57F,0x57F,INFERRED_FROM_0x415_META_PATTERN,109760,109.760,audio/extracted/gr3_rendered_events/stream_00c8.flac,PASS,사바타르 항구를 떠난 뒤 유키와 알론소의 꿈에 관한 대화,DISC1_RUNTIME_PROVEN_DISC2_UNKNOWN,DATA/00150100.MDZ,0x57E,RUNTIME_SAVESTATE_PROVEN_DUAL_SLOT_REQUEST_PROGRESS_SYNC_REVIEWED_CUES,MANUAL_AUDIO_TARGETED_REVIEW,DRAFT_CONTEXT_REVIEWED,REVIEWED_60HZ_TARGETED_EARLY_SECTION,PREPARE_ONLY_PENDING,과거 slot 1 req 0x57E/resolved 0x57F에서 GR3_STR 0xC8 archive bytes가 active SPU2 voice와 일치함. 2026-09-02 17:37 캡처는 slot 0 req/resolved 0x57E progress 954 ticks인데 기존 private subtitle timer는 814 ticks로 140 ticks(2.333초) 지연됨. GR3SUB 재적재 지연이 원인이므로 전체 외부 렌더러를 matched request progress+event bias 직결 방식으로 변경. Whisper small 독립 3회 합의와 사용자 실기 피드백으로 9.2~29.5초의 누락된 5개 대사를 추가했고 기존 첫 cue는 29.5초부터 분리함.
116,1,gr3_stream_00c9,0xC9,200,0x580;0x581,0x581,INFERRED_FROM_0x415_META_PATTERN,12544,12.544,audio/extracted/gr3_rendered_events/stream_00c9.flac,PASS,,COMMON_ARCHIVE_RUNTIME_UNKNOWN,,,PENDING_RUNTIME_MAPPING,AUTO_LOW_CONFIDENCE_REVIEW,PENDING_TRANSLATION,PENDING_CUES,PENDING_RESOURCE_STORAGE,
117,1,gr3_stream_00ca,0xCA,201,0x582;0x583,0x583,INFERRED_FROM_0x415_META_PATTERN,6571,6.571,audio/extracted/gr3_rendered_events/stream_00ca.flac,PASS,,COMMON_ARCHIVE_RUNTIME_UNKNOWN,,,PENDING_RUNTIME_MAPPING,AUTO_LOW_CONFIDENCE_REVIEW,PENDING_TRANSLATION,PENDING_CUES,PENDING_RESOURCE_STORAGE,
118,1,gr3_stream_00cb,0xCB,202,0x584;0x585,0x585,INFERRED_FROM_0x415_META_PATTERN,27776,27.776,audio/extracted/gr3_rendered_events/stream_00cb.flac,PASS,,COMMON_ARCHIVE_RUNTIME_UNKNOWN,,,PENDING_RUNTIME_MAPPING,AUTO_LOW_CONFIDENCE_REVIEW,PENDING_TRANSLATION,PENDING_CUES,PENDING_RESOURCE_STORAGE,
119,1,gr3_stream_00cc,0xCC,203,0x586;0x587;0x614;0x615,0x587;0x615,INFERRED_FROM_0x415_META_PATTERN,21056,21.056,audio/extracted/gr3_rendered_events/stream_00cc.flac,PASS,,COMMON_ARCHIVE_RUNTIME_UNKNOWN,,,PENDING_RUNTIME_MAPPING,AUTO_LOW_CONFIDENCE_REVIEW,PENDING_TRANSLATION,PENDING_CUES,PENDING_RESOURCE_STORAGE,
120,3,birth_realm_arrival_yuki_alfina_event_00cd,0xCD,204,0x588;0x589,0x589,INFERRED_FROM_0x415_META_PATTERN,80341,80.341,audio/extracted/gr3_rendered_events/stream_00cd.flac,PASS,,COMMON_ARCHIVE_RUNTIME_UNKNOWN,,,PENDING_RUNTIME_MAPPING,AUTO_TRANSCRIBED_REVIEW,PENDING_TRANSLATION,PENDING_CUES,PENDING_RESOURCE_STORAGE,
121,1,birth_realm_return_randoto_event_00ce,0xCE,205,0x58A;0x58B,0x58B,INFERRED_FROM_0x415_META_PATTERN,20309,20.309,audio/extracted/gr3_rendered_events/stream_00ce.flac,PASS,,COMMON_ARCHIVE_RUNTIME_UNKNOWN,,,PENDING_RUNTIME_MAPPING,AUTO_LOW_CONFIDENCE_REVIEW,PENDING_TRANSLATION,PENDING_CUES,PENDING_RESOURCE_STORAGE,
122,1,mendi_miranda_alonso_market_date_event_00cf,0xCF,206,0x58E;0x58F,0x58F,INFERRED_FROM_0x415_META_PATTERN,28075,28.075,audio/extracted/gr3_rendered_events/stream_00cf.flac,PASS,미란다와 알론소의 시장 데이트,DISC1_RUNTIME_PROVEN_DISC2_UNKNOWN,DATA/01080303.MDZ,0x58E,RUNTIME_SLOT1_REQUEST_RESOLVED_SCENE_AUDIO_CONFIRMED_REVIEWED_CUES,MANUAL_AUDIO_THREE_CHANNEL_REVIEW,REVIEWED_CONTEXT,REVIEWED_60HZ_FULL_STREAM,PREPARE_ONLY_PENDING,"2026-09-04 slot1 캡처에서 DATA/01080303.MDZ, request 0x058E, resolved/display 0x058F, stream 0xCF, progress 323 ticks(5.383초)를 확인. slot0 0x24는 비음성 계열이며 subtitle timer 0은 미등록 상태를 입증함. 전체 28.075초 FLAC을 좌·우·혼합 채널 Whisper-small로 독립 검수해 6큐를 작성했고 23.3초 뒤에는 추가 대사가 없음."
123,1,gr3_stream_00d0,0xD0,207,0x590;0x591,0x591,INFERRED_FROM_0x415_META_PATTERN,22699,22.699,audio/extracted/gr3_rendered_events/stream_00d0.flac,PASS,,COMMON_ARCHIVE_RUNTIME_UNKNOWN,,,PENDING_RUNTIME_MAPPING,AUTO_LOW_CONFIDENCE_REVIEW,PENDING_TRANSLATION,PENDING_CUES,PENDING_RESOURCE_STORAGE,
124,1,gr3_stream_00d1,0xD1,208,0x592;0x593,0x593,INFERRED_FROM_0x415_META_PATTERN,23296,23.296,audio/extracted/gr3_rendered_events/stream_00d1.flac,PASS,,COMMON_ARCHIVE_RUNTIME_UNKNOWN,,,PENDING_RUNTIME_MAPPING,AUTO_LOW_CONFIDENCE_REVIEW,PENDING_TRANSLATION,PENDING_CUES,PENDING_RESOURCE_STORAGE,
125,2,inn_alfina_recovery_work_event_00d2,0xD2,209,0x594;0x595,0x595,INFERRED_FROM_0x415_META_PATTERN,32704,32.704,audio/extracted/gr3_rendered_events/stream_00d2.flac,PASS,여관에서 회복한 알피나가 일을 돕겠다고 나서는 장면,DISC1_RUNTIME_PROVEN_DISC2_UNKNOWN,DATA/00180500.MDZ,0x594,RUNTIME_REQUEST_SLOT_SCENE_AUDIO_CONFIRMED_REVIEWED_CUES,MANUAL_AUDIO_SCENE_REVIEW,DRAFT_CONTEXT_REVIEWED,REVIEWED_60HZ_DRAFT,PREPARE_ONLY_PENDING,PCSX2 AA7AC8CC slot 4에서 slot 1 request 0x0594→resolved 0x0595가 GR3_STR 0xD2에 대응하고 화면·실제 대사가 여관 장면과 일치함. 이 savestate의 구 SPU2 core layout은 active ADSR voice 판정을 지원하지 않아 ACTIVE_SPU_MATCH로 과장하지 않음. 표시 0x0484/0x90은 장면 불일치로 제외.
126,1,gr3_stream_00d3,0xD3,210,0x596;0x597;0x61A;0x61B,0x597;0x61B,INFERRED_FROM_0x415_META_PATTERN,26581,26.581,audio/extracted/gr3_rendered_events/stream_00d3.flac,PASS,,COMMON_ARCHIVE_RUNTIME_UNKNOWN,,,PENDING_RUNTIME_MAPPING,AUTO_LOW_CONFIDENCE_REVIEW,PENDING_TRANSLATION,PENDING_CUES,PENDING_RESOURCE_STORAGE,
127,2,raflid_schmidt_surprise_plane_event_00d4,0xD4,211,0x598;0x599,0x599,INFERRED_FROM_0x415_META_PATTERN,32256,32.256,audio/extracted/gr3_rendered_events/stream_00d4.flac,PASS,라플리드 비행장에서 슈미트가 개조한 비행기를 공개,DISC1_RUNTIME_PROVEN_DISC2_UNKNOWN,DATA/01111301.MDZ,0x598,RUNTIME_REQUEST_SLOT_SCENE_AUDIO_CONFIRMED_REVIEWED_CUES,MANUAL_AUDIO_SCENE_REVIEW,DRAFT_CONTEXT_REVIEWED,REVIEWED_60HZ_DRAFT,PREPARE_ONLY_PENDING,PCSX2 AA7AC8CC slot 7에서 slot 1 request 0x0598→resolved 0x0599가 GR3_STR 0xD4에 대응하고 상태저장 화면·원본 FLAC·동일 일본어 플레이 영상이 정확히 일치함. 구 SPU2 core layout이라 ACTIVE_SPU_MATCH는 주장하지 않음. slot0 0x00A0은 keybit stream 0x80B로 제외.
128,2,hell_asel_drak_emelious_event_00d5,0xD5,212,0x59C;0x59D,0x59D,RUNTIME_REQUEST_SLOT_AND_ACTIVE_SPU_MATCH,44949,44.949,audio/extracted/gr3_rendered_events/stream_00d5.flac,PASS,헬 아셀 진입과 교차 편집되는 드라크와 에메리우스의 대치,DISC1_RUNTIME_PROVEN_DISC2_UNKNOWN,DATA/01150401.MDZ,0x59C,RUNTIME_SLOT1_ACTIVE_SPU_MATCH_TRIGGER_CORRECTED_REVIEWED_CUES,MANUAL_AUDIO_SCENE_REVIEW,DRAFT_CONTEXT_REVIEWED,REVIEWED_60HZ_DRAFT,PREPARE_ONLY_PASS,PCSX2 AB792ED0 slot 5에서 slot 1 request 0x059C→resolved/display 0x059D가 GR3_STR 0xD5에 대응하고 active SPU2 voice 8/9가 원본 payload offset 0x5E810/0x5F010과 각각 일치함. 런타임 trigger는 transient resolved/display 0x059D가 아니라 stable request 0x059C로 교정했으며 누적 manifest는 request slot 0/1 양쪽을 허용한다. slot 0의 당시 0x003C와 display 0x092D는 비대상으로 제외. 기존 반복 이름 자동 전사는 환각으로 폐기하고 드라크와 에메리우스의 실제 대사 5큐만 채택. v0.1.5 기준 전체 누적 prepare-only 62 normal events/701 cues + 0x9B sidecar 1 event/9 cues PASS.
129,1,gr3_stream_00d6,0xD6,213,0x59E;0x59F,0x59F,INFERRED_FROM_0x415_META_PATTERN,13739,13.739,audio/extracted/gr3_rendered_events/stream_00d6.flac,PASS,,COMMON_ARCHIVE_RUNTIME_UNKNOWN,,,PENDING_RUNTIME_MAPPING,AUTO_LOW_CONFIDENCE_REVIEW,PENDING_TRANSLATION,PENDING_CUES,PENDING_RESOURCE_STORAGE,
130,2,gr3_stream_00d7,0xD7,214,0x5A0;0x5A1,0x5A1,INFERRED_FROM_0x415_META_PATTERN,41813,41.813,audio/extracted/gr3_rendered_events/stream_00d7.flac,PASS,,COMMON_ARCHIVE_RUNTIME_UNKNOWN,,,PENDING_RUNTIME_MAPPING,AUTO_LOW_CONFIDENCE_REVIEW,PENDING_TRANSLATION,PENDING_CUES,PENDING_RESOURCE_STORAGE,
131,3,gr3_stream_00d8,0xD8,215,0x5A2;0x5A3,0x5A3,INFERRED_FROM_0x415_META_PATTERN,80341,80.341,audio/extracted/gr3_rendered_events/stream_00d8.flac,PASS,,COMMON_ARCHIVE_RUNTIME_UNKNOWN,,,PENDING_RUNTIME_MAPPING,AUTO_TRANSCRIBED_REVIEW,PENDING_TRANSLATION,PENDING_CUES,PENDING_RESOURCE_STORAGE,
132,2,gr3_stream_00d9,0xD9,216,0x5A4;0x5A5,0x5A5,INFERRED_FROM_0x415_META_PATTERN,31808,31.808,audio/extracted/gr3_rendered_events/stream_00d9.flac,PASS,,COMMON_ARCHIVE_RUNTIME_UNKNOWN,,,PENDING_RUNTIME_MAPPING,AUTO_TRANSCRIBED_REVIEW,PENDING_TRANSLATION,PENDING_CUES,PENDING_RESOURCE_STORAGE,
133,1,gr3_stream_00da,0xDA,217,0x5A6;0x5A7;0x61E;0x61F,0x5A7;0x61F,INFERRED_FROM_0x415_META_PATTERN,15083,15.083,audio/extracted/gr3_rendered_events/stream_00da.flac,PASS,,COMMON_ARCHIVE_RUNTIME_UNKNOWN,,,PENDING_RUNTIME_MAPPING,AUTO_LOW_CONFIDENCE_REVIEW,PENDING_TRANSLATION,PENDING_CUES,PENDING_RESOURCE_STORAGE,
134,1,gr3_stream_00db,0xDB,218,0x5A8;0x5A9,0x5A9,INFERRED_FROM_0x415_META_PATTERN,18965,18.965,audio/extracted/gr3_rendered_events/stream_00db.flac,PASS,,COMMON_ARCHIVE_RUNTIME_UNKNOWN,,,PENDING_RUNTIME_MAPPING,AUTO_LOW_CONFIDENCE_REVIEW,PENDING_TRANSLATION,PENDING_CUES,PENDING_RESOURCE_STORAGE,
135,1,gr3_stream_00dc,0xDC,219,0x5AC;0x5AD,0x5AD,INFERRED_FROM_0x415_META_PATTERN,19563,19.563,audio/extracted/gr3_rendered_events/stream_00dc.flac,PASS,,COMMON_ARCHIVE_RUNTIME_UNKNOWN,,,PENDING_RUNTIME_MAPPING,AUTO_LOW_CONFIDENCE_REVIEW,PENDING_TRANSLATION,PENDING_CUES,PENDING_RESOURCE_STORAGE,
136,1,gr3_stream_00dd,0xDD,220,0x5AE;0x5AF,0x5AF,INFERRED_FROM_0x415_META_PATTERN,12245,12.245,audio/extracted/gr3_rendered_events/stream_00dd.flac,PASS,,COMMON_ARCHIVE_RUNTIME_UNKNOWN,,,PENDING_RUNTIME_MAPPING,AUTO_LOW_CONFIDENCE_REVIEW,PENDING_TRANSLATION,PENDING_CUES,PENDING_RESOURCE_STORAGE,
137,1,gr3_stream_00de,0xDE,221,0x5B0;0x5B1;0x61C;0x61D,0x5B1;0x61D,INFERRED_FROM_0x415_META_PATTERN,21355,21.355,audio/extracted/gr3_rendered_events/stream_00de.flac,PASS,,COMMON_ARCHIVE_RUNTIME_UNKNOWN,,,PENDING_RUNTIME_MAPPING,AUTO_LOW_CONFIDENCE_REVIEW,PENDING_TRANSLATION,PENDING_CUES,PENDING_RESOURCE_STORAGE,
138,1,gr3_stream_00df,0xDF,222,0x5B4;0x5B5,0x5B5,INFERRED_FROM_0x415_META_PATTERN,24192,24.192,audio/extracted/gr3_rendered_events/stream_00df.flac,PASS,,COMMON_ARCHIVE_RUNTIME_UNKNOWN,,,PENDING_RUNTIME_MAPPING,AUTO_TRANSCRIBED_REVIEW,PENDING_TRANSLATION,PENDING_CUES,PENDING_RESOURCE_STORAGE,
139,1,gr3_stream_00e0,0xE0,223,0x5B6;0x5B7,0x5B7,INFERRED_FROM_0x415_META_PATTERN,20757,20.757,audio/extracted/gr3_rendered_events/stream_00e0.flac,PASS,,COMMON_ARCHIVE_RUNTIME_UNKNOWN,,,PENDING_RUNTIME_MAPPING,AUTO_LOW_CONFIDENCE_REVIEW,PENDING_TRANSLATION,PENDING_CUES,PENDING_RESOURCE_STORAGE,
140,2,gr3_stream_00e1,0xE1,224,0x5BA;0x5BB,0x5BB,INFERRED_FROM_0x415_META_PATTERN,59285,59.285,audio/extracted/gr3_rendered_events/stream_00e1.flac,PASS,,COMMON_ARCHIVE_RUNTIME_UNKNOWN,,,PENDING_RUNTIME_MAPPING,AUTO_LOW_CONFIDENCE_REVIEW,PENDING_TRANSLATION,PENDING_CUES,PENDING_RESOURCE_STORAGE,
141,2,gr3_stream_00e2,0xE2,225,0x5BC;0x5BD,0x5BD,INFERRED_FROM_0x415_META_PATTERN,35243,35.243,audio/extracted/gr3_rendered_events/stream_00e2.flac,PASS,,COMMON_ARCHIVE_RUNTIME_UNKNOWN,,,PENDING_RUNTIME_MAPPING,AUTO_LOW_CONFIDENCE_REVIEW,PENDING_TRANSLATION,PENDING_CUES,PENDING_RESOURCE_STORAGE,
142,1,gr3_stream_00e3,0xE3,226,0x5C0;0x5C1,0x5C1,INFERRED_FROM_0x415_META_PATTERN,17323,17.323,audio/extracted/gr3_rendered_events/stream_00e3.flac,PASS,,COMMON_ARCHIVE_RUNTIME_UNKNOWN,,,PENDING_RUNTIME_MAPPING,AUTO_LOW_CONFIDENCE_REVIEW,PENDING_TRANSLATION,PENDING_CUES,PENDING_RESOURCE_STORAGE,
143,1,gr3_stream_00e4,0xE4,227,0x5C2;0x5C3,0x5C3,INFERRED_FROM_0x415_META_PATTERN,28373,28.373,audio/extracted/gr3_rendered_events/stream_00e4.flac,PASS,,COMMON_ARCHIVE_RUNTIME_UNKNOWN,,,PENDING_RUNTIME_MAPPING,AUTO_LOW_CONFIDENCE_REVIEW,PENDING_TRANSLATION,PENDING_CUES,PENDING_RESOURCE_STORAGE,
144,1,gr3_stream_00e5,0xE5,228,0x5DC;0x5DD,0x5DD,INFERRED_FROM_0x415_META_PATTERN,17173,17.173,audio/extracted/gr3_rendered_events/stream_00e5.flac,PASS,,COMMON_ARCHIVE_RUNTIME_UNKNOWN,,,PENDING_RUNTIME_MAPPING,AUTO_TRANSCRIBED_REVIEW,PENDING_TRANSLATION,PENDING_CUES,PENDING_RESOURCE_STORAGE,
145,1,gr3_stream_00e6,0xE6,229,0x5DE;0x5DF,0x5DF,INFERRED_FROM_0x415_META_PATTERN,19413,19.413,audio/extracted/gr3_rendered_events/stream_00e6.flac,PASS,,COMMON_ARCHIVE_RUNTIME_UNKNOWN,,,PENDING_RUNTIME_MAPPING,AUTO_TRANSCRIBED_REVIEW,PENDING_TRANSLATION,PENDING_CUES,PENDING_RESOURCE_STORAGE,
146,1,gr3_stream_00e7,0xE7,230,0x5E0;0x5E1,0x5E1,INFERRED_FROM_0x415_META_PATTERN,6720,6.720,audio/extracted/gr3_rendered_events/stream_00e7.flac,PASS,,COMMON_ARCHIVE_RUNTIME_UNKNOWN,,,PENDING_RUNTIME_MAPPING,AUTO_TRANSCRIBED_REVIEW,PENDING_TRANSLATION,PENDING_CUES,PENDING_RESOURCE_STORAGE,
147,1,gr3_stream_00e8,0xE8,231,0x5E2;0x5E3,0x5E3,INFERRED_FROM_0x415_META_PATTERN,6421,6.421,audio/extracted/gr3_rendered_events/stream_00e8.flac,PASS,,COMMON_ARCHIVE_RUNTIME_UNKNOWN,,,PENDING_RUNTIME_MAPPING,AUTO_TRANSCRIBED_REVIEW,PENDING_TRANSLATION,PENDING_CUES,PENDING_RESOURCE_STORAGE,
148,1,gr3_stream_00e9,0xE9,232,0x5E4;0x5E5,0x5E5,INFERRED_FROM_0x415_META_PATTERN,3584,3.584,audio/extracted/gr3_rendered_events/stream_00e9.flac,PASS,,COMMON_ARCHIVE_RUNTIME_UNKNOWN,,,PENDING_RUNTIME_MAPPING,AUTO_LOW_CONFIDENCE_REVIEW,PENDING_TRANSLATION,PENDING_CUES,PENDING_RESOURCE_STORAGE,
