stream_key,sample_ids,sample_metadata,alternate_sample_ids,suggested_runtime_trigger_sample_ids,metadata_pattern,evidence,runtime_proof,notes
0x114,0x6F4;0x6F5;0x72A;0x72B;0x72C;0x72D;0x734;0x735;0x736;0x737;0x738;0x739;0x73A;0x73B;0x73C;0x73D;0x73E;0x73F;0x776;0x777;0x778;0x779;0x780;0x781;0x782;0x783,0x14000284;0x14010084;0x14000284;0x14010084;0x14000284;0x14010084;0x14000284;0x14010084;0x14000284;0x14010084;0x14000284;0x14010084;0x14000284;0x14010084;0x14000284;0x14010084;0x14000284;0x14010084;0x14000284;0x14010084;0x14000284;0x14010084;0x14000284;0x14010084;0x14000284;0x14010084,0x6F4;0x72A;0x72C;0x734;0x736;0x738;0x73A;0x73C;0x73E;0x776;0x778;0x780;0x782,0x6F5;0x72B;0x72D;0x735;0x737;0x739;0x73B;0x73D;0x73F;0x777;0x779;0x781;0x783,0x000284;0x010084;0x000284;0x010084;0x000284;0x010084;0x000284;0x010084;0x000284;0x010084;0x000284;0x010084;0x000284;0x010084;0x000284;0x010084;0x000284;0x010084;0x000284;0x010084;0x000284;0x010084;0x000284;0x010084;0x000284;0x010084,INFERRED_FROM_0x415_META_PATTERN,PENDING_RUNTIME_OBSERVATION,0x010084 variant observed at renderer hook for Alfina stream 0x63. Other streams remain inferred until observed in their scene.
0x115,0x726;0x727;0x728;0x729;0x7A8;0x7A9,0x15000284;0x15010084;0x15000284;0x15010084;0x15000284;0x15010084,0x726;0x728;0x7A8,0x727;0x729;0x7A9,0x000284;0x010084;0x000284;0x010084;0x000284;0x010084,INFERRED_FROM_0x415_META_PATTERN,PENDING_RUNTIME_OBSERVATION,0x010084 variant observed at renderer hook for Alfina stream 0x63. Other streams remain inferred until observed in their scene.
0x116,0x72E;0x72F;0x730;0x731;0x76C;0x76D;0x76E;0x76F,0x16000284;0x16010084;0x16000284;0x16010084;0x16000284;0x16010084;0x16000284;0x16010084,0x72E;0x730;0x76C;0x76E,0x72F;0x731;0x76D;0x76F,0x000284;0x010084;0x000284;0x010084;0x000284;0x010084;0x000284;0x010084,INFERRED_FROM_0x415_META_PATTERN,PENDING_RUNTIME_OBSERVATION,0x010084 variant observed at renderer hook for Alfina stream 0x63. Other streams remain inferred until observed in their scene.
0x117,0x732;0x733,0x17000284;0x17010084,0x732,0x733,0x000284;0x010084,INFERRED_FROM_0x415_META_PATTERN,PENDING_RUNTIME_OBSERVATION,0x010084 variant observed at renderer hook for Alfina stream 0x63. Other streams remain inferred until observed in their scene.
0x118,0x770;0x771,0x18000284;0x18010084,0x770,0x771,0x000284;0x010084,INFERRED_FROM_0x415_META_PATTERN,PENDING_RUNTIME_OBSERVATION,0x010084 variant observed at renderer hook for Alfina stream 0x63. Other streams remain inferred until observed in their scene.
0x119,0x774;0x775,0x19000284;0x19010084,0x774,0x775,0x000284;0x010084,INFERRED_FROM_0x415_META_PATTERN,PENDING_RUNTIME_OBSERVATION,0x010084 variant observed at renderer hook for Alfina stream 0x63. Other streams remain inferred until observed in their scene.
0x11A,0x77A;0x77B,0x1A000284;0x1A010084,0x77A,0x77B,0x000284;0x010084,INFERRED_FROM_0x415_META_PATTERN,PENDING_RUNTIME_OBSERVATION,0x010084 variant observed at renderer hook for Alfina stream 0x63. Other streams remain inferred until observed in their scene.
0x11B,0x77C;0x77D;0x77E;0x77F,0x1B000284;0x1B010084;0x1B000284;0x1B010084,0x77C;0x77E,0x77D;0x77F,0x000284;0x010084;0x000284;0x010084,INFERRED_FROM_0x415_META_PATTERN,PENDING_RUNTIME_OBSERVATION,0x010084 variant observed at renderer hook for Alfina stream 0x63. Other streams remain inferred until observed in their scene.
0x11C,0x786;0x787,0x1C000284;0x1C010084,0x786,0x787,0x000284;0x010084,INFERRED_FROM_0x415_META_PATTERN,PENDING_RUNTIME_OBSERVATION,0x010084 variant observed at renderer hook for Alfina stream 0x63. Other streams remain inferred until observed in their scene.
0x11D,0x788;0x789,0x1D000184;0x1D010084,0x788,0x789,0x000184;0x010084,INFERRED_FROM_0x415_META_PATTERN,PENDING_RUNTIME_OBSERVATION,0x010084 variant observed at renderer hook for Alfina stream 0x63. Other streams remain inferred until observed in their scene.
0x11E,0x78A;0x78B,0x1E000284;0x1E010084,0x78A,0x78B,0x000284;0x010084,INFERRED_FROM_0x415_META_PATTERN,PENDING_RUNTIME_OBSERVATION,0x010084 variant observed at renderer hook for Alfina stream 0x63. Other streams remain inferred until observed in their scene.
0x11F,0x78C;0x78D;0x78E;0x78F,0x1F000284;0x1F010084;0x1F000284;0x1F010084,0x78C;0x78E,0x78D;0x78F,0x000284;0x010084;0x000284;0x010084,INFERRED_FROM_0x415_META_PATTERN,PENDING_RUNTIME_OBSERVATION,0x010084 variant observed at renderer hook for Alfina stream 0x63. Other streams remain inferred until observed in their scene.
0x120,0x790;0x791,0x20000284;0x20010084,0x790,0x791,0x000284;0x010084,INFERRED_FROM_0x415_META_PATTERN,PENDING_RUNTIME_OBSERVATION,0x010084 variant observed at renderer hook for Alfina stream 0x63. Other streams remain inferred until observed in their scene.
0x121,0x792;0x793,0x21000284;0x21010084,0x792,0x793,0x000284;0x010084,INFERRED_FROM_0x415_META_PATTERN,PENDING_RUNTIME_OBSERVATION,0x010084 variant observed at renderer hook for Alfina stream 0x63. Other streams remain inferred until observed in their scene.
