anchor,other,score,byte_class_3gram_jaccard,prefix4_equal,class_equal,message_count_score,message_position_score,unknown_role_score,anchor_class,other_class,anchor_size,other_size,method
00120000:0x00602000,00150100:0x00B62002,0.338931,0.744898,False,True,0.125,0.0,0.222222,0x2000,0x2000,2024,512,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x02465001,00120000:0x0D5F5002,0.338889,0.688889,False,True,0.2,0.0,0.333333,0x5000,0x5000,360,280,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00006000,00030100:0x02465001,0.337976,0.552083,False,False,0.4,0.0,0.571429,0x6000,0x5000,456,360,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x02465001,00120000:0x00006000,0.337976,0.552083,False,False,0.4,0.0,0.571429,0x5000,0x6000,360,456,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x02465001,00150100:0x00006000,0.337976,0.552083,False,False,0.4,0.0,0.571429,0x5000,0x6000,360,456,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x02465001,00151100:0x00006000,0.337976,0.552083,False,False,0.4,0.0,0.571429,0x5000,0x6000,360,456,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x00602000,00120000:0x0D5F5002,0.337879,0.742268,False,False,0.125,0.0,0.222222,0x2000,0x5000,2024,280,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x0D5F5002,00150100:0x011E3000,0.337246,0.684783,False,False,0.2,0.0,0.333333,0x5000,0x3000,280,496,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x00602000,00150100:0x015C3003,0.337074,0.648936,False,False,0.25,0.0,0.4,0x2000,0x3000,2024,296,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00150100:0x00B62002,00150100:0x01CB5000,0.337074,0.648936,False,False,0.25,0.0,0.4,0x2000,0x5000,512,368,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x08562001,00120000:0x0D5F5002,0.336905,0.708333,False,False,0.166667,0.0,0.285714,0x2000,0x5000,2072,280,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x022C5000,00120000:0x0C843001,0.336713,0.623529,False,False,0.285714,0.0,0.444444,0x5000,0x3000,208,720,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x0CDE3000,00150100:0x00B62002,0.336427,0.738636,False,False,0.125,0.0,0.222222,0x3000,0x2000,640,512,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00D23001,00030100:0x022C5000,0.336111,0.486111,False,False,0.5,0.0,0.666667,0x3000,0x5000,80,208,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00C43000,00120000:0x0D2E5001,0.335294,0.588235,False,False,0.333333,0.0,0.5,0x3000,0x5000,112,392,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00E53002,00120000:0x015D2006,0.335294,0.588235,False,False,0.333333,0.0,0.5,0x3000,0x2000,96,1440,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x0CDE3000,00120000:0x0D5F5002,0.335225,0.735632,False,False,0.125,0.0,0.222222,0x3000,0x5000,640,280,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00396001,00120000:0x0D5F5002,0.334925,0.483146,False,False,0.5,0.0,0.666667,0x6000,0x5000,312,280,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x00396001,00120000:0x0D5F5002,0.334925,0.483146,False,False,0.5,0.0,0.666667,0x6000,0x5000,312,280,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x0D5F5002,00150100:0x00396001,0.334925,0.483146,False,False,0.5,0.0,0.666667,0x5000,0x6000,280,312,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x0D5F5002,00151100:0x00396001,0.334925,0.483146,False,False,0.5,0.0,0.666667,0x5000,0x6000,280,384,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00F13003,00150100:0x00B62002,0.33416,0.775281,False,False,0.071429,0.0,0.133333,0x3000,0x2000,1536,512,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x022C5000,00120000:0x0B3A2007,0.333469,0.540816,False,False,0.4,0.0,0.571429,0x5000,0x2000,208,2640,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00150100:0x015C3003,00150100:0x02065002,0.333216,0.478873,False,False,0.5,0.0,0.666667,0x3000,0x5000,296,104,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x01B13005,00030100:0x022C5000,0.332756,0.613636,False,False,0.285714,0.0,0.444444,0x3000,0x5000,944,208,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00396001,00150100:0x01813004,0.332576,0.477273,False,False,0.5,0.0,0.666667,0x6000,0x3000,312,592,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x00396001,00150100:0x01813004,0.332576,0.477273,False,False,0.5,0.0,0.666667,0x6000,0x3000,312,592,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00150100:0x00396001,00150100:0x01813004,0.332576,0.477273,False,False,0.5,0.0,0.666667,0x6000,0x3000,312,592,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00150100:0x01813004,00151100:0x00396001,0.332576,0.477273,False,False,0.5,0.0,0.666667,0x3000,0x6000,592,384,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x015D2006,00150100:0x00F62003,0.331707,0.829268,False,True,0.0,0.0,0.0,0x2000,0x2000,1440,320,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00150100:0x00AC2001,00150100:0x015C3003,0.330856,0.472973,False,False,0.5,0.0,0.666667,0x2000,0x3000,80,296,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00396001,00150100:0x01CB5000,0.330431,0.47191,False,False,0.5,0.0,0.666667,0x6000,0x5000,312,368,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x00396001,00150100:0x01CB5000,0.330431,0.47191,False,False,0.5,0.0,0.666667,0x6000,0x5000,312,368,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00150100:0x00396001,00150100:0x01CB5000,0.330431,0.47191,False,False,0.5,0.0,0.666667,0x6000,0x5000,312,368,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00150100:0x01CB5000,00151100:0x00396001,0.330431,0.47191,False,False,0.5,0.0,0.666667,0x5000,0x6000,368,384,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00DC3004,00030100:0x022C5000,0.330238,0.471429,False,False,0.5,0.0,0.666667,0x3000,0x5000,72,208,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00602000,00120000:0x0D2E5001,0.3295,0.63,False,False,0.25,0.0,0.4,0x2000,0x5000,720,392,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x022C5000,00120000:0x08562001,0.329167,0.572917,False,False,0.333333,0.0,0.5,0x5000,0x2000,208,2072,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x01B13005,00120000:0x0D5F5002,0.327747,0.703297,False,False,0.142857,0.0,0.25,0x3000,0x5000,944,280,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x022C5000,00120000:0x0CDE3000,0.326912,0.623529,False,False,0.25,0.0,0.4,0x5000,0x3000,208,640,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x09592005,00120000:0x0D5F5002,0.326687,0.714286,False,False,0.125,0.0,0.222222,0x2000,0x5000,3848,280,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x0B3A2007,00120000:0x0D5F5002,0.32596,0.656566,False,False,0.2,0.0,0.333333,0x2000,0x5000,2640,280,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00150100:0x00B62002,00150100:0x00F62003,0.325926,0.814815,False,True,0.0,0.0,0.0,0x2000,0x2000,512,320,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00F13003,00120000:0x0D5F5002,0.325171,0.752809,False,False,0.071429,0.0,0.133333,0x3000,0x5000,1536,280,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00006000,00120000:0x09592005,0.324559,0.617647,False,False,0.25,0.0,0.4,0x6000,0x2000,456,3848,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x00006000,00120000:0x09592005,0.324559,0.617647,False,False,0.25,0.0,0.4,0x6000,0x2000,456,3848,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x09592005,00150100:0x00006000,0.324559,0.617647,False,False,0.25,0.0,0.4,0x2000,0x6000,3848,456,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x09592005,00151100:0x00006000,0.324559,0.617647,False,False,0.25,0.0,0.4,0x2000,0x6000,3848,456,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00006000,00120000:0x0C843001,0.323861,0.591398,False,False,0.285714,0.0,0.444444,0x6000,0x3000,456,720,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x00006000,00120000:0x0C843001,0.323861,0.591398,False,False,0.285714,0.0,0.444444,0x6000,0x3000,456,720,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x0C843001,00150100:0x00006000,0.323861,0.591398,False,False,0.285714,0.0,0.444444,0x3000,0x6000,720,456,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x0C843001,00151100:0x00006000,0.323861,0.591398,False,False,0.285714,0.0,0.444444,0x3000,0x6000,720,456,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00006000,00120000:0x00602000,0.32216,0.61165,False,False,0.25,0.0,0.4,0x6000,0x2000,456,2024,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x00006000,00120000:0x00602000,0.32216,0.61165,False,False,0.25,0.0,0.4,0x6000,0x2000,456,2024,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x00602000,00150100:0x00006000,0.32216,0.61165,False,False,0.25,0.0,0.4,0x2000,0x6000,2024,456,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x00602000,00151100:0x00006000,0.32216,0.61165,False,False,0.25,0.0,0.4,0x2000,0x6000,2024,456,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x02112002,00150100:0x015C3003,0.321872,0.659574,False,False,0.181818,0.0,0.307692,0x2000,0x3000,4936,296,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x015D2006,00150100:0x01F95001,0.321687,0.554217,False,False,0.333333,0.0,0.5,0x2000,0x5000,1440,104,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x022C5000,00150100:0x00AC2001,0.320614,0.447368,False,False,0.5,0.0,0.666667,0x5000,0x2000,208,80,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00602000,00150100:0x015C3003,0.320238,0.666667,False,False,0.166667,0.0,0.285714,0x2000,0x3000,720,296,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00C43000,00150100:0x01CB5000,0.319475,0.604938,False,False,0.25,0.0,0.4,0x3000,0x5000,112,368,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00396001,00150100:0x00AC2001,0.31881,0.442857,False,False,0.5,0.0,0.666667,0x6000,0x2000,312,80,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x00396001,00150100:0x00AC2001,0.31881,0.442857,False,False,0.5,0.0,0.666667,0x6000,0x2000,312,80,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00150100:0x00396001,00150100:0x00AC2001,0.31881,0.442857,False,False,0.5,0.0,0.666667,0x6000,0x2000,312,80,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00150100:0x00AC2001,00151100:0x00396001,0.31881,0.442857,False,False,0.5,0.0,0.666667,0x2000,0x6000,80,384,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00396001,00030100:0x00E53002,0.317667,0.44,False,False,0.5,0.0,0.666667,0x6000,0x3000,312,96,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00E53002,00120000:0x00396001,0.317667,0.44,False,False,0.5,0.0,0.666667,0x3000,0x6000,96,312,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00E53002,00150100:0x00396001,0.317667,0.44,False,False,0.5,0.0,0.666667,0x3000,0x6000,96,312,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00E53002,00151100:0x00396001,0.317667,0.44,False,False,0.5,0.0,0.666667,0x3000,0x6000,96,384,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x0D2E5001,00150100:0x01F95001,0.316867,0.542169,False,True,0.333333,0.0,0.5,0x5000,0x5000,392,104,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00396001,00030100:0x00C43000,0.315351,0.434211,False,False,0.5,0.0,0.666667,0x6000,0x3000,312,112,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00C43000,00120000:0x00396001,0.315351,0.434211,False,False,0.5,0.0,0.666667,0x3000,0x6000,112,312,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00C43000,00150100:0x00396001,0.315351,0.434211,False,False,0.5,0.0,0.666667,0x3000,0x6000,112,312,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00C43000,00151100:0x00396001,0.315351,0.434211,False,False,0.5,0.0,0.666667,0x3000,0x6000,112,384,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00C43000,00030100:0x01B13005,0.314783,0.670886,False,True,0.142857,0.0,0.25,0x3000,0x3000,112,944,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x022C5000,00150100:0x02065002,0.31464,0.432432,False,True,0.5,0.0,0.666667,0x5000,0x5000,208,104,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00602000,00150100:0x00F62003,0.314286,0.785714,False,True,0.0,0.0,0.0,0x2000,0x2000,720,320,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00006000,00150100:0x00AC2001,0.313095,0.428571,False,False,0.5,0.0,0.666667,0x6000,0x2000,456,80,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x00006000,00150100:0x00AC2001,0.313095,0.428571,False,False,0.5,0.0,0.666667,0x6000,0x2000,456,80,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00150100:0x00006000,00150100:0x00AC2001,0.313095,0.428571,False,False,0.5,0.0,0.666667,0x6000,0x2000,456,80,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00150100:0x00AC2001,00151100:0x00006000,0.313095,0.428571,False,False,0.5,0.0,0.666667,0x2000,0x6000,80,456,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00006000,00030100:0x00D23001,0.312398,0.426829,False,False,0.5,0.0,0.666667,0x6000,0x3000,456,80,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00D23001,00120000:0x00006000,0.312398,0.426829,False,False,0.5,0.0,0.666667,0x3000,0x6000,80,456,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00D23001,00150100:0x00006000,0.312398,0.426829,False,False,0.5,0.0,0.666667,0x3000,0x6000,80,456,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00D23001,00151100:0x00006000,0.312398,0.426829,False,False,0.5,0.0,0.666667,0x3000,0x6000,80,456,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x022C5000,00150100:0x02135003,0.312255,0.426471,False,True,0.5,0.0,0.666667,0x5000,0x5000,208,128,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00BA3006,00120000:0x015D2006,0.311765,0.529412,False,False,0.333333,0.0,0.5,0x3000,0x2000,80,1440,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00006000,00150100:0x01F95001,0.311078,0.423529,False,False,0.5,0.0,0.666667,0x6000,0x5000,456,104,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x00006000,00150100:0x01F95001,0.311078,0.423529,False,False,0.5,0.0,0.666667,0x6000,0x5000,456,104,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00150100:0x00006000,00150100:0x01F95001,0.311078,0.423529,False,False,0.5,0.0,0.666667,0x6000,0x5000,456,104,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00150100:0x01F95001,00151100:0x00006000,0.311078,0.423529,False,False,0.5,0.0,0.666667,0x5000,0x6000,104,456,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00C43000,00150100:0x00602000,0.310833,0.583333,False,False,0.25,0.0,0.4,0x3000,0x2000,112,608,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x02112002,00120000:0x0D5F5002,0.310303,0.7,False,False,0.090909,0.0,0.166667,0x2000,0x5000,4936,280,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x022C5000,00120000:0x09592005,0.310153,0.581633,False,False,0.25,0.0,0.4,0x5000,0x2000,208,3848,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x047A2003,00120000:0x0D5F5002,0.309762,0.714286,False,False,0.071429,0.0,0.133333,0x2000,0x5000,3920,280,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00E53002,00120000:0x0D2E5001,0.309091,0.522727,False,False,0.333333,0.0,0.5,0x3000,0x5000,96,392,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00396001,00120000:0x0B3A2007,0.30881,0.479167,False,False,0.4,0.0,0.571429,0x6000,0x2000,312,2640,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x00396001,00120000:0x0B3A2007,0.30881,0.479167,False,False,0.4,0.0,0.571429,0x6000,0x2000,312,2640,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x0B3A2007,00150100:0x00396001,0.30881,0.479167,False,False,0.4,0.0,0.571429,0x2000,0x6000,2640,312,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x0B3A2007,00151100:0x00396001,0.30881,0.479167,False,False,0.4,0.0,0.571429,0x2000,0x6000,2640,384,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x047A2003,00150100:0x015C3003,0.308794,0.655914,False,False,0.142857,0.0,0.25,0x2000,0x3000,3920,296,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00006000,00030100:0x01B13005,0.30771,0.55102,False,False,0.285714,0.0,0.444444,0x6000,0x3000,456,944,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x01B13005,00120000:0x00006000,0.30771,0.55102,False,False,0.285714,0.0,0.444444,0x3000,0x6000,944,456,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x01B13005,00150100:0x00006000,0.30771,0.55102,False,False,0.285714,0.0,0.444444,0x3000,0x6000,944,456,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x01B13005,00151100:0x00006000,0.30771,0.55102,False,False,0.285714,0.0,0.444444,0x3000,0x6000,944,456,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00006000,00120000:0x0CDE3000,0.307287,0.574468,False,False,0.25,0.0,0.4,0x6000,0x3000,456,640,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x00006000,00120000:0x0CDE3000,0.307287,0.574468,False,False,0.25,0.0,0.4,0x6000,0x3000,456,640,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x0CDE3000,00150100:0x00006000,0.307287,0.574468,False,False,0.25,0.0,0.4,0x3000,0x6000,640,456,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x0CDE3000,00151100:0x00006000,0.307287,0.574468,False,False,0.25,0.0,0.4,0x3000,0x6000,640,456,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00E53002,00150100:0x01CB5000,0.306768,0.573171,False,False,0.25,0.0,0.4,0x3000,0x5000,96,368,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00006000,00120000:0x02112002,0.306586,0.621359,False,False,0.181818,0.0,0.307692,0x6000,0x2000,456,4936,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x00006000,00120000:0x02112002,0.306586,0.621359,False,False,0.181818,0.0,0.307692,0x6000,0x2000,456,4936,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x02112002,00150100:0x00006000,0.306586,0.621359,False,False,0.181818,0.0,0.307692,0x2000,0x6000,4936,456,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x02112002,00151100:0x00006000,0.306586,0.621359,False,False,0.181818,0.0,0.307692,0x2000,0x6000,4936,456,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x06642004,00150100:0x015C3003,0.306586,0.642105,False,False,0.153846,0.0,0.266667,0x2000,0x3000,3984,296,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
