pattern_type,scope,window,pattern_key,normalized_pattern,count,min_size,max_size,classes,resource_ids,roles,candidate_kind,evidence,confidence,sample_location,sample_raw_hex
exact,unknown_control,unknown_control,54b7e0480df22d79aca60ed652cced7a996fea9af3cc59707c82201d18118dab,,1,375,375,0x2000,0x08562001,between_messages,exact_bytes,identical raw bytes,HIGH,/private/tmp/gr3-ship-analysis.CYee09/DATA_00120000.MDT:0x00534D1A,25 06 02 10 30 f8 45 0d 00 ff ff ff ff a0 00 28 00 32 0e 00 2a 00 9c c2 93 21 7d b6 95 88 c2 b4 08 b4 f0 c1 9c 82 8a 92 d1 e3 7e 44 0d ff 00 0d 00 ff ff ff ff d0 00 3c 00 81 0e 00 82 00 7d 79 46 08 af f0 a0 f0 b4 9c 82 e0 f1 7b 94 b0 95 92 46 07 0e 00 82 00 86 a0 b0 b0 8b b5 21 c9 f3 b4 99 80 9f 7a 08 aa f0 9d b4 b0 f3 be 9f 7a 46 43 08 9b 79 9c 95 94 b0 79 c2 93 60 f6 74 43 0d ff 00 0d 00 ff ff ff ff b0 00 50 00 32 0e 00 28 00 93 77 8b b9 79 a8 43 08 7d b6 95 88 c2 a0 b4 f0 93 95 98 08 b4 79 8c 83 89 f1 95 98 82 bd 88 43 08 90 79 21 ef f2 84 f2 9d 99 b4 21 9c 43 0d ff 00 0d 00 ff ff ff ff b0 00 28 00 81 0e 00 82 00 90 79 93 95 92 bb 08 9b c2 9c 9d 77 77 93 bf 79 ba 46 0d ff 00 02 03 00 05 25 06 03 10 30 2b 46 0d 00 ff ff ff ff d0 00 28 00 81 0e 00 82 00 94 80 8a b9 79 08 32 f0 3a f0 e8 c5 9d 46 21 b0 f3 bc 98 7a ba 46 0d ff 00 02 02 05 00 05 00 00 50 e1 0f 00 05 00 06 00 00 82 e1 0f 00 10 30 a6 47 03 00 02 25 06 01 10 30 a9 46 0d 00 ff ff ff ff a0 00 3c 00 81 0e 00 82 00 84 f2 a1 d3 f5 be 94 b0 79 8a 08 b4 f0 b4 9f 7a 8a 46 08 4d f4 26 f6 a1 86 86 99 27 f6 9f f4 7e 46 0d ff 00 0d 00 ff ff ff ff b0 00 28 00
exact,unknown_control,unknown_control,8ba2763a57ef175619f1ed6ce8769dd903d6cd31f938af00de63f99827691961,,1,142,142,0x2000,0x08562001,between_messages,exact_bytes,identical raw bytes,HIGH,/private/tmp/gr3-ship-analysis.CYee09/DATA_00120000.MDT:0x00534EB4,25 06 02 10 30 5d 47 0d 00 ff ff ff ff b0 00 50 00 81 0e 00 82 00 7d 79 21 75 bc 7f 9a ba 08 96 f2 7b 98 82 be 98 09 08 84 9b ba 46 21 4d f4 26 f6 a1 08 c8 f0 7e bb 64 f1 be 92 82 9f 7a a0 88 07 0e 00 82 00 86 86 99 34 f5 95 98 bc b5 08 e0 f1 7b 94 b0 95 92 60 f6 a0 b4 f0 7f 08 a4 b9 95 86 bc 08 47 f2 be 4a f2 82 7e b4 ec f1 be 9f 7a 46 07 0e 00 82 00 90 c2 9c bb f0 7f 8c c2 a0 88 46 0d ff 00 0d 00 ff ff ff ff e0 00 28 00
exact,unknown_control,unknown_control,d3a69a34d4cbaf66f127fa1ad7a82edbf632f01be75a86512a882a6b33c1dd5a,,1,178,178,0x2000,0x08562001,between_messages,exact_bytes,identical raw bytes,HIGH,/private/tmp/gr3-ship-analysis.CYee09/DATA_00120000.MDT:0x00534F68,25 06 03 10 30 a5 47 0d 00 ff ff ff ff b0 00 50 00 81 0e 00 82 00 d6 f4 9d 49 f3 77 c1 21 9c c2 98 08 21 f0 cd 9d 8a 98 92 84 9b 9c 74 46 08 4d f4 26 f6 83 bb 77 a1 08 49 f3 7e 84 98 b1 95 7e 46 0d ff 00 02 02 05 00 05 00 00 82 e1 0f 00 05 00 06 00 00 9a e2 0f 00 10 30 a0 48 03 00 02 25 06 01 10 30 49 48 0d 00 ff ff ff ff e0 00 50 00 81 0e 00 82 00 26 f6 7f ef f2 84 92 46 08 47 f2 be d6 f4 9d b4 21 7d 49 f3 77 8a 98 b1 92 46 08 84 9b 21 60 f6 a0 b4 f0 a1 08 23 f6 95 98 84 f1 b6 8a 9f 7a 46 0d ff 00 0d 00 ff ff ff ff c0 00 3c 00
exact,unknown_control,unknown_control,f22e0e7cf83744fa66637bcae77bf1924124ec3342793523052f1b8ee1659fa3,,1,640,640,0x2000,0x08562001,resource_tail,exact_bytes,identical raw bytes,HIGH,/private/tmp/gr3-ship-analysis.CYee09/DATA_00120000.MDT:0x00535050,02 03 00 05 25 06 02 10 30 9f 48 0d 00 ff ff ff ff e0 00 50 00 81 0e 00 82 00 bb f0 7b f0 cd f0 73 f0 8a 92 9a 86 bf 99 08 e0 f1 7b 92 b4 f0 7f 23 f6 bd c0 84 8b b5 9c 8a 46 08 6d f5 97 f5 b1 f0 9c c2 7e 9d 08 42 f1 82 bb f0 7b f0 8b b5 9f 7a ba 46 0d ff 00 02 02 05 00 05 00 00 9a e2 0f 00 05 00 06 00 00 da 37 20 00 10 30 c6 4a 03 00 02 25 06 01 10 30 51 49 0d 00 ff ff ff ff 90 00 3c 00 81 0e 00 82 00 75 bc b5 8a f3 46 f1 b4 f0 7e 44 08 77 77 b4 f0 8b b5 9f 7a 7e 08 9b 86 b0 99 42 f1 82 c2 93 44 0d ff 00 0d 00 ff ff ff ff a0 00 3c 00 32 0e 00 27 00 62 f0 9f f2 a0 92 f3 21 32 f0 3a f0 e8 c5 93 08 b0 21 60 f6 a0 b4 f0 9c bb 08 53 84 f2 95 98 9a 86 93 9c 43 0d ff 00 0d 00 ff ff ff ff c0 00 28 00 81 0e 00 82 00 32 f0 3a f0 e8 c5 7e 46 08 77 77 ba 9c 74 21 b4 f0 95 98 a0 a1 46 0d ff 00 02 03 00 02 25 06 02 10 30 6e 4a 0d 00 ff ff ff ff e0 00 50 00 81 0e 00 82 00 60 f6 b4 b8 f1 95 98 92 c2 93 8f 21 b4 f0 46 08 61 f0 88 9c c9 f3 b4 f0 93 84 9b 21 4d f0 8b f6 9d 08 9b c2 9c 45 f4 cf f2 b4 bc f2 bc 74 f3 7b 98 80 92 09 08 a0 9d 46 21 4e f2 77 77 f8 9d a0 b0 be 98 46 43 0d ff 00 0d 00 ff ff ff ff 50 00 14 00 32 0e 00 2b 00 4e f2 77 77 f8 46 42 0d ff 00 0d 00 ff ff ff ff e0 00 50 00 81 0e 00 82 00 31 f2 c1 f2 21 c8 f0 a0 a7 f0 9d 08 d2 40 f0 47 e4 9a 91 f0 be 98 ba 08 b4 f0 c1 21 a2 f2 77 9a f0 b1 b6 7f 95 92 c2 93 41 08 81 f2 8b bb be 95 7e ba 21 9c 74 42 0d ff 00 0d 00 ff ff ff ff b0 00 14 00 32 0e 00 2b 00 46 46 a2 f2 77 9a f0 c2 93 21 7e 46 46 0d ff 00 0d 00 ff ff ff ff a0 00 50 00 81 0e 00 82 00 75 c2 92 b4 bb f0 c1 96 84 bf ba 08 60 f6 b1 92 77 9d 08 6e f3 77 99 41 f1 85 bb be bd 9a a1 08 e3 f2 bb 9f 7a 7e bb 9c 46 0d ff 00 02 03 00 05 25 06 03 10 30 c5 4a 0d 00 ff ff ff ff d0 00 50 00 81 0e 00 82 00 9c c2 98 7d 93 b6 7e 9c 21 54 f5 98 f9 93 08 c8 df b1 92 77 93 8f 46 09 08 20 f0 20 f0 46 21 80 95 9a c8 df 9c c2 93 08 4e f2 77 77 f8 44 21 80 f3 7e a0 ca f2 62 f3 77 88 46 0d ff 00 02 02 02 00
exact,unknown_control,unknown_control,1c1a32d9e4ef7062a7192320ad8843a067a40ae9436ef0f7c1f9626a69cdf18f,,1,44,44,0x2000,0x09592005,pre_message,exact_bytes,identical raw bytes,HIGH,/private/tmp/gr3-ship-analysis.CYee09/DATA_00120000.MDT:0x005352D4,06 01 05 00 05 00 00 16 df 0f 00 05 00 06 00 00 a6 e0 0f 00 10 30 ab 4c 03 00 02 26 06 01 10 30 6a 4b 0d 00 ff ff ff ff c0 00 28 00
exact,unknown_control,unknown_control,784d3e85e5bc52c20ff8ae2ad4b1c842e04ab6cb648178c306d2afe28e80a653,,1,96,96,0x2000,0x09592005,between_messages,exact_bytes,identical raw bytes,HIGH,/private/tmp/gr3-ship-analysis.CYee09/DATA_00120000.MDT:0x00535326,ff ff b0 00 50 00 81 0e 00 83 00 a1 f0 98 a0 2e f3 bc 88 07 0e 00 83 00 75 c2 92 bb 21 5f f4 81 f1 e5 f2 bb be 98 08 82 b6 8a 77 a0 a1 7b f0 7e bd 7f 9f 08 8a f0 bc 89 f1 90 79 9c c2 98 08 a1 f1 c0 9f 7a 86 95 92 46 0d ff 00 02 03 00 02 26 06 02 10 30 61 4c 0d 00 ff ff ff ff e0 00 50 00
exact,unknown_control,unknown_control,17b12aec981989e587fd902e920bdfe7ffd61e6ac53365588eb67c7b759f88d6,,1,52,52,0x2000,0x09592005,between_messages,exact_bytes,identical raw bytes,HIGH,/private/tmp/gr3-ship-analysis.CYee09/DATA_00120000.MDT:0x005353BF,ff ff e0 00 28 00 81 0e 00 83 00 aa f0 74 f1 6b f2 be 99 80 f0 bd ba 79 9c eb f2 97 f2 8b b5 08 9f 7a 95 98 da f0 93 0d ff 00 0d 00 ff ff ff ff c0 00 3c 00
exact,unknown_control,unknown_control,7c1b83c82144c32896444b45142aedfe7788defcfcd5ae029a8ec152523076ac,,1,837,837,0x2000,0x09592005,between_messages,exact_bytes,identical raw bytes,HIGH,/private/tmp/gr3-ship-analysis.CYee09/DATA_00120000.MDT:0x00535423,ff ff d0 00 50 00 81 0e 00 83 00 a1 e4 43 21 9b 79 7e 9c 43 08 d5 21 f0 3a f0 d8 32 f0 9d 21 ca d7 c1 08 e5 f2 bb be bd 2f f0 ed d3 8b b5 74 21 bd f3 9d 08 b2 8a bc 8a f0 bb be bd a0 7f cc e3 88 46 0d ff 00 02 03 00 05 26 06 03 10 30 aa 4c 0d 00 ff ff ff ff d0 00 3c 00 81 0e 00 83 00 8a f0 bb be 92 a8 c2 a1 21 8a f0 bc 89 f1 8c 46 08 90 79 a1 f1 77 94 f2 b3 92 bb 08 35 f0 e5 3b f0 a0 a1 f1 79 e5 2d f0 9c c2 93 46 0d ff 00 02 02 05 00 05 00 00 a6 e0 0f 00 05 00 06 00 00 50 e1 0f 00 10 30 dd 4e 03 00 02 26 06 01 10 30 58 4d 0d 00 ff ff ff ff c0 00 50 00 81 0e 00 83 00 a1 f0 98 92 8f 08 d7 f0 ab f1 a0 e3 f0 a1 e5 f2 b2 08 ac f4 c1 f5 9d b5 c1 f5 84 bd 46 08 27 f1 94 92 b4 c2 93 9c 21 c4 3f f0 3a f0 df 0d ff 00 0d 00 ff ff ff ff e0 00 50 00 32 0e 00 2a 00 60 f2 7f f1 9f 7a 46 09 0e 00 29 00 08 84 9b 21 ef f2 84 f2 a0 ac f4 c1 f5 99 08 80 95 94 bc d3 da 32 f0 96 84 98 b6 bd 46 08 c8 f0 a0 61 f2 93 21 c8 df a1 2e f4 c0 9f 7a 88 43 0d ff 00 02 03 00 02 26 06 02 10 30 8e 4e 0d 00 ff ff ff ff d0 00 50 00 81 0e 00 83 00 46 b0 93 7b f0 7e bb 9f 7a a0 7e 44 08 35 f0 e5 3b f0 a0 35 f1 99 ac f4 c1 f5 8a 92 95 98 08 6c f0 8d c1 f5 84 bd 46 08 90 79 77 79 a7 79 9d 88 f0 84 f1 98 c2 a0 88 0d ff 00 0d 00 ff ff ff ff e0 00 50 00 32 0e 00 29 00 97 f5 e7 f0 a0 c1 f5 84 a1 08 97 f5 e7 f0 99 8a f0 bc 89 f1 8c 08 90 be 7f db da 95 98 b4 c2 93 43 09 0e 00 2a 00 08 75 c2 92 a0 3b f4 83 8e 93 8f 21 da c6 88 c2 0d ff 00 0d 00 ff ff ff ff a0 00 50 00 81 0e 00 83 00 8b b5 75 21 4d f4 84 f2 7e bb 08 7d be a0 3b f4 83 8e a1 86 79 93 08 4e 95 f3 a2 9c 77 e1 d5 7f 08 21 e5 2d f0 9d 20 f0 2f f0 bd 4f 46 0d ff 00 0d 00 ff ff ff ff a0 00 50 00 32 0e 00 28 00 95 f3 a2 9c 77 a0 a1 08 75 77 96 bb a0 5c f0 88 43 08 ef f2 84 f2 9d 9c be a2 08 60 f6 7f a9 f1 ef f2 8a 98 b6 bd 8f 43 0d ff 00 0d 00 ff ff ff ff b0 00 14 00 81 0e 00 83 00 2e f4 95 98 bf 21 23 f0 39 f0 e4 59 f1 7f 46 0d ff 00 02 03 00 05 26 06 03 10 30 dc 4e 0d 00 ff ff ff ff e0 00 50 00 81 0e 00 83 00 ac f4 c1 f5 73 f4 9d a1 08 d7 c6 d5 3f f0 93 84 8b b5 08 3b f1 7b 9f 7a 67 f0 7f 75 bd 46 08 4d f4 7f 90 a0 67 f0 9c c2 93 8f 21 c4 3f f0 3a f0 df 0d ff 00 02 02 05 00 05 00 00 50 e1 0f 00 05 00 06 00 00 82 e1 0f 00 10 30 f4 4e 02 05 00 05 00 00 82 e1 0f 00 05 00 06 00 00 9a e2 0f 00 10 30 a6 51 03 00 02 26 06 01 10 30 88 4f 0d 00 ff ff ff ff a0 00 50 00 81 0e 00 83 00 75 c2 92 bb 21 86 c2 9c 28 f3 99 08 2a f6 83 f0 95 98 98 77 77 a0 7e 44 08 c4 3f f0 3a f0 df a0 62 f0 ac f4 c1 f5 7f 08 94 f2 b0 95 94 b0 79 91 0d ff 00 0d 00 ff ff ff ff b0 00 3c 00
exact,unknown_control,unknown_control,f1a38758b27347aecef71e3a14950e999f1176e015cc0ecdfd8d0e3ddf35159e,,1,83,83,0x2000,0x09592005,between_messages,exact_bytes,identical raw bytes,HIGH,/private/tmp/gr3-ship-analysis.CYee09/DATA_00120000.MDT:0x00535793,26 06 02 10 30 68 50 0d 00 ff ff ff ff a0 00 50 00 81 0e 00 83 00 7d be a1 21 42 f1 7e 9f 7a ba 46 08 6d f5 b1 f0 9d 80 f0 95 92 bb 54 f1 e5 f1 08 b0 92 a4 f2 ba f8 9d 08 20 f0 2f f0 3c f0 9a f0 c2 8b b0 79 46 0d ff 00 0d 00 ff ff ff ff b0 00 3c 00
exact,unknown_control,unknown_control,b076fbb8a7ac53a932b622a1dfebc8c9b058e76316232271c7f7161d94e0fccf,,1,182,182,0x2000,0x09592005,between_messages,exact_bytes,identical raw bytes,HIGH,/private/tmp/gr3-ship-analysis.CYee09/DATA_00120000.MDT:0x0053580C,ff ff d0 00 3c 00 81 0e 00 83 00 20 f0 e4 43 21 60 f6 74 08 e3 38 f0 c8 e3 3a f0 c4 3a f0 d5 c8 a0 22 f2 9d 08 a2 f2 77 b4 f2 8e bb be 92 21 c4 2c f0 c8 88 9f 07 0e 00 83 00 ee f5 dc f2 9d 9c 95 98 08 62 f0 da f0 9c ad f4 83 f0 77 f0 78 f0 b0 99 08 85 f4 9d 80 f0 be 95 94 b0 95 98 ba 46 0d ff 00 02 03 00 02 26 06 03 10 30 45 51 0d 00 ff ff ff ff a0 00 50 00 81 0e 00 83 00 9b f1 98 c1 84 f4 95 98 08 b6 95 9a 21 7b f0 7e 95 92 ba 46 09 08 d7 c6 d5 3f f0 8b b5 75 08 35 f0 e5 3b f0 9d b5 ac f4 98 9f 7a 43 0d ff 00 0d 00 ff ff ff ff e0 00 50 00
exact,unknown_control,unknown_control,5ac101863d123f3f7459af327ec2ca144eed33fa603a63439a1909cade6d333e,,1,405,405,0x2000,0x09592005,between_messages,exact_bytes,identical raw bytes,HIGH,/private/tmp/gr3-ship-analysis.CYee09/DATA_00120000.MDT:0x00535903,ff ff e0 00 50 00 81 0e 00 83 00 20 f0 e4 43 21 9b 79 93 7e 46 09 08 75 77 96 7f 8a f0 bc 89 f1 8a 92 77 a0 a1 08 cd ee 8b b5 9f 7a 21 28 f0 3b f0 c6 ea 93 08 c1 f5 84 7f 94 f3 6f f2 99 b4 b6 bd 93 bf 79 88 46 0d ff 00 02 03 00 05 26 06 04 10 30 a5 51 0d 00 ff ff ff ff e0 00 50 00 81 0e 00 83 00 ac f4 c1 f5 73 f4 9d a1 21 d7 c6 d5 3f f0 93 84 8b b5 08 3b f1 7b 9f 7a 67 f0 7f 75 bd 46 08 a1 f0 98 bf 21 c4 3f f0 3a f0 df 7f c1 f5 84 92 bb 46 09 08 60 f6 7f 4b f1 c1 96 84 98 b6 bd 21 86 86 99 9c 0d ff 00 02 02 05 00 05 00 00 9a e2 0f 00 05 00 06 00 00 da 37 20 00 10 30 df 53 03 00 02 26 06 01 10 30 38 52 0d 00 ff ff ff ff d0 00 50 00 81 0e 00 83 00 d5 f3 77 92 8f 43 21 24 f0 c4 3a f0 cd a0 b6 96 08 44 f3 45 f3 92 f1 77 98 41 f1 85 98 95 92 91 43 08 7d b3 7a 21 9b c2 9c 7d f0 c1 08 74 f0 95 92 c2 93 42 0d ff 00 0d 00 ff ff ff ff d0 00 28 00 32 0e 00 29 00 60 f6 a1 9b f1 98 c1 6d f5 84 98 21 ac f4 95 92 46 08 92 93 90 be 93 84 88 0d ff 00 02 03 00 02 26 06 02 10 30 92 53 0d 00 ff ff ff ff d0 00 50 00 81 0e 00 83 00 a1 95 43 21 9b 79 8e 08 c6 cd d7 2f f0 9d 21 c6 cd d7 2f f0 99 08 dd f2 86 79 c1 52 f5 95 92 c2 93 bf 79 7f 46 08 a7 f0 7d f0 82 b6 95 92 b4 c2 93 43 0d ff 00 0d 00 ff ff ff ff b0 00 3c 00
exact,unknown_control,unknown_control,a64419d1242b5f34b335035f0b750228999ccece73b2a5127457d312fc23127d,,1,1178,1178,0x2000,0x09592005,between_messages,exact_bytes,identical raw bytes,HIGH,/private/tmp/gr3-ship-analysis.CYee09/DATA_00120000.MDT:0x00535AC6,ff ff d0 00 50 00 32 0e 00 29 00 24 f0 c4 3a f0 cd 7f 21 c6 cd d7 2f f0 99 08 92 f1 80 a7 f0 85 92 e3 f0 a1 9b f1 3b f2 89 f1 9c f5 93 46 09 0e 00 27 00 08 da c6 88 c2 21 75 c2 92 a0 08 8a f0 bb be 92 e3 f0 95 98 80 f3 93 44 0d ff 00 0d 00 ff ff ff ff e0 00 50 00 81 0e 00 83 00 7d be a1 21 8a f0 bc 89 f1 8a 98 82 be 9c c2 98 08 82 f2 c2 99 9f 7a 46 08 23 f0 39 f0 e4 59 f1 a0 bd f4 84 9d 08 8c 7f bd bb f0 a1 9f 7a 9c 43 0d ff 00 0d 00 ff ff ff ff a0 00 28 00 32 0e 00 28 00 20 f0 20 f0 e4 43 08 5b f1 2f f4 c3 f0 9c da c6 88 c2 93 43 0d ff 00 0d 00 ff ff ff ff 90 00 14 00 81 0e 00 83 00 90 be 7f 8a f0 bc c5 f7 99 9c 43 0d ff 00 02 03 00 05 26 06 03 10 30 de 53 0d 00 ff ff ff ff d0 00 50 00 81 0e 00 83 00 9a b4 75 be 21 4d f0 d6 f2 a1 08 51 f6 c1 2e f4 95 98 7d 86 79 7e 46 08 9c c2 9a 77 95 98 b4 08 a1 f2 c1 a1 f0 8d 9d 8c c2 93 7e bb 9c 46 43 0d ff 00 02 02 05 00 05 00 00 da 37 20 00 05 00 06 00 00 76 86 30 00 10 30 19 56 03 00 02 26 06 01 10 30 61 54 0d 00 ff ff ff ff e0 00 50 00 81 0e 00 83 00 6d f5 b1 f0 9d 80 f0 95 92 bb ba 08 ba 79 86 90 21 77 bb 95 8a b5 77 b0 8e 46 08 46 93 95 98 ba 43 08 9c c2 93 7e 21 9a f7 59 f1 2f f3 84 8a 94 b0 79 9c 0d ff 00 0d 00 ff ff ff ff a0 00 14 00 42 0e 00 2f 00 9c c2 7e 21 b0 8d 77 a0 7e 44 0d ff 00 02 03 00 02 26 06 02 10 30 bf 55 0d 00 ff ff ff ff e0 00 50 00 81 0e 00 83 00 6d f5 b1 f0 95 98 a0 a1 21 26 f2 d5 f0 ac f4 c1 f5 a0 eb f2 97 f2 08 96 b0 bc 94 f4 ab f2 b1 f0 ba 46 08 e6 f5 84 f2 21 e6 f5 84 f2 08 e0 f0 95 92 52 f5 95 92 95 98 7a eb f2 97 f2 88 9f 0d ff 00 0d 00 ff ff ff ff e0 00 14 00 42 0e 00 31 00 90 bc b5 21 8d 77 a8 c2 de f4 a0 64 f0 93 bf 43 0d ff 00 0d 00 ff ff ff ff e0 00 50 00 81 0e 00 83 00 7d be 9d 9a 95 94 b5 08 62 f4 84 f2 a0 88 f0 84 f1 da f0 ba 08 75 a0 4c f4 9c bb 21 24 f0 c4 3a f0 cd 87 9a 80 99 08 27 f0 47 92 be bd 6b f2 dc f2 a1 77 9c 7e 95 92 9f 0d ff 00 0d 00 ff ff ff ff d0 00 50 00 42 0e 00 34 00 9c c2 99 93 ba 44 08 c8 f5 77 92 64 f0 8b b5 08 24 f0 c4 3a f0 cd 95 98 a0 a1 08 c6 cd d7 2f f0 27 f6 5b f6 bb 8a 77 8b b5 c2 7e 0d ff 00 0d 00 ff ff ff ff e0 00 50 00 81 0e 00 83 00 de f4 a1 21 c6 cd d7 2f f0 c1 a1 f0 2f f3 82 a0 b4 08 ac f4 c1 f5 73 f4 a0 6e f0 69 f0 93 95 92 a0 88 46 08 4d f4 8b b5 21 98 b3 7a a0 6e f0 69 f0 a0 90 f0 88 c1 08 27 f0 47 92 be bd 67 f0 79 f1 9d 9c 95 94 b0 95 92 0d ff 00 02 03 00 05 26 06 03 10 30 18 56 0d 00 ff ff ff ff e0 00 50 00 81 0e 00 83 00 75 c2 9c 21 b8 bd c2 93 99 f2 bb f0 a0 6d f5 b1 f0 a1 08 6d f5 b1 f0 8b b5 9f 7a ba 08 8f f1 87 bf 47 f2 42 f1 bc a0 08 aa f0 74 f1 dd f2 84 3e f0 da 34 f0 47 95 98 35 f0 e5 7e 46 0d ff 00 02 02 05 00 05 00 00 76 86 30 00 05 00 06 00 00 4a 01 41 00 10 30 d6 57 03 00 02 26 06 01 10 30 b0 56 0d 00 ff ff ff ff e0 00 50 00 81 0e 00 83 00 62 f0 77 f8 92 f1 80 b6 21 b3 f3 2b f3 a1 8d be a0 41 f6 46 08 9c a0 9d 21 c4 3f f0 3a f0 df a0 35 f0 e5 08 c9 f5 bb f0 99 b4 f0 88 f0 8a b6 7f bd 08 8a 7e b4 21 aa f4 82 f6 b0 99 6b f2 be 98 ba 0d ff 00 0d 00 ff ff ff ff e0 00 14 00 12 0e 00 14 00 90 be 95 98 46 21 30 f0 3b f0 3a f0 e2 88 c2 46 44 0d ff 00 02 03 00 02 26 06 02 10 30 81 57 0d 00 ff ff ff ff e0 00 50 00 81 0e 00 83 00 30 f0 3b f0 3a f0 e2 46 21 94 f3 7e 90 c2 9c 2b f1 c0 f0 93 08 c4 3f f0 3a f0 df a0 aa f4 82 f6 a1 46 08 45 f4 be 92 c8 f0 9d bc f2 bc 88 f0 90 79 95 98 a0 9d 08 8d 77 a8 c2 96 f3 8a 90 79 93 95 92 8f 07 0e 00 83 00 84 9b 21 8e 95 7e 82 b0 f3 95 98 84 f1 92 a0 9d 08 c4 3f f0 3a f0 df a0 35 f0 e5 08 97 f5 e7 f0 9d b5 a1 f0 dd f2 80 b4 8a 9f 7a 08 aa f4 82 f6 a0 8e 77 93 9c 21 75 bc b5 75 0d ff 00 0d 00 ff ff ff ff a0 00 50 00
exact,unknown_control,unknown_control,4da1e2f73485fc56f31a894d05a77aa04ea5f9473ad2190d118f0d8650fb52d4,,1,592,592,0x2000,0x09592005,resource_tail,exact_bytes,identical raw bytes,HIGH,/private/tmp/gr3-ship-analysis.CYee09/DATA_00120000.MDT:0x00535F88,02 03 00 05 26 06 03 10 30 d5 57 0d 00 ff ff ff ff c0 00 50 00 81 0e 00 83 00 86 79 c8 f0 7f 45 f4 be 98 94 b5 08 c9 f3 73 f4 a1 6c f4 da f0 9d 9c bb 9f 7a 46 08 3e f0 da 34 f0 47 97 f5 e7 f0 99 b4 8a 9c 7f bb 08 bb f0 a3 f0 9d 34 f5 96 7e 46 0d ff 00 02 02 05 00 05 00 00 4a 01 41 00 10 30 c8 59 03 00 02 26 06 01 10 30 7d 58 0d 00 ff ff ff ff a0 00 28 00 81 0e 00 83 00 ba 79 21 9d 47 94 b5 c2 08 86 86 a0 6d f5 b1 f0 21 3d f4 80 7e 44 0d ff 00 0d 00 ff ff ff ff a0 00 28 00 42 0e 00 2f 00 cc c6 3b f0 a1 21 75 c2 b0 bc 46 08 7d 95 94 b5 c2 a1 44 0d ff 00 0d 00 ff ff ff ff e0 00 50 00 81 0e 00 83 00 86 95 94 b4 88 08 d2 f3 5b f0 9c 82 9c 95 94 b0 95 92 ba 08 75 c2 9c a0 21 60 f6 7f 80 f0 be 9a f0 b2 ba 79 9c 08 6d f5 b1 f0 8b b5 9f 7a b6 46 0d ff 00 02 03 00 02 26 06 02 10 30 6f 59 0d 00 ff ff ff ff e0 00 50 00 81 0e 00 83 00 93 be 99 b4 21 52 45 53 5f f0 b6 bc b5 75 08 86 8b c2 b0 bc cd f6 85 98 08 ec d5 ec d5 b0 f3 95 98 82 46 08 6c f7 82 8f f2 8a 77 e8 cf 3e f0 47 db 93 21 d3 e4 0d ff 00 0d 00 ff ff ff ff c0 00 50 00 42 0e 00 36 00 75 21 90 be 21 7b f0 7e bd 8f 43 08 99 f2 49 f1 c2 99 92 95 98 88 08 dc f1 2d f1 21 27 f1 94 9c 77 c2 9c bb 08 c3 f0 60 f2 9a 70 f0 c0 bb 9f 7a b4 c2 9c 43 0d ff 00 0d 00 ff ff ff ff e0 00 50 00 81 0e 00 83 00 90 79 46 21 c0 f5 80 eb f1 99 22 f0 d9 34 f0 22 f0 d9 34 f0 08 b6 95 98 92 95 98 21 a1 f2 a1 2b f5 7f 9f 7a 46 08 cd e5 cc c1 bb f2 95 98 21 41 f6 a0 c8 f0 9d 08 bc f2 bc 88 f0 8c a0 7f 97 f5 e7 f0 95 98 b4 c2 93 43 0d ff 00 02 03 00 05 26 06 03 10 30 c7 59 0d 00 ff ff ff ff d0 00 50 00 81 0e 00 83 00 86 86 99 a0 39 f1 da f0 a1 21 b4 79 8c c2 93 08 b4 95 9a a1 f2 c1 c6 f2 82 88 8e bd 6d f5 b1 f0 c1 08 d8 f0 88 9c 82 94 b5 9c 43 08 29 f0 e4 21 c8 f0 7f c8 f2 c2 99 bb 74 46 43 0d ff 00 02 02 02 00 00 00 00 00 00 00
exact,unknown_control,unknown_control,98ef71e7d664372acde89bd28e5032c534b4b51daae7bd00dcbde81e29f25fb8,,1,116,116,0x2000,0x0B3A2007,pre_message,exact_bytes,identical raw bytes,HIGH,/private/tmp/gr3-ship-analysis.CYee09/DATA_00120000.MDT:0x005361DC,06 01 05 00 05 00 00 da 37 20 00 05 00 06 00 00 ea a9 20 00 10 30 0f 5c 03 00 02 27 06 01 10 30 6c 5a 0d 00 ff ff ff ff e0 00 50 00 81 0e 00 84 00 77 b6 74 21 cd da ef 9d a1 68 f4 95 92 9f 43 08 bf f5 82 9c 95 98 08 87 f0 80 89 f1 8a 98 80 94 b5 95 92 ba 43 08 8c 87 77 53 f3 3d f4 8a 98 bd b4 c2 9c 74 46 43 0d ff 00 0d 00 ff ff ff ff 80 00 3c 00
exact,unknown_control,unknown_control,cc6b101ef51b9999cb27677c30568c8ea2ff326c58749f7d02f322fa4c301448,,1,80,80,0x2000,0x0B3A2007,between_messages,exact_bytes,identical raw bytes,HIGH,/private/tmp/gr3-ship-analysis.CYee09/DATA_00120000.MDT:0x00536277,27 06 02 10 30 b5 5b 0d 00 ff ff ff ff d0 00 3c 00 81 0e 00 84 00 b7 f1 69 f1 99 58 f1 95 98 bd 21 75 a0 aa f4 43 08 7d be a0 ab f5 aa f4 9c bb 21 de e4 e1 c6 9d 08 75 c2 9c 53 f3 3d f4 8a 9c 77 9f 41 0d ff 00 0d 00 ff ff ff ff e0 00 50 00
