id,category,sub_category,source_file,inner_file,record_id,scene_id,string_index,original_offset,pointer_offset,jp_raw_hex,jp_text,kr_text,kr_encoded_hex,speaker,control_codes,status,game_verified,translator_note,review_note
ITEM_0011_NAME,ITEM,key_item,GR3.MDZ,GR3.MDT,ITEM_RECORD_0011,,0,0xDA12,0x000EE4,D6 EB A6 C9 E7 CC C4 C9,フライトユニット,플라이트 유닛,84 F7 66 6B D2 20 A8 B7 F7,,[],TRANSLATED,NO,기존 v9 item decode를 재사용; 중앙 hangul_code_map 미배정,
ITEM_0341_DESC,ITEM,armor,GR3.MDZ,GR3.MDT,ITEM_RECORD_0341,,1,0x109A8,0x003830,38 F0 58 F0 32 F0 C3 F0 5F 79 F1 62 60 F0 9C 3D F1 9C 79 81 36 F1 8B F0 6C 9D 87 F0 2A F2,防具／物が多く入り狩りでは重宝する上着,방어구／수납공간이 많아 사냥에 유용한 상의,71 F9 69 9D 32 F0 8B 3B F7 D8 F5 A9 F0 6B 20 C3 F8 70 20 7E 58 F7 7D 20 A8 A7 F6 7A 20 BD 75,,[],TRANSLATED,NO,기존 v9 item decode를 재사용; 중앙 hangul_code_map 미배정,
ITEM_0342_NAME,ITEM,armor,GR3.MDZ,GR3.MDT,ITEM_RECORD_0342,,0,0xE0FA,0x003844,EE B8 27 BA E4 B3 C4 C9,レザージャケット,레더 재킷,8E F8 DD 20 8E F9 E6 F7,,[],TRANSLATED,NO,기존 v9 item decode를 재사용; 중앙 hangul_code_map 미배정,
ITEM_0342_DESC,ITEM,armor,GR3.MDZ,GR3.MDT,ITEM_RECORD_0342,,1,0x109DA,0x003850,38 F0 58 F0 32 F0 7C 93 6A 46 F1 A1 AE F1 74 F1 6A 72 E4 F0 57 87 F0 2A F2,防具／なめし革を加工した軽い上着,방어구／무두질한 가죽으로 만든 가벼운 상의,71 F9 69 9D 32 F0 97 8A 2F F6 7A 20 4A 41 F4 82 79 20 55 CD 20 4A 7B F9 E9 20 BD 75,,[],TRANSLATED,NO,기존 v9 item decode를 재사용; 중앙 hangul_code_map 미배정,
ITEM_0343_NAME,ITEM,armor,GR3.MDZ,GR3.MDT,ITEM_RECORD_0343,,0,0xE103,0x003864,D6 EB A6 C9 BA E4 B3 C4 C9,フライトジャケット,플라이트 재킷,84 F7 66 6B D2 20 8E F9 E6 F7,,[],TRANSLATED,NO,기존 v9 item decode를 재사용; 중앙 hangul_code_map 미배정,
ITEM_0343_DESC,ITEM,armor,GR3.MDZ,GR3.MDT,ITEM_RECORD_0343,,1,0x109FD,0x003870,38 F0 58 F0 32 F0 29 F1 22 F1 8F F3 9C F2 9C 5F 7D F1 E9 F0 6C 9D 79 F3 68 7D 35 F1 57 4E F1,防具／飛行機乗りが愛用する寒さに強い服,방어구／비행기 조종사가 애용하는 방한복,71 F9 69 9D 32 F0 98 A5 6D 20 CE 85 F3 7E 4A 20 4F F9 A7 F6 61 73 20 71 F9 7A D0,,[],TRANSLATED,NO,기존 v9 item decode를 재사용; 중앙 hangul_code_map 미배정,
ITEM_0344_NAME,ITEM,armor,GR3.MDZ,GR3.MDT,ITEM_RECORD_0344,,0,0xE10D,0x003884,DD EF DD EF 80 4E F1,ボロボロの服,너덜너덜한 옷,D3 D9 F7 D3 D9 F7 7A 20 72 F5,,[],TRANSLATED,NO,기존 v9 item decode를 재사용; 중앙 hangul_code_map 미배정,
ITEM_0344_DESC,ITEM,armor,GR3.MDZ,GR3.MDT,ITEM_RECORD_0344,,1,0x10A26,0x003890,38 F0 58 F0 32 F0 C5 B0 D0 B0 73 9B 64 79 81 F0 78 81 57 9B 9E 7C 57,防具／ツギハギだらけで見てはいられない,방어구／누더기투성이여서 차마 보기 힘든 옷,71 F9 69 9D 32 F0 87 F7 DD 6D 64 F2 D6 6B 95 6C 20 61 F7 5C 20 89 6D 20 85 F7 CD 20 72 F5,,[],TRANSLATED,NO,기존 v9 item decode를 재사용; 중앙 hangul_code_map 미배정,
ITEM_0345_NAME,ITEM,armor,GR3.MDZ,GR3.MDT,ITEM_RECORD_0345,,0,0xE115,0x0038A4,E7 F1 8A F4 80 CA EE BB,聖女のドレス,성녀의 드레스,D6 DE 75 20 30 F8 8E F8 BC,,[],TRANSLATED,NO,기존 v9 item decode를 재사용; 중앙 hangul_code_map 미배정,
ITEM_0345_DESC,ITEM,armor,GR3.MDZ,GR3.MDT,ITEM_RECORD_0345,,1,0x10A47,0x0038B0,38 F0 58 F0 32 F0 9B F0 BD F1 B6 F1 57 8A F4 65 F0 5F 2A F2 9D 7A 5F F4 83 F1 59 CA EE BB,防具／気品高い女性が着ると似合うドレス,방어구／품위 높은 여성이 입으면 잘 어울리는 드레스,71 F9 69 9D 32 F0 50 F7 3F F7 20 7B F7 5D 20 95 D6 6B 20 C8 F8 82 80 20 58 F9 20 69 E6 6A 73 20 30 F8 8E F8 BC,,[],TRANSLATED,NO,기존 v9 item decode를 재사용; 중앙 hangul_code_map 미배정,
ITEM_0351_NAME,ITEM,shoes,GR3.MDZ,GR3.MDT,ITEM_RECORD_0351,,0,0xE11E,0x003964,C7 F1 C8 F1 80 B5 F7,精霊の靴,정령의 신발,93 98 F8 75 20 B0 6C F9,,[],TRANSLATED,NO,기존 v9 item decode를 재사용; 중앙 hangul_code_map 미배정,
ITEM_0351_DESC,ITEM,shoes,GR3.MDZ,GR3.MDT,ITEM_RECORD_0351,,1,0x10A89,0x003970,B5 F7 32 F0 55 90 72 80 C7 F1 C8 F1 80 85 F0 5F 7F F4 75 72 B5 F7,靴／あまたの精霊の力が宿った靴,신발／수많은 정령의 힘이 깃든 신발,B0 6C F9 32 F0 8B C3 F8 5D 20 93 98 F8 75 20 85 F7 6B 20 A3 F6 CD 20 B0 6C F9,,[],TRANSLATED,NO,기존 v9 item decode를 재사용; 중앙 hangul_code_map 미배정,
ITEM_0352_NAME,ITEM,shoes,GR3.MDZ,GR3.MDT,ITEM_RECORD_0352,,0,0xE126,0x003984,32 F1 D3 F1 80 B5 F7,武神の靴,무신의 신발,97 B0 75 20 B0 6C F9,,[],TRANSLATED,NO,기존 v9 item decode를 재사용; 중앙 hangul_code_map 미배정,
ITEM_0352_DESC,ITEM,shoes,GR3.MDZ,GR3.MDT,ITEM_RECORD_0352,,1,0x10AC7,0x003990,B5 F7 32 F0 32 F1 D3 F1 80 85 F0 5F 7F F4 75 72 EB F0 57 80 9D F6 80 B5 F7,靴／武神の力が宿った戦いの為の靴,신발／무신의 힘이 깃든 전투용 신발,B0 6C F9 32 F0 97 B0 75 20 85 F7 6B 20 A3 F6 CD 20 BB 64 F2 A7 F6 20 B0 6C F9,,[],TRANSLATED,NO,기존 v9 item decode를 재사용; 중앙 hangul_code_map 미배정,
ITEM_0353_NAME,ITEM,shoes,GR3.MDZ,GR3.MDT,ITEM_RECORD_0353,,0,0xE12E,0x0039A4,5B F2 C6 F1 80 B5 F7,黄金の靴,황금의 신발,BA F4 C7 75 20 B0 6C F9,,[],TRANSLATED,NO,기존 v9 item decode를 재사용; 중앙 hangul_code_map 미배정,
ITEM_0354_NAME,ITEM,shoes,GR3.MDZ,GR3.MDT,ITEM_RECORD_0354,,0,0xE136,0x0039C4,2D F2 85 80 A0 9B 6B,忍びのわらじ,닌자의 짚신,AF F7 81 75 20 9A F6 B0,,[],TRANSLATED,NO,기존 v9 item decode를 재사용; 중앙 hangul_code_map 미배정,
ITEM_0354_DESC,ITEM,shoes,GR3.MDZ,GR3.MDT,ITEM_RECORD_0354,,1,0x10AF7,0x0039D0,B5 F7 32 F0 AD F2 44 F7 7C 55 91 66 91 7D 9A 9C 77 F0 48 F0 5F C0 F1 6E 9D,靴／特殊なあみこみにより足音が消せる,신발／특수한 짜임으로 발소리를 없앨 수 있다,B0 6C F9 32 F0 32 F3 8B 7A 20 B9 F6 C7 F8 82 79 20 6C F9 B4 6A 87 20 91 55 F9 20 8B 20 5E 72,,[],TRANSLATED,NO,기존 v9 item decode를 재사용; 중앙 hangul_code_map 미배정,
ITEM_0355_NAME,ITEM,shoes,GR3.MDZ,GR3.MDT,ITEM_RECORD_0355,,0,0xE13E,0x0039E4,D9 D4 A5 EE B0 EA BB,ヘビィレギンス,헤비 레깅스,E4 F1 98 20 8E F8 A8 F6 BC,,[],TRANSLATED,NO,기존 v9 item decode를 재사용; 중앙 hangul_code_map 미배정,
ITEM_0355_DESC,ITEM,shoes,GR3.MDZ,GR3.MDT,ITEM_RECORD_0355,,1,0x10B28,0x0039F0,B5 F7 32 F0 6F F4 51 F2 36 F1 57 5F 51 F9 60 84 F1 A3 F0 D1 C5 B2 EA,靴／若干重いが履き心地バツグン,신발／조금 무겁지만 착용감은 최고다,B0 6C F9 32 F0 CE C7 20 97 3C F4 6F 55 20 82 F7 A7 F6 33 F2 5D 20 2F F2 43 72,,[],TRANSLATED,NO,기존 v9 item decode를 재사용; 중앙 hangul_code_map 미배정,
ITEM_0356_NAME,ITEM,shoes,GR3.MDZ,GR3.MDT,ITEM_RECORD_0356,,0,0xE146,0x003A04,E0 BB EC ED EE B0 EA BB,ミスリルレギンス,미스릴 레깅스,9C BC B7 F8 20 8E F8 A8 F6 BC,,[],TRANSLATED,NO,기존 v9 item decode를 재사용; 중앙 hangul_code_map 미배정,
ITEM_0356_DESC,ITEM,shoes,GR3.MDZ,GR3.MDT,ITEM_RECORD_0356,,1,0x10B53,0x003A10,B5 F7 32 F0 79 F5 60 F1 7D 5E 5F 96 62 C6 F1 64 F0 79 30 F1 9B 9E 78 57 9D,靴／白色にかがやく金属で作られている,신발／하얗게 빛나는 금속으로 만들어졌다,B0 6C F9 32 F0 61 6F F9 68 20 2B F4 50 73 20 C7 49 F7 82 79 20 55 85 69 91 F2 72,,[],TRANSLATED,NO,기존 v9 item decode를 재사용; 중앙 hangul_code_map 미배정,
ITEM_0357_NAME,ITEM,shoes,GR3.MDZ,GR3.MDT,ITEM_RECORD_0357,,0,0xE14F,0x003A24,B9 ED D1 27 EE B0 EA BB,シルバーレギンス,실버 레깅스,53 F8 B3 20 8E F8 A8 F6 BC,,[],TRANSLATED,NO,기존 v9 item decode를 재사용; 중앙 hangul_code_map 미배정,
ITEM_0357_DESC,ITEM,shoes,GR3.MDZ,GR3.MDT,ITEM_RECORD_0357,,1,0x10B80,0x003A30,B5 F7 32 F0 24 F2 79 30 F1 9B 9E 72 C3 E8 C4 C9 B6 F1 72 F2 7C 58 F0 77 F0,靴／銀で作られたチョット高価な具足,신발／은으로 만든 조금 비싼 갑주 신발,B0 6C F9 32 F0 5D 82 79 20 55 CD 20 CE C7 20 98 71 F8 20 38 F2 A3 20 B0 6C F9,,[],TRANSLATED,NO,기존 v9 item decode를 재사용; 중앙 hangul_code_map 미배정,
ITEM_0358_NAME,ITEM,shoes,GR3.MDZ,GR3.MDT,ITEM_RECORD_0358,,0,0xE158,0x003A44,29 F1 2E F1 80 B5 F7,飛竜の靴,비룡의 신발,98 A5 F8 75 20 B0 6C F9,,[],TRANSLATED,NO,기존 v9 item decode를 재사용; 중앙 hangul_code_map 미배정,
ITEM_0358_DESC,ITEM,shoes,GR3.MDZ,GR3.MDT,ITEM_RECORD_0358,,1,0x10BAB,0x003A50,B5 F7 32 F0 2E F1 54 F1 A1 5C F5 8B 9D 83 F0 80 45 F3 5F D4 F7 9B 9E 72 B5 F7,靴／竜族を統べる長の印が彫られた靴,신발／용족을 다스리는 우두머리의 표식이 새겨진 신발,B0 6C F9 32 F0 A7 F6 AC F2 A1 20 72 BC 6A 73 20 83 8A E0 F8 6A 75 20 21 F7 EB 6B 20 40 F6 B1 F4 C5 20 B0 6C F9,,[],TRANSLATED,NO,기존 v9 item decode를 재사용; 중앙 hangul_code_map 미배정,
ITEM_0359_NAME,ITEM,shoes,GR3.MDZ,GR3.MDT,ITEM_RECORD_0359,,0,0xE160,0x003A64,4C F1 4D F1 86 F1 80 B5 F7,冒険者の靴,모험가의 신발,B2 25 F1 4A 75 20 B0 6C F9,,[],TRANSLATED,NO,기존 v9 item decode를 재사용; 중앙 hangul_code_map 미배정,
ITEM_0359_DESC,ITEM,shoes,GR3.MDZ,GR3.MDT,ITEM_RECORD_0359,,1,0x10BD0,0x003A70,B5 F7 32 F0 4C F1 4D F1 86 F1 5F 97 F5 2A F3 59 F0 5A F0 6C 9D B5 F7,靴／冒険者が標準装備する靴,신발／모험가의 표준 장비인 신발,B0 6C F9 32 F0 B2 25 F1 4A 75 20 21 F7 66 F4 20 86 98 8C 20 B0 6C F9,,[],TRANSLATED,NO,기존 v9 item decode를 재사용; 중앙 hangul_code_map 미배정,
ITEM_0360_NAME,ITEM,shoes,GR3.MDZ,GR3.MDT,ITEM_RECORD_0360,,0,0xE16A,0x003A84,95 F0 B7 F0 80 B5 F7,旅人の靴,여행자의 신발,95 A5 81 75 20 B0 6C F9,,[],TRANSLATED,NO,기존 v9 item decode를 재사용; 중앙 hangul_code_map 미배정,
ITEM_0360_DESC,ITEM,shoes,GR3.MDZ,GR3.MDT,ITEM_RECORD_0360,,1,0x10BF9,0x003A90,B5 F7 32 F0 74 99 75 7A 6A 72 95 F0 7D 81 74 99 59 7B 51 F1 57 B5 F7,靴／ちょっとした旅にはちょうど良い靴,신발／가벼운 여행에 딱 좋은 신발,B0 6C F9 32 F0 4A 7B F9 E9 20 95 A5 7D 20 4F F8 20 BA 5D 20 B0 6C F9,,[],TRANSLATED,NO,기존 v9 item decode를 재사용; 중앙 hangul_code_map 미배정,
ITEM_0361_NAME,ITEM,shoes,GR3.MDZ,GR3.MDT,ITEM_RECORD_0361,,0,0xE172,0x003AA4,EE B8 27 D7 27 C5,レザーブーツ,레더 부츠,8E F8 DD 20 A4 39 F3,,[],TRANSLATED,NO,기존 v9 item decode를 재사용; 중앙 hangul_code_map 미배정,
ITEM_0361_DESC,ITEM,shoes,GR3.MDZ,GR3.MDT,ITEM_RECORD_0361,,1,0x10C22,0x003AB0,B5 F7 32 F0 6E F1 A1 7C 93 6A 78 30 F1 75 72 51 F9 60 96 6C 57 D7 27 C5,靴／皮をなめして作った履きやすいブーツ,신발／가죽을 무두질해 만든 신기 편한 부츠,B0 6C F9 32 F0 4A 41 F4 A1 20 97 8A 2F F6 74 20 55 CD 20 B0 6D 20 7A F6 7A 20 A4 39 F3,,[],TRANSLATED,NO,기존 v9 item decode를 재사용; 중앙 hangul_code_map 미배정,
ITEM_0362_NAME,ITEM,shoes,GR3.MDZ,GR3.MDT,ITEM_RECORD_0362,,0,0xE179,0x003AC4,ED F1 EE F1 80 B5 F7,次元の靴,차원의 신발,61 F7 30 F7 75 20 B0 6C F9,,[],TRANSLATED,NO,기존 v9 item decode를 재사용; 중앙 hangul_code_map 미배정,
ITEM_0362_DESC,ITEM,shoes,GR3.MDZ,GR3.MDT,ITEM_RECORD_0362,,1,0x10C44,0x003AD0,B5 F7 32 F0 ED F1 EE F1 3F F0 38 F6 A1 54 F0 E9 F0 6A 20 F0 27 D8 79 60 9D B5 F7,靴／次元回廊を使用しワープできる靴,신발／차원 회랑을 이용해 순간이동할 수 있는 신발,B0 6C F9 32 F0 61 F7 30 F7 20 CC 7F F8 A1 20 6B A7 F6 74 20 99 F7 A9 F0 6B E7 F7 AD 20 8B 20 5E 73 20 B0 6C F9,,[],TRANSLATED,NO,기존 v9 item decode를 재사용; 중앙 hangul_code_map 미배정,
ITEM_0363_NAME,ITEM,shoes,GR3.MDZ,GR3.MDT,ITEM_RECORD_0363,,0,0xE181,0x003AE4,80 F1 81 F1 82 F1 7C B3 F0 B5 F7,不思議な木靴,신비한 나막신,B0 98 7A 20 50 C0 F8 B0,,[],TRANSLATED,NO,기존 v9 item decode를 재사용; 중앙 hangul_code_map 미배정,
ITEM_0363_DESC,ITEM,shoes,GR3.MDZ,GR3.MDT,ITEM_RECORD_0363,,1,0x10C77,0x003AF0,B5 F7 32 F0 4A F0 85 F0 80 7F F4 75 72 B2 F0 B3 F0 5E 9B C2 F7 9C 68 F0 6A 72 B5 F7,靴／魔力の宿った古木から削り出した靴,신발／마력이 깃든 고목을 깎아 만든 신발,B0 6C F9 32 F0 5C 93 F8 6B 20 A3 F6 CD 20 43 27 F9 A1 20 AC F6 70 20 55 CD 20 B0 6C F9,,[],TRANSLATED,NO,기존 v9 item decode를 재사용; 중앙 hangul_code_map 미배정,
ITEM_0364_NAME,ITEM,shoes,GR3.MDZ,GR3.MDT,ITEM_RECORD_0364,,0,0xE18D,0x003B04,4A F0 D3 F1 80 EB F0 B5 F7,魔神の戦靴,마신의 전투화,5C B0 75 20 BB 64 F2 79 F4,,[],TRANSLATED,NO,기존 v9 item decode를 재사용; 중앙 hangul_code_map 미배정,
ITEM_0364_DESC,ITEM,shoes,GR3.MDZ,GR3.MDT,ITEM_RECORD_0364,,1,0x10CA2,0x003B10,B5 F7 32 F0 4A F0 D3 F1 C9 27 ED 5F 54 F0 E9 F0 6A 72 7A 68 9E 9D B5 F7,靴／魔神トールが使用したとされる靴,신발／마신 토르가 사용했다고 전해지는 신발,B0 6C F9 32 F0 5C B0 20 66 F1 C8 4A 20 7E A7 F6 BF 72 43 20 BB 74 6F 73 20 B0 6C F9,,[],TRANSLATED,NO,기존 v9 item decode를 재사용; 중앙 hangul_code_map 미배정,
ITEM_0365_NAME,ITEM,shoes,GR3.MDZ,GR3.MDT,ITEM_RECORD_0365,,0,0xE197,0x003B24,EB A6 AC EA D7 27 C5,ライオンブーツ,라이온 부츠,66 6B EC F4 20 A4 39 F3,,[],TRANSLATED,NO,기존 v9 item decode를 재사용; 중앙 hangul_code_map 미배정,
ITEM_0365_DESC,ITEM,shoes,GR3.MDZ,GR3.MDT,ITEM_RECORD_0365,,1,0x10CC5,0x003B30,B5 F7 32 F0 7B F1 78 80 7E F4 5F 84 9E 87 6C 85 F0 A1 98 F1 76 D7 27 C5,靴／全ての獣がひれふす力を持つブーツ,신발／모든 짐승이 엎드릴 힘을 지닌 부츠,B0 6C F9 32 F0 B2 CD 20 4B F6 2E F8 6B 20 8D F2 30 F8 B7 F8 20 85 F7 A1 20 6F AF F7 20 A4 39 F3,,[],TRANSLATED,NO,기존 v9 item decode를 재사용; 중앙 hangul_code_map 미배정,
ITEM_0366_NAME,ITEM,shoes,GR3.MDZ,GR3.MDT,ITEM_RECORD_0366,,0,0xE19F,0x003B44,DF C4 D0 D7 27 C5,マッハブーツ,마하 부츠,5C 61 20 A4 39 F3,,[],TRANSLATED,NO,기존 v9 item decode를 재사용; 중앙 hangul_code_map 미배정,
ITEM_0366_DESC,ITEM,shoes,GR3.MDZ,GR3.MDT,ITEM_RECORD_0366,,1,0x10CE8,0x003B50,B5 F7 32 F0 B6 F1 26 F1 45 F0 46 F0 79 3A F0 A1 8D A2 9F 59 6C 9D D7 27 C5,靴／高速移動で敵をほんろうするブーツ,신발／고속 이동으로 적을 농락하는 부츠,B0 6C F9 32 F0 43 49 F7 20 6B E7 F7 82 79 20 41 F0 A1 20 6F F7 7A F8 61 73 20 A4 39 F3,,[],TRANSLATED,NO,기존 v9 item decode를 재사용; 중앙 hangul_code_map 미배정,
ITEM_0367_NAME,ITEM,shoes,GR3.MDZ,GR3.MDT,ITEM_RECORD_0367,,0,0xE1A6,0x003B64,A8 ED D6 D7 27 C5,ウルフブーツ,울프 부츠,E6 6E F7 20 A4 39 F3,,[],TRANSLATED,NO,기존 v9 item decode를 재사용; 중앙 hangul_code_map 미배정,
ITEM_0367_DESC,ITEM,shoes,GR3.MDZ,GR3.MDT,ITEM_RECORD_0367,,1,0x10D0C,0x003B70,B5 F7 32 F0 C8 F8 80 4C F2 5F 7A F0 93 9B 9E 72 D7 27 C5,靴／狼の魂が込められたブーツ,신발／늑대의 영혼이 담긴 부츠,B0 6C F9 32 F0 96 F7 8D 75 20 63 F4 C4 F3 6B 20 CA F7 93 F6 20 A4 39 F3,,[],TRANSLATED,NO,기존 v9 item decode를 재사용; 중앙 hangul_code_map 미배정,
ITEM_0368_NAME,ITEM,shoes,GR3.MDZ,GR3.MDT,ITEM_RECORD_0368,,0,0xE1AD,0x003B84,A8 A5 EA B2 D7 27 C5,ウィングブーツ,윙 부츠,76 F7 20 A4 39 F3,,[],TRANSLATED,NO,기존 v9 item decode를 재사용; 중앙 hangul_code_map 미배정,
ITEM_0368_DESC,ITEM,shoes,GR3.MDZ,GR3.MDT,ITEM_RECORD_0368,,1,0x10D2A,0x003B90,B5 F7 32 F0 4A F0 85 F0 80 7F F4 9D BB F1 6A 57 3B F2 E8 F2 49 F1 60 80 D7 27 C5,靴／魔力の宿る美しい羽根付きのブーツ,신발／마력이 깃든 아름다운 깃털 달린 부츠,B0 6C F9 32 F0 5C 93 F8 6B 20 A3 F6 CD 20 70 B2 F8 72 E9 20 A3 F6 87 F9 20 C9 F7 B6 F8 20 A4 39 F3,,[],TRANSLATED,NO,기존 v9 item decode를 재사용; 중앙 hangul_code_map 미배정,
ITEM_0369_NAME,ITEM,shoes,GR3.MDZ,GR3.MDT,ITEM_RECORD_0369,,0,0xE1B5,0x003BA4,4A F0 4B F0 80 D0 A6 D3 27 ED,魔法のハイヒール,마법의 하이힐,5C 78 F9 75 20 61 6B 70 F7,,[],TRANSLATED,NO,기존 v9 item decode를 재사용; 중앙 hangul_code_map 미배정,
ITEM_0369_DESC,ITEM,shoes,GR3.MDZ,GR3.MDT,ITEM_RECORD_0369,,1,0x10D50,0x003BB0,B5 F7 32 F0 79 F5 4A F0 4B F0 80 D2 F1 A1 55 78 72 D0 A6 D3 27 ED,靴／白魔法の光をあてたハイヒール,신발／백마법의 빛을 쬔 하이힐,B0 6C F9 32 F0 73 F9 5C 78 F9 75 20 2B F4 A1 20 24 F7 20 61 6B 70 F7,,[],TRANSLATED,NO,기존 v9 item decode를 재사용; 중앙 hangul_code_map 미배정,
ITEM_0370_NAME,ITEM,shoes,GR3.MDZ,GR3.MDT,ITEM_RECORD_0370,,0,0xE1C0,0x003BC4,A4 A6 A4 EA EE B0 EA BB,アイアンレギンス,아이언 레깅스,70 6B 8A F9 20 8E F8 A8 F6 BC,,[],TRANSLATED,NO,기존 v9 item decode를 재사용; 중앙 hangul_code_map 미배정,
ITEM_0370_DESC,ITEM,shoes,GR3.MDZ,GR3.MDT,ITEM_RECORD_0370,,1,0x10D70,0x003BD0,B5 F7 32 F0 EA F0 79 30 F1 9B 9E 78 57 9D 58 F0 77 F0,靴／鉄で作られている具足,신발／철로 만든 갑주 신발,B0 6C F9 32 F0 51 F9 79 20 55 CD 20 38 F2 A3 20 B0 6C F9,,[],TRANSLATED,NO,기존 v9 item decode를 재사용; 중앙 hangul_code_map 미배정,
ITEM_0371_NAME,ITEM,shoes,GR3.MDZ,GR3.MDT,ITEM_RECORD_0371,,0,0xE1C9,0x003BE4,B6 E1 83 F0 B5 F7,ゴム長靴,고무장화,43 97 86 79 F4,,[],TRANSLATED,NO,기존 v9 item decode를 재사용; 중앙 hangul_code_map 미배정,
ITEM_0371_DESC,ITEM,shoes,GR3.MDZ,GR3.MDT,ITEM_RECORD_0371,,1,0x10D94,0x003BF0,B5 F7 32 F0 92 9E 9D 5F 47 F1 7A E3 F2 9B F0 A1 38 F0 63 66 7A 5F 61 F3 9A F1,靴／むれるが水と電気を防ぐことが可能,신발／답답하지만 물과 전기를 막을 수 있다,B0 6C F9 32 F0 CB F7 CB F7 61 6F 55 20 EA EC F5 20 BB 6D 87 20 C0 F8 A1 20 8B 20 5E 72,,[],TRANSLATED,NO,기존 v9 item decode를 재사용; 중앙 hangul_code_map 미배정,
ITEM_0372_NAME,ITEM,shoes,GR3.MDZ,GR3.MDT,ITEM_RECORD_0372,,0,0xE1D0,0x003C04,D9 B1 C9 80 B5 F7,ヘクトの靴,헥토의 신발,29 F2 66 F1 75 20 B0 6C F9,,[],TRANSLATED,NO,기존 v9 item decode를 재사용; 중앙 hangul_code_map 미배정,
ITEM_0372_DESC,ITEM,shoes,GR3.MDZ,GR3.MDT,ITEM_RECORD_0372,,1,0x10DCD,0x003C10,B5 F7 32 F0 C7 EB EC A8 E1 79 30 F1 9B 9E 72 5E A0 57 57 B5 F7,靴／テラリウムで作られたかわいい靴,신발／테라리움으로 만든 귀여운 신발,B0 6C F9 32 F0 D8 66 6A E7 F6 82 79 20 55 CD 20 76 F6 95 E9 20 B0 6C F9,,[],TRANSLATED,NO,기존 v9 item decode를 재사용; 중앙 hangul_code_map 미배정,
ITEM_0373_NAME,ITEM,shoes,GR3.MDZ,GR3.MDT,ITEM_RECORD_0373,,0,0xE1D7,0x003C24,E2 F1 E3 F1 80 EB F0 B5 F7,提督の戦靴,제독의 전투화,AA E0 F7 75 20 BB 64 F2 79 F4,,[],TRANSLATED,NO,기존 v9 item decode를 재사용; 중앙 hangul_code_map 미배정,
ITEM_0373_DESC,ITEM,shoes,GR3.MDZ,GR3.MDT,ITEM_RECORD_0373,,1,0x10DF6,0x003C30,B5 F7 32 F0 94 F0 87 F0 79 94 A7 F1 9D BA F0 5F 61 F3 9A F1 7D 7C 9D B5 F7,靴／船上でも走る事が可能になる靴,신발／배 위에서도 달릴 수 있게 해 주는 전투화,B0 6C F9 32 F0 72 F9 20 3F F7 7D 6C 4E 20 C9 F7 B7 F8 20 8B 20 5E 68 20 74 20 A3 73 20 BB 64 F2 79 F4,,[],TRANSLATED,NO,기존 v9 item decode를 재사용; 중앙 hangul_code_map 미배정,
ITEM_0374_NAME,ITEM,shoes,GR3.MDZ,GR3.MDT,ITEM_RECORD_0374,,0,0xE1E1,0x003C44,D1 F3 80 55 57 72 46 F1 B5 F7,穴のあいた革靴,구멍 난 가죽신,9D E5 F8 20 D1 20 4A 41 F4 B0,,[],TRANSLATED,NO,기존 v9 item decode를 재사용; 중앙 hangul_code_map 미배정,
ITEM_0374_DESC,ITEM,shoes,GR3.MDZ,GR3.MDT,ITEM_RECORD_0374,,1,0x10E1A,0x003C50,B5 F7 32 F0 A9 F4 DE F1 80 EB F1 5B F0 7D D1 F3 5F 6E F3 57 78 57 9D B5 F7,靴／親指の部分に穴が開いている靴,신발／엄지발가락 부분에 구멍이 난 신발,B0 6C F9 32 F0 EE F0 6F 6C F9 4A 7A F8 20 A4 CF 7D 20 9D E5 F8 6B 20 D1 20 B0 6C F9,,[],TRANSLATED,NO,기존 v9 item decode를 재사용; 중앙 hangul_code_map 미배정,
ITEM_0375_NAME,ITEM,shoes,GR3.MDZ,GR3.MDT,ITEM_RECORD_0375,,0,0xE1EC,0x003C64,D0 EA C1 27 D7 27 C5,ハンターブーツ,헌터 부츠,21 F1 44 F9 20 A4 39 F3,,[],TRANSLATED,NO,기존 v9 item decode를 재사용; 중앙 hangul_code_map 미배정,
ITEM_0375_DESC,ITEM,shoes,GR3.MDZ,GR3.MDT,ITEM_RECORD_0375,,1,0x10E36,0x003C70,B5 F7 32 F0 3D F1 B7 F0 5F 7D F1 E9 F0 6A 78 57 9D E4 F0 6A F3 7C D7 27 C5,靴／狩人が愛用している軽快なブーツ,신발／사냥꾼이 애용하는 경쾌한 부츠,B0 6C F9 32 F0 7E 58 F7 D6 F6 6B 20 4F F9 A7 F6 61 73 20 D0 F4 B5 F6 7A 20 A4 39 F3,,[],TRANSLATED,NO,기존 v9 item decode를 재사용; 중앙 hangul_code_map 미배정,
ITEM_0376_NAME,ITEM,shoes,GR3.MDZ,GR3.MDT,ITEM_RECORD_0376,,0,0xE1F4,0x003C84,8A F4 D3 F1 80 D0 A6 D3 27 C5,女神のハイヒーツ,여신의 하이힐,95 B0 75 20 61 6B 70 F7,,[],TRANSLATED,NO,기존 v9 item decode를 재사용; 중앙 hangul_code_map 미배정,
