id,category,sub_category,source_file,inner_file,record_id,scene_id,string_index,original_offset,pointer_offset,jp_raw_hex,jp_text,kr_text,kr_encoded_hex,speaker,control_codes,status,game_verified,translator_note,review_note,opcode,command_argument,command_raw_hex,header_record_offset,text_record_offset,end_record_offset,record_offset,record_ordinal,chunk_index,glyph_count,unresolved_glyph_count,speaker_evidence_status,speaker_source
NPC_D1_10214102_R00740000_O42_0029,NPC_DIALOGUE,NPC_DIALOGUE_OPCODE_42,DATA/10214102.MDZ,DATA/10214102.MDT,0x00740000,10214102,28,0x004d6fc3,0x004d6fbe,86 79 b6 95 98 db e7 47 cf c1 08 22 f0 3a f0 9d bc f2 95 84 98 46 08 2b f0 3f f0 3c f0 95 9a 43 09 0e 00 31 00 08 82 78 45 21 79 b3 7a 43 0d ff 00,"こうやってステーキを
パンに乗っけて<G0026>
ペロリっと！<CTRL:09 0E 00 31 00>
く<G0058>〜<G0001>うめ<G005A>！",,UNASSIGNED,ダーナ,"[{""offset"":-5,""raw_hex"":""42 0e 00 36 00"",""kind"":""MESSAGE_HEADER"",""opcode"":66,""argument"":54},{""offset"":10,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":22,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":32,""raw_hex"":""09 0e 00 31 00"",""kind"":""INLINE_09"",""argument"":49},{""offset"":37,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":46,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",UNTRANSLATED,NO,,SUPPORTED dialogue-family candidate: 0x42 0E 00 <argument> + text + 0D FF 00; command is exported separately from the existing 0x02/0x22 scenario table. JP glyph recovery remains incomplete for this row.,0x42,0x0036,42 0e 00 36 00,0x0000473e,0x00004743,0x00004774,0x004d2880,0,8,32,4,SUPPORTED,face_dahna_02
NPC_D1_10214102_R00740000_O42_0030,NPC_DIALOGUE,NPC_DIALOGUE_OPCODE_42,DATA/10214102.MDZ,DATA/10214102.MDT,0x00740000,10214102,29,0x004d7014,0x004d700f,c8 e4 46 21 82 f2 b2 46 08 30 f0 e4 21 67 f1 e4 46 43 0d ff 00,"ウッ<G0026><G0001>頼む<G0026>
ミッ<G0001>水ッ<G0026>！",,UNASSIGNED,ウル,"[{""offset"":-5,""raw_hex"":""42 0e 00 33 00"",""kind"":""MESSAGE_HEADER"",""opcode"":66,""argument"":51},{""offset"":8,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":18,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",UNTRANSLATED,NO,,SUPPORTED dialogue-family candidate: 0x42 0E 00 <argument> + text + 0D FF 00; command is exported separately from the existing 0x02/0x22 scenario table. JP glyph recovery remains incomplete for this row.,0x42,0x0033,42 0e 00 33 00,0x0000478f,0x00004794,0x000047a9,0x004d2880,0,8,14,5,SUPPORTED,face_ull_10
NPC_D1_10214102_R00740000_O42_0031,NPC_DIALOGUE,NPC_DIALOGUE_OPCODE_42,DATA/10214102.MDZ,DATA/10214102.MDT,0x00740000,10214102,30,0x004d7060,0x004d705b,c2 c2 c2 e4 46 21 c2 e4 43 09 0e 00 34 00 08 a8 a1 74 95 43 21 d4 2c f0 e4 21 d4 2c f0 e4 41 09 08 92 21 a9 f4 7e 95 92 46 0d ff 00,"んんんッ<G0026><G0001>んッ！<CTRL:09 0E 00 34 00>
ぶは<G0054>っ！<G0001>ゲホッ<G0001>ゲホッ<G0021><CTRL:09>
た<G0001><G0499>かった<G0026>",,UNASSIGNED,ウル,"[{""offset"":-5,""raw_hex"":""42 0e 00 33 00"",""kind"":""MESSAGE_HEADER"",""opcode"":66,""argument"":51},{""offset"":9,""raw_hex"":""09 0e 00 34 00"",""kind"":""INLINE_09"",""argument"":52},{""offset"":14,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":31,""raw_hex"":""09"",""kind"":""UNKNOWN_CONTROL""},{""offset"":32,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":41,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",UNTRANSLATED,NO,,SUPPORTED dialogue-family candidate: 0x42 0E 00 <argument> + text + 0D FF 00; command is exported separately from the existing 0x02/0x22 scenario table. JP glyph recovery remains incomplete for this row.,0x42,0x0033,42 0e 00 33 00,0x000047db,0x000047e0,0x0000480c,0x004d2880,0,8,30,9,SUPPORTED,face_ull_10
NPC_D1_10214102_R00740000_O42_0032,NPC_DIALOGUE,NPC_DIALOGUE_OPCODE_42,DATA/10214102.MDZ,DATA/10214102.MDT,0x00740000,10214102,31,0x004d70d5,0x004d70d0,75 46 21 75 75 46 08 9d f0 bb f0 99 ed f0 9e 7e 9a a1 f1 95 92 8f 46 08 37 f0 c8 cf 21 75 c2 7f 9a ba 46 08 7d b0 7b a1 6a f2 a0 7f f3 d7 f0 93 8f 46 0d ff 00,"あ<G0026><G0001>ああ<G0026>
本気で死ぬかと思った<G006F><G0026>
ユウキ<G0001>あんがとよ<G0026>
おまえは命の<G039F>人だ<G006F><G0026>",,UNASSIGNED,ウル,"[{""offset"":-5,""raw_hex"":""42 0e 00 33 00"",""kind"":""MESSAGE_HEADER"",""opcode"":66,""argument"":51},{""offset"":6,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":23,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":35,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":50,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",UNTRANSLATED,NO,,SUPPORTED dialogue-family candidate: 0x42 0E 00 <argument> + text + 0D FF 00; command is exported separately from the existing 0x02/0x22 scenario table. JP glyph recovery remains incomplete for this row.,0x42,0x0033,42 0e 00 33 00,0x00004850,0x00004855,0x0000488a,0x004d2880,0,8,39,10,SUPPORTED,face_ull_10
NPC_D1_10214102_R00740000_O42_0033,NPC_DIALOGUE,NPC_DIALOGUE_OPCODE_42,DATA/10214102.MDZ,DATA/10214102.MDT,0x00740000,10214102,32,0x004d7137,0x004d7132,a1 74 46 21 ac f3 9c 7e 95 92 46 08 9d f0 bb f0 99 ed f0 9e 7e 9a a1 f1 95 92 8f 46 08 37 f0 c8 cf 21 75 bc 7f 9a 9c 46 0d ff 00,"は<G0054><G0026><G0001>危なかった<G0026>
本気で死ぬかと思った<G006F><G0026>
ユウキ<G0001>ありがとな<G0026>",,UNASSIGNED,ウル,"[{""offset"":-5,""raw_hex"":""42 0e 00 33 00"",""kind"":""MESSAGE_HEADER"",""opcode"":66,""argument"":51},{""offset"":11,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":28,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":40,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",UNTRANSLATED,NO,,SUPPORTED dialogue-family candidate: 0x42 0E 00 <argument> + text + 0D FF 00; command is exported separately from the existing 0x02/0x22 scenario table. JP glyph recovery remains incomplete for this row.,0x42,0x0033,42 0e 00 33 00,0x000048b2,0x000048b7,0x000048e2,0x004d2880,0,8,32,8,SUPPORTED,face_ull_10
NPC_D1_10214102_R00740000_O42_0034,NPC_DIALOGUE,NPC_DIALOGUE_OPCODE_42,DATA/10214102.MDZ,DATA/10214102.MDT,0x00740000,10214102,33,0x004d7182,0x004d717d,b2 8d 7e 8a 77 86 9a a1 08 c0 7e c2 9c 77 84 9b ba 08 cc c6 3b f0 b4 32 f0 d9 9a 82 f5 8b 82 bb 77 08 99 f2 c1 49 f1 a8 86 9a 7f 3d f4 80 93 8f 43 0d ff 00,"むずかしいことは
わかんないけどよ
オイラもメシと<G0542>じくらい
空を飛ぶことが好きだ<G006F>！",,UNASSIGNED,ウル,"[{""offset"":-5,""raw_hex"":""42 0e 00 30 00"",""kind"":""MESSAGE_HEADER"",""opcode"":66,""argument"":48},{""offset"":8,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":17,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":33,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":49,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",UNTRANSLATED,NO,,SUPPORTED dialogue-family candidate: 0x42 0E 00 <argument> + text + 0D FF 00; command is exported separately from the existing 0x02/0x22 scenario table. JP glyph recovery remains incomplete for this row.,0x42,0x0030,42 0e 00 30 00,0x000048fd,0x00004902,0x00004936,0x004d2880,0,8,40,2,SUPPORTED,face_ull_07
NPC_D1_10214102_R00740000_O42_0035,NPC_DIALOGUE,NPC_DIALOGUE_OPCODE_42,DATA/10214102.MDZ,DATA/10214102.MDT,0x00740000,10214102,34,0x004d71d6,0x004d71d1,cc c6 3b f0 21 49 f1 42 f1 af f3 a0 86 9a 08 82 c0 8a 82 a1 c0 7e c2 9c 77 84 9b 08 d9 21 f0 9a 94 7f 95 98 21 d1 f5 55 f1 8c bc b5 08 81 f0 99 b4 49 f1 ab bd c2 93 bf 44 0d ff 00,"オイラ<G0001>飛行機のこと
くわしくはわかんないけど
シバとちがって<G0001><G0591>強すりゃ
誰でも飛べるんだろ？",,UNASSIGNED,ウル,"[{""offset"":-5,""raw_hex"":""42 0e 00 30 00"",""kind"":""MESSAGE_HEADER"",""opcode"":66,""argument"":48},{""offset"":14,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":27,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":44,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":57,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",UNTRANSLATED,NO,,SUPPORTED dialogue-family candidate: 0x42 0E 00 <argument> + text + 0D FF 00; command is exported separately from the existing 0x02/0x22 scenario table. JP glyph recovery remains incomplete for this row.,0x42,0x0030,42 0e 00 30 00,0x00004951,0x00004956,0x00004992,0x004d2880,0,8,45,3,SUPPORTED,face_ull_07
NPC_D1_10214102_R00740000_O42_0036,NPC_DIALOGUE,NPC_DIALOGUE_OPCODE_42,DATA/10214102.MDZ,DATA/10214102.MDT,0x00740000,10214102,35,0x004d7221,0x004d721c,37 f0 c8 cf 21 96 f2 7b 98 b6 be ba 43 0d ff 00,ユウキ<G0001><G02E6>えてやれよ！,,UNASSIGNED,ウル,"[{""offset"":-5,""raw_hex"":""42 0e 00 30 00"",""kind"":""MESSAGE_HEADER"",""opcode"":66,""argument"":48},{""offset"":13,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",UNTRANSLATED,NO,,SUPPORTED dialogue-family candidate: 0x42 0E 00 <argument> + text + 0D FF 00; command is exported separately from the existing 0x02/0x22 scenario table. JP glyph recovery remains incomplete for this row.,0x42,0x0030,42 0e 00 30 00,0x0000499c,0x000049a1,0x000049b1,0x004d2880,0,8,11,2,SUPPORTED,face_ull_07
NPC_D1_10214102_R00740000_O42_0037,NPC_DIALOGUE,NPC_DIALOGUE_OPCODE_42,DATA/10214102.MDZ,DATA/10214102.MDT,0x00740000,10214102,36,0x004d7251,0x004d724c,a7 74 45 21 9a 9d 7e 82 08 c3 f4 95 92 c3 f4 95 92 43 21 88 8c 7f a0 08 cc c6 3b f0 b4 86 be db f0 a7 f0 a1 c3 f4 7b 9f 7a 43 08 37 f0 c8 cf 21 90 bf 90 bf 42 f1 7e 9f 7a 7e 44 0d ff 00,"ふ<G0054>〜<G0001>とにかく
食った食った！<G0001>さすがの
オイラもこれ<G018B>上は食えね<G005A>！
ユウキ<G0001>そろそろ行かね<G005A>か？",,UNASSIGNED,ウル,"[{""offset"":-5,""raw_hex"":""42 0e 00 2f 00"",""kind"":""MESSAGE_HEADER"",""opcode"":66,""argument"":47},{""offset"":8,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":23,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":42,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":59,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",UNTRANSLATED,NO,,SUPPORTED dialogue-family candidate: 0x42 0E 00 <argument> + text + 0D FF 00; command is exported separately from the existing 0x02/0x22 scenario table. JP glyph recovery remains incomplete for this row.,0x42,0x002f,42 0e 00 2f 00,0x000049cc,0x000049d1,0x00004a0f,0x004d2880,0,8,48,7,SUPPORTED,face_ull_06
NPC_D1_10214102_R00740000_O42_0038,NPC_DIALOGUE,NPC_DIALOGUE_OPCODE_42,DATA/10214102.MDZ,DATA/10214102.MDT,0x00740000,10214102,37,0x004d72d7,0x004d72d2,d4 d4 e4 43 21 2c f0 3a f0 e9 7e ba 46 08 37 f0 c8 cf b4 ea f2 42 f4 08 62 f0 c3 f4 bb 77 9c c2 93 9c 46 0d ff 00,"ゲゲッ！<G0001>ホントかよ<G0026>
ユウキも結構
大食らいなんだな<G0026>",,UNASSIGNED,ダーナ,"[{""offset"":-5,""raw_hex"":""42 0e 00 35 00"",""kind"":""MESSAGE_HEADER"",""opcode"":66,""argument"":53},{""offset"":13,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":23,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":35,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",UNTRANSLATED,NO,,SUPPORTED dialogue-family candidate: 0x42 0E 00 <argument> + text + 0D FF 00; command is exported separately from the existing 0x02/0x22 scenario table. JP glyph recovery remains incomplete for this row.,0x42,0x0035,42 0e 00 35 00,0x00004a52,0x00004a57,0x00004a7d,0x004d2880,0,8,26,3,SUPPORTED,face_dahna_01
NPC_D1_10214102_R00740000_O42_0039,NPC_DIALOGUE,NPC_DIALOGUE_OPCODE_42,DATA/10214102.MDZ,DATA/10214102.MDT,0x00740000,10214102,38,0x004d7330,0x004d732b,ba 8a b5 95 43 08 c4 f5 b4 a7 82 be 92 9a 86 bf 99 08 cc c6 3b f0 a0 32 f4 d3 f3 21 7f f1 2e f2 8a 98 08 88 f0 c4 f2 93 43 0d ff 00,"よしゃっ！
<G0584>もふくれたところで
オイラの故<G03F3><G0001><G01FF>指して
出発だ！",,UNASSIGNED,ダーナ,"[{""offset"":-5,""raw_hex"":""42 0e 00 36 00"",""kind"":""MESSAGE_HEADER"",""opcode"":66,""argument"":54},{""offset"":5,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":17,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":34,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":41,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",UNTRANSLATED,NO,,SUPPORTED dialogue-family candidate: 0x42 0E 00 <argument> + text + 0D FF 00; command is exported separately from the existing 0x02/0x22 scenario table. JP glyph recovery remains incomplete for this row.,0x42,0x0036,42 0e 00 36 00,0x00004aab,0x00004ab0,0x00004adc,0x004d2880,0,8,30,4,SUPPORTED,face_dahna_02
NPC_D1_10214102_R00740000_O42_0040,NPC_DIALOGUE,NPC_DIALOGUE_OPCODE_42,DATA/10214102.MDZ,DATA/10214102.MDT,0x00740000,10214102,39,0x004d738c,0x004d7387,3d f2 a0 7f f1 e5 f0 c3 f0 a1 2a f2 9b f5 7e 46 08 cc c6 3b f0 c6 f2 77 9a 86 08 d9 f0 7d f0 9c c2 93 ba 9c 46 08 bb f0 a3 f1 77 be 98 7e 9f 7a 9a 46 0d ff 00,"次の<G01FF>的地は<G027A><G055B>か<G0026>
オイラ熱いとこ
苦手なんだよな<G0026>
気合いれてかね<G005A>と<G0026>",,UNASSIGNED,ダーナ,"[{""offset"":-5,""raw_hex"":""42 0e 00 38 00"",""kind"":""MESSAGE_HEADER"",""opcode"":66,""argument"":56},{""offset"":16,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":26,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":37,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":50,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",UNTRANSLATED,NO,,SUPPORTED dialogue-family candidate: 0x42 0E 00 <argument> + text + 0D FF 00; command is exported separately from the existing 0x02/0x22 scenario table. JP glyph recovery remains incomplete for this row.,0x42,0x0038,42 0e 00 38 00,0x00004b07,0x00004b0c,0x00004b41,0x004d2880,0,8,35,7,SUPPORTED,face_dahna_04
NPC_D1_10214102_R00740000_O12_0042,NPC_DIALOGUE,NPC_DIALOGUE_OPCODE_12,DATA/10214102.MDZ,DATA/10214102.MDT,0x00740000,10214102,41,0x004d73df,0x004d73da,88 95 21 c3 f4 ab b0 8a b9 43 08 e2 47 eb 88 c2 21 21 f0 d1 3b f0 a0 87 a8 f5 b4 08 7d 77 8a 7e 95 92 84 9b 21 86 86 a0 08 87 a8 f5 93 95 98 c1 f5 84 98 9c 77 99 8c ba 0d ff 00,"さっ<G0001>食べましょ！
ダーナさん<G0001>バクラのご<G0568>も
おいしかったけど<G0001>ここの
ご<G0568>だって負けてないですよ",,UNASSIGNED,アルフィナ,"[{""offset"":-5,""raw_hex"":""12 0e 00 10 00"",""kind"":""MESSAGE_HEADER"",""opcode"":18,""argument"":16},{""offset"":10,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":27,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":40,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":56,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",UNTRANSLATED,NO,,SUPPORTED dialogue-family candidate: 0x12 0E 00 <argument> + text + 0D FF 00; command is exported separately from the existing 0x02/0x22 scenario table. JP glyph recovery remains incomplete for this row.,0x12,0x0010,12 0e 00 10 00,0x00004b5a,0x00004b5f,0x00004b9a,0x004d2880,0,8,47,5,SUPPORTED,face_alfina_05
NPC_D1_10214102_R00740000_O42_0041,NPC_DIALOGUE,NPC_DIALOGUE_OPCODE_42,DATA/10214102.MDZ,DATA/10214102.MDT,0x00740000,10214102,40,0x004d74af,0x004d74aa,d1 e4 43 21 62 f0 c3 f4 77 54 f1 46 f1 a5 f1 a0 08 cc c6 3b f0 c1 77 80 9c bc 08 88 f0 8a 2f f3 82 9a a1 46 21 37 f0 c8 cf 46 08 75 9c 9b be 9c 77 61 f2 93 8f 46 0d ff 00,"クッ！<G0001>大食い<G01D4>速王の
オイラをいきなり
出し<G034F>くとは<G0026><G0001>ユウキ<G0026>
あなどれない男だ<G006F><G0026>",,UNASSIGNED,ダーナ,"[{""offset"":-5,""raw_hex"":""42 0e 00 35 00"",""kind"":""MESSAGE_HEADER"",""opcode"":66,""argument"":53},{""offset"":16,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":26,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":42,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":54,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",UNTRANSLATED,NO,,SUPPORTED dialogue-family candidate: 0x42 0E 00 <argument> + text + 0D FF 00; command is exported separately from the existing 0x02/0x22 scenario table. JP glyph recovery remains incomplete for this row.,0x42,0x0035,42 0e 00 35 00,0x00004c2a,0x00004c2f,0x00004c68,0x004d2880,0,8,41,8,SUPPORTED,face_dahna_01
NPC_D1_10214102_R00740000_O42_0042,NPC_DIALOGUE,NPC_DIALOGUE_OPCODE_42,DATA/10214102.MDZ,DATA/10214102.MDT,0x00740000,10214102,41,0x004d75c0,0x004d75bb,75 75 b1 7b 98 d9 21 f0 b4 08 cc db 93 7e bb 9c 43 08 25 f3 26 f3 a0 9c f3 b3 f2 9d a1 08 bd f3 bb 7b 9c 7e 95 92 c2 93 ba 43 0d ff 00,"ああみえてシバも
オスだからな！
魅惑の感触には
<G03DD>らえなかったんだよ！",,UNASSIGNED,ダーナ,"[{""offset"":-5,""raw_hex"":""42 0e 00 36 00"",""kind"":""MESSAGE_HEADER"",""opcode"":66,""argument"":54},{""offset"":9,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":17,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":29,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":42,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",UNTRANSLATED,NO,,SUPPORTED dialogue-family candidate: 0x42 0E 00 <argument> + text + 0D FF 00; command is exported separately from the existing 0x02/0x22 scenario table. JP glyph recovery remains incomplete for this row.,0x42,0x0036,42 0e 00 36 00,0x00004d3b,0x00004d40,0x00004d6d,0x004d2880,0,8,33,1,SUPPORTED,face_dahna_02
NPC_D1_10214102_R00740000_O42_0043,NPC_DIALOGUE,NPC_DIALOGUE_OPCODE_42,DATA/10214102.MDZ,DATA/10214102.MDT,0x00740000,10214102,42,0x004d762f,0x004d762a,95 f5 dc f2 9d 78 f1 92 bd e2 47 eb a0 46 09 0e 00 31 00 08 b0 95 21 86 95 7e bb 2c f1 a1 37 f0 c8 cf 7f 08 62 f0 d7 f0 a0 8f f3 36 f1 21 a8 f0 95 92 bb 08 96 f2 7b 98 b6 bd ba 43 0d ff 00,"<G0555>中に当たるダーナの<G0026><CTRL:09 0E 00 31 00>
まっ<G0001>こっから先はユウキが
大人の<G03AF><G01B6><G0001>昇ったら
<G02E6>えてやるよ！",,UNASSIGNED,ダーナ,"[{""offset"":-5,""raw_hex"":""42 0e 00 36 00"",""kind"":""MESSAGE_HEADER"",""opcode"":66,""argument"":54},{""offset"":14,""raw_hex"":""09 0e 00 31 00"",""kind"":""INLINE_09"",""argument"":49},{""offset"":19,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":35,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":51,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":60,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",UNTRANSLATED,NO,,SUPPORTED dialogue-family candidate: 0x42 0E 00 <argument> + text + 0D FF 00; command is exported separately from the existing 0x02/0x22 scenario table. JP glyph recovery remains incomplete for this row.,0x42,0x0036,42 0e 00 36 00,0x00004daa,0x00004daf,0x00004dee,0x004d2880,0,8,41,7,SUPPORTED,face_dahna_02
NPC_D1_10214102_R00740000_O52_0003,NPC_DIALOGUE,NPC_DIALOGUE_OPCODE_52,DATA/10214102.MDZ,DATA/10214102.MDT,0x00740000,10214102,2,0x004d7712,0x004d770d,75 bc 7f 9a 79 46 09 08 99 b4 9f 21 ad 9a c2 9b a0 a2 f0 d7 f0 a1 08 ec f1 bb be 98 77 9c 77 86 9a 8c bb 08 5b f1 ed f1 8a 98 9c 77 a0 07 0e 00 3b 00 78 f4 93 95 98 21 86 79 b6 95 98 08 32 f0 3a f0 e8 c5 a0 92 f3 9d 08 84 f1 bd 86 9a 7f 9c 84 be a2 46 0d ff 00,"ありがとう<G0026><CTRL:09>
でもね<G0001>ほとんどの<G0152>人は
知られていないことすら
意識してないの<CTRL:07 0E 00 3B 00><G0468>だって<G0001>こうやって
メンディの<G03B2>に
来ることがなければ<G0026>",,UNASSIGNED,ダーナ,"[{""offset"":-5,""raw_hex"":""52 0e 00 3b 00"",""kind"":""MESSAGE_HEADER"",""opcode"":82,""argument"":59},{""offset"":6,""raw_hex"":""09"",""kind"":""UNKNOWN_CONTROL""},{""offset"":7,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":22,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":35,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":45,""raw_hex"":""07 0e 00 3b 00"",""kind"":""INLINE_07"",""argument"":59},{""offset"":61,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":72,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":84,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",UNTRANSLATED,NO,,SUPPORTED dialogue-family candidate: 0x52 0E 00 <argument> + text + 0D FF 00; command is exported separately from the existing 0x02/0x22 scenario table. JP glyph recovery remains incomplete for this row.,0x52,0x003b,52 0e 00 3b 00,0x00004e8d,0x00004e92,0x00004ee9,0x004d2880,0,8,63,7,SUPPORTED,face_dahna_07
NPC_D1_10214102_R00740000_O12_0043,NPC_DIALOGUE,NPC_DIALOGUE_OPCODE_12,DATA/10214102.MDZ,DATA/10214102.MDT,0x00740000,10214102,42,0x004d7778,0x004d7773,e2 47 eb 88 c2 46 0d ff 00,ダーナさん<G0026>,,UNASSIGNED,アルフィナ,"[{""offset"":-5,""raw_hex"":""12 0e 00 19 00"",""kind"":""MESSAGE_HEADER"",""opcode"":18,""argument"":25},{""offset"":6,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",UNTRANSLATED,NO,,SUPPORTED dialogue-family candidate: 0x12 0E 00 <argument> + text + 0D FF 00; command is exported separately from the existing 0x02/0x22 scenario table. JP glyph recovery remains incomplete for this row.,0x12,0x0019,12 0e 00 19 00,0x00004ef3,0x00004ef8,0x00004f01,0x004d2880,0,8,6,1,SUPPORTED,face_alfina_14
NPC_D1_10214102_R00740000_O12_0044,NPC_DIALOGUE,NPC_DIALOGUE_OPCODE_12,DATA/10214102.MDZ,DATA/10214102.MDT,0x00740000,10214102,43,0x004d785c,0x004d7857,79 c2 21 90 79 93 9f 37 f0 c8 cf 43 0d ff 00,うん<G0001>そうだねユウキ！,,UNASSIGNED,アルフィナ,"[{""offset"":-5,""raw_hex"":""12 0e 00 10 00"",""kind"":""MESSAGE_HEADER"",""opcode"":18,""argument"":16},{""offset"":12,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",UNTRANSLATED,NO,,SUPPORTED dialogue-family candidate: 0x12 0E 00 <argument> + text + 0D FF 00; command is exported separately from the existing 0x02/0x22 scenario table. JP glyph recovery remains incomplete for this row.,0x12,0x0010,12 0e 00 10 00,0x00004fd7,0x00004fdc,0x00004feb,0x004d2880,0,8,11,1,SUPPORTED,face_alfina_05
NPC_D1_10214102_R00740000_O42_0044,NPC_DIALOGUE,NPC_DIALOGUE_OPCODE_42,DATA/10214102.MDZ,DATA/10214102.MDT,0x00740000,10214102,43,0x004d78c5,0x004d78c0,77 b6 21 b0 93 c3 f4 77 97 f0 bc 9f 7a 43 08 7d 79 95 21 42 f1 86 79 8f 43 0d ff 00,"いや<G0001>まだ食い足りね<G005A>！
おうっ<G0001>行こう<G006F>！",,UNASSIGNED,ウル,"[{""offset"":-5,""raw_hex"":""42 0e 00 2f 00"",""kind"":""MESSAGE_HEADER"",""opcode"":66,""argument"":47},{""offset"":14,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":25,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",UNTRANSLATED,NO,,SUPPORTED dialogue-family candidate: 0x42 0E 00 <argument> + text + 0D FF 00; command is exported separately from the existing 0x02/0x22 scenario table. JP glyph recovery remains incomplete for this row.,0x42,0x002f,42 0e 00 2f 00,0x00005040,0x00005045,0x00005061,0x004d2880,0,8,21,4,SUPPORTED,face_ull_06
