glyph_id,raw_bytes,character,confidence,evidence_type,status,notes,occurrences,source_offset
G0628,98 F6,慕,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x61700; bitmap/context,1,0x61700
G062D,9D F6,壮,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x61980; 壮観,5,0x61980
G0634,A4 F6,悲,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x61D00; 悲しみ,1,0x61D00
G063A,AA F6,縁,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: BITMAP+CONTEXT_AGREE; source_offset=0x62000; bitmap top candidate agrees with context-inferred character,1,0x62000
G063D,AD F6,徹,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x62180; 徹夜,2,0x62180
G0642,B2 F6,臨,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: BITMAP+CONTEXT_AGREE; source_offset=0x62400; bitmap top candidate agrees with context-inferred character,2,0x62400
G0644,B4 F6,側,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x62500; bitmap/context,3,0x62500
G0653,C3 F6,刈,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: BITMAP+CONTEXT_AGREE; source_offset=0x62C80; bitmap top candidate agrees with context-inferred character,1,0x62C80
G065A,CA F6,覗,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: BITMAP+CONTEXT_AGREE; source_offset=0x63000; bitmap top candidate agrees with context-inferred character,1,0x63000
G0663,D3 F6,絆,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x63480; bitmap/context,1,0x63480
G0667,D7 F6,開,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x63680; 道を開いた,1,0x63680
G066D,DD F6,懐,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x63980; 懐かしい,1,0x63980
G066F,DF F6,懸,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: BITMAP+CONTEXT_AGREE; source_offset=0x63A80; bitmap top candidate agrees with context-inferred character,2,0x63A80
G0671,E1 F6,墟,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x63B80; 廃墟,1,0x63B80
G0689,29 F7,朴,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: BITMAP+CONTEXT_AGREE; source_offset=0x64780; bitmap top candidate agrees with context-inferred character,1,0x64780
G0690,30 F7,凡,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x64B00; 凡人,1,0x64B00
G0691,31 F7,紫,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x64B80; 紫色,5,0x64B80
G0698,38 F7,魔,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x64F00; 魔力,1,0x64F00
G069A,3A F7,雇,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x65000; 解雇,1,0x65000
G06AA,4A F7,候,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x65800; 居候させとくよな,1,0x65800
G06B2,52 F7,食,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x65C00; 食事,1,0x65C00
G06B5,55 F7,赦,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: BITMAP+CONTEXT_AGREE; source_offset=0x65D80; bitmap top candidate agrees with context-inferred character,1,0x65D80
G06C1,61 F7,核,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x66380; bitmap/context,1,0x66380
G06CD,6D F7,賞,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x66980; 大賞 / 受賞,2,0x66980
G06D0,70 F7,憎,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: BITMAP+CONTEXT_AGREE; source_offset=0x66B00; bitmap top candidate agrees with context-inferred character,3,0x66B00
G06E2,82 F7,孝,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: BITMAP+CONTEXT_AGREE; source_offset=0x67400; bitmap top candidate agrees with context-inferred character,2,0x67400
G06E4,84 F7,舵,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x67500; 舵を固定,2,0x67500
G06E5,85 F7,駄,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: BITMAP+CONTEXT_AGREE; source_offset=0x67580; bitmap top candidate agrees with context-inferred character,1,0x67580
G06E6,86 F7,慌,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: BITMAP+CONTEXT_AGREE; source_offset=0x67600; bitmap top candidate agrees with context-inferred character,1,0x67600
G06EA,8A F7,術,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x67800; 芸術 / 技術,14,0x67800
G06FB,9B F7,濯,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x68080; 洗濯やりなおし,1,0x68080
G06FD,9D F7,託,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: BITMAP+CONTEXT_AGREE; source_offset=0x68180; bitmap top candidate agrees with context-inferred character,3,0x68180
G0700,A0 F7,縛,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: BITMAP+CONTEXT_AGREE; source_offset=0x68300; bitmap top candidate agrees with context-inferred character,1,0x68300
G0706,A6 F7,薄,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x68600; bitmap/context,1,0x68600
G070A,AA F7,酬,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x68800; 報酬,1,0x68800
G071B,BB F7,犯,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: BITMAP+CONTEXT_AGREE; source_offset=0x69080; bitmap top candidate agrees with context-inferred character,5,0x69080
G071C,BC F7,熟,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: BITMAP+CONTEXT_AGREE; source_offset=0x69100; bitmap top candidate agrees with context-inferred character,1,0x69100
G071E,BE F7,幕,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: BITMAP+CONTEXT_AGREE; source_offset=0x69200; bitmap top candidate agrees with context-inferred character,1,0x69200
G0722,C2 F7,雰,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x69400; 雰囲気,1,0x69400
G075C,2C F8,肌,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: BITMAP+CONTEXT_AGREE; source_offset=0x6B100; bitmap top candidate agrees with context-inferred character,1,0x6B100
G0765,35 F8,雅,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: BITMAP+CONTEXT_AGREE; source_offset=0x6B580; bitmap top candidate agrees with context-inferred character,3,0x6B580
G0768,38 F8,補,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x6B700; 補給,1,0x6B700
G076C,3C F8,冑,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: BITMAP+CONTEXT_AGREE; source_offset=0x6B900; bitmap top candidate agrees with context-inferred character,1,0x6B900
G079D,6D F8,眺,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: BITMAP+CONTEXT_AGREE; source_offset=0x6D180; bitmap top candidate agrees with context-inferred character,6,0x6D180
G07A0,70 F8,販,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x6D300; 販売,1,0x6D300
G07A2,72 F8,縦,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x6D400; 操縦; Japanese shinjitai,13,0x6D400
G07CA,9A F8,龍,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x6E800; 龍に誘われた / 龍殺し / 空で龍に会う; bitmap resembles traditional 龍 form,4,0x6E800
G07D7,A7 F8,鍋,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x6EE80; 鍋奉行 / 鍋から手を離す,6,0x6EE80
G0802,D2 F8,渉,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x70400; 交渉,1,0x70400
G0803,D3 F8,玄,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x70480; 玄関,2,0x70480
G0804,D4 F8,丁,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x70500; 包丁,3,0x70500
G0807,D7 F8,肖,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x70680; 肖像画,2,0x70680
G0819,E9 F8,虎,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: BITMAP+CONTEXT_AGREE; source_offset=0x70F80; bitmap top candidate agrees with context-inferred character,1,0x70F80
G0823,23 F9,乙,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: BITMAP+CONTEXT_AGREE; source_offset=0x71480; bitmap top candidate agrees with context-inferred character,1,0x71480
G083D,3D F9,芸,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x72180; 芸術,9,0x72180
G084B,4B F9,反,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x72880; 反対,5,0x72880
G0867,67 F9,偵,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x73680; 探偵 / 名探偵,6,0x73680
G0881,81 F9,名,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x74380; 名作,1,0x74380
G0888,88 F9,需,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x74700; 必需品 / 需要,2,0x74700
G0896,96 F9,像,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x74E00; 金属の像,10,0x74E00
G089A,9A F9,猫,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x75000; bitmap/context,3,0x75000
G08A0,A0 F9,腐,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x75300; bitmap/context,2,0x75300
G08A4,A4 F9,裸,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x75500; 素っ裸,1,0x75500
G08A5,A5 F9,猟,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x75580; 猟師,2,0x75580
G08A8,A8 F9,掟,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x75700; childhood rules quoted as 掟,5,0x75700
