character,unicode,usage_count,categories
벼,U+BCBC,30,BATTLE_CHATTER;ITEM;NPC_DIALOGUE;SCENARIO
벽,U+BCBD,49,FIELD_TABLE;NPC_DIALOGUE;SCENARIO;SKILL_EFFECT
변,U+BCC0,211,BATTLE;BATTLE_CHATTER;ENEMY_ACTION;EQUIPMENT;ITEM;MAGIC;NPC_DIALOGUE;SCENARIO;SKILL;SKILL_EFFECT;STATUS;SYSTEM
별,U+BCC4,159,BATTLE_CHATTER;FIELD_TABLE;ITEM;NPC_DIALOGUE;SCENARIO
볍,U+BCCD,9,NPC_DIALOGUE
병,U+BCD1,62,BATTLE_HELP;ENEMY;ITEM;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO;STATUS;SYSTEM
볕,U+BCD5,3,NPC_DIALOGUE;SCENARIO
보,U+BCF4,2007,BATTLE;BATTLE_CHATTER;BATTLE_HELP;BATTLE_UI;ENEMY;FIELD_TABLE;ITEM;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO;SKILL;SKILL_EFFECT;STATUS;SYSTEM
복,U+BCF5,1517,BATTLE;BATTLE_CHATTER;BATTLE_HELP;ENEMY_ACTION;FIELD_TABLE;ITEM;MAGIC;NPC_DIALOGUE;SCENARIO;SKILL_EFFECT;SYSTEM
볶,U+BCF6,1,NPC_DIALOGUE
본,U+BCF8,326,BATTLE_HELP;ENEMY;ITEM;NPC_DIALOGUE;SCENARIO
볼,U+BCFC,274,BATTLE_HELP;ENEMY_ACTION;ITEM;MAGIC;NPC_DIALOGUE;SCENARIO
봄,U+BD04,9,ITEM;NPC_DIALOGUE
봅,U+BD05,2,BATTLE_HELP;NPC_DIALOGUE
봉,U+BD09,63,FIELD_TABLE;ITEM;MAGIC;NPC_DIALOGUE;SCENARIO;SKILL;SKILL_EFFECT;STATUS;SYSTEM
봐,U+BD10,456,BATTLE_CHATTER;BATTLE_HELP;NPC_DIALOGUE;SCENARIO
봤,U+BD24,118,NPC_DIALOGUE;SCENARIO
봬,U+BD2C,4,NPC_DIALOGUE
뵈,U+BD48,8,NPC_DIALOGUE
뵐,U+BD50,1,NPC_DIALOGUE
뵙,U+BD59,21,NPC_DIALOGUE
부,U+BD80,1266,BATTLE_CHATTER;BATTLE_HELP;ENEMY;ENEMY_ACTION;FIELD_TABLE;ITEM;MAGIC;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO;SKILL;SYSTEM
북,U+BD81,110,EQUIPMENT;FIELD_TABLE;ITEM;NPC_DIALOGUE;SCENARIO;SYSTEM
분,U+BD84,817,BATTLE_CHATTER;BATTLE_HELP;FIELD_TABLE;ITEM;MAGIC;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO;SKILL_EFFECT;SYSTEM
불,U+BD88,362,BATTLE_CHATTER;BATTLE_HELP;ENEMY;EQUIPMENT;ITEM;MAGIC;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO;SKILL;SKILL_EFFECT;STATUS;SYSTEM
붉,U+BD89,32,NPC_DIALOGUE;SCENARIO
붓,U+BD93,11,ITEM;MAGIC;NPC_DIALOGUE;SKILL
붕,U+BD95,38,FIELD_TABLE;NPC_DIALOGUE
붙,U+BD99,89,FIELD_TABLE;ITEM;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO
뷔,U+BDD4,20,NPC_DIALOGUE;SCENARIO
뷰,U+BDF0,7,FIELD_TABLE;NPC_DIALOGUE
브,U+BE0C,105,BATTLE;BATTLE_HELP;BATTLE_UI;ENEMY;ENEMY_ACTION;FIELD_TABLE;ITEM;MAGIC;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO;SKILL
븐,U+BE10,4,ITEM;MAGIC;NPC_DIALOGUE
블,U+BE14,35,ENEMY;ENEMY_ACTION;FIELD_TABLE;ITEM;MAGIC;NPC_DIALOGUE;SCENARIO
비,U+BE44,1635,BATTLE;BATTLE_CHATTER;BATTLE_HELP;BATTLE_UI;ENEMY;ENEMY_ACTION;EQUIPMENT;FIELD;FIELD_RUNTIME;FIELD_TABLE;ITEM;MAGIC;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO;SKILL_EFFECT;STATUS;SYSTEM
빅,U+BE45,1,ENEMY
빈,U+BE48,35,BATTLE_CHATTER;ITEM;NPC_DIALOGUE;SCENARIO;SYSTEM
빌,U+BE4C,65,BATTLE_CHATTER;ENEMY;ITEM;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO;SKILL
빗,U+BE57,6,ENEMY;NPC_DIALOGUE
빙,U+BE59,13,ITEM;NPC_DIALOGUE
빚,U+BE5A,27,NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO
빛,U+BE5B,164,BATTLE_CHATTER;EQUIPMENT;FIELD_TABLE;ITEM;NPC_DIALOGUE;SCENARIO;SKILL;SKILL_EFFECT;STATUS;SYSTEM
빠,U+BE60,358,BATTLE_CHATTER;ITEM;NPC_DIALOGUE;SCENARIO;SKILL;SYSTEM
빡,U+BE61,15,BATTLE_HELP;NPC_DIALOGUE;SCENARIO
빤,U+BE64,11,NPC_DIALOGUE
빨,U+BE68,178,BATTLE_HELP;FIELD_TABLE;NPC_DIALOGUE;SCENARIO
빴,U+BE74,2,BATTLE_CHATTER;NPC_DIALOGUE
빵,U+BE75,129,NPC_DIALOGUE;SCENARIO
빻,U+BE7B,2,SCENARIO
빼,U+BE7C,53,ITEM;MAGIC;NPC_DIALOGUE;SCENARIO;SKILL;SYSTEM
뺏,U+BE8F,2,NPC_DIALOGUE
뺐,U+BE90,1,NPC_DIALOGUE
뻐,U+BED0,39,NPC_DIALOGUE;SCENARIO
뻑,U+BED1,1,SCENARIO
뻔,U+BED4,22,NPC_DIALOGUE;SCENARIO
뻗,U+BED7,3,NPC_DIALOGUE
뻤,U+BEE4,6,NPC_DIALOGUE;SCENARIO
뼈,U+BF08,15,MAGIC;NPC_DIALOGUE
뼛,U+BF1B,2,ITEM;NPC_DIALOGUE
뽑,U+BF51,4,NPC_DIALOGUE
뾰,U+BFB0,2,NPC_DIALOGUE;SCENARIO
뿌,U+BFCC,69,ITEM;MAGIC;NPC_DIALOGUE;SCENARIO
뿍,U+BFCD,10,NPC_DIALOGUE
뿐,U+BFD0,247,BATTLE_CHATTER;BATTLE_HELP;NPC_DIALOGUE;SCENARIO
뿔,U+BFD4,4,NPC_DIALOGUE
뿜,U+BFDC,11,ITEM;NPC_DIALOGUE
쁘,U+C058,67,BATTLE_CHATTER;NPC_DIALOGUE;SCENARIO
쁜,U+C05C,84,NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO
삐,U+C090,16,NPC_DIALOGUE
사,U+C0AC,2638,BATTLE;BATTLE_CHATTER;BATTLE_HELP;ENEMY;ENEMY_ACTION;EQUIPMENT;FIELD;FIELD_RUNTIME;FIELD_TABLE;ITEM;MAGIC;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO;SKILL;STATUS;SYSTEM
삭,U+C0AD,1,NPC_DIALOGUE
삯,U+C0AF,1,NPC_DIALOGUE
산,U+C0B0,172,ENEMY_ACTION;FIELD_TABLE;ITEM;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO
살,U+C0B4,690,BATTLE;BATTLE_CHATTER;BATTLE_HELP;ENEMY_ACTION;ITEM;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO;STATUS;SYSTEM
삶,U+C0B6,10,NPC_DIALOGUE
삼,U+C0BC,47,FIELD_TABLE;ITEM;NPC_DIALOGUE;SCENARIO
샀,U+C0C0,8,NPC_DIALOGUE;SCENARIO
상,U+C0C1,1074,BATTLE;BATTLE_CHATTER;BATTLE_HELP;BATTLE_UI;ENEMY;EQUIPMENT;FIELD_RUNTIME;FIELD_TABLE;ITEM;MAGIC;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO;STATUS;SYSTEM
새,U+C0C8,487,BATTLE_CHATTER;BATTLE_HELP;ENEMY;ENEMY_ACTION;FIELD_TABLE;ITEM;MAGIC;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO;STATUS;SYSTEM
색,U+C0C9,52,ENEMY_ACTION;ITEM;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO
샌,U+C0CC,11,NPC_DIALOGUE
샐,U+C0D0,2,NPC_DIALOGUE;NPC_SPEAKER_NAME
샘,U+C0D8,8,FIELD_TABLE;ITEM;MAGIC;NPC_DIALOGUE;NPC_SPEAKER_NAME
생,U+C0DD,1071,BATTLE_CHATTER;BATTLE_HELP;ENEMY_ACTION;EQUIPMENT;ITEM;MAGIC;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO;SKILL;SYSTEM
샤,U+C0E4,40,ENEMY;ENEMY_ACTION;ITEM;MAGIC;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO
샨,U+C0E8,13,FIELD_TABLE;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO
샷,U+C0F7,2,NPC_DIALOGUE;SKILL
샹,U+C0F9,4,SCENARIO
서,U+C11C,3239,BATTLE_CHATTER;BATTLE_HELP;ENEMY;ENEMY_ACTION;EQUIPMENT;FIELD_TABLE;ITEM;MAGIC;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO;SKILL;STATUS;SYSTEM
석,U+C11D,712,BATTLE;BATTLE_CHATTER;BATTLE_HELP;ENEMY_ACTION;FIELD_TABLE;ITEM;MAGIC;NPC_DIALOGUE;SCENARIO;SKILL;SYSTEM
섞,U+C11E,5,NPC_DIALOGUE
선,U+C120,520,BATTLE;BATTLE_CHATTER;BATTLE_HELP;ENEMY_ACTION;EQUIPMENT;FIELD_TABLE;ITEM;MAGIC;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO;SKILL;STATUS;SYSTEM
설,U+C124,352,BATTLE;BATTLE_HELP;ENEMY_ACTION;FIELD_TABLE;ITEM;NPC_DIALOGUE;SCENARIO;SYSTEM
섬,U+C12C,55,ENEMY_ACTION;FIELD;FIELD_RUNTIME;FIELD_TABLE;ITEM;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO;SKILL;SYSTEM
섭,U+C12D,33,NPC_DIALOGUE;SCENARIO
섯,U+C12F,24,ENEMY;FIELD_TABLE;ITEM;NPC_DIALOGUE;SCENARIO
섰,U+C130,4,NPC_DIALOGUE;SCENARIO
성,U+C131,838,BATTLE;BATTLE_CHATTER;BATTLE_HELP;ENEMY_ACTION;EQUIPMENT;FIELD_TABLE;ITEM;MAGIC;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO;SKILL;SKILL_EFFECT;SYSTEM
세,U+C138,950,BATTLE_CHATTER;ENEMY;ENEMY_ACTION;EQUIPMENT;FIELD_TABLE;ITEM;MAGIC;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO;SKILL;STATUS;SYSTEM
센,U+C13C,20,NPC_DIALOGUE;SCENARIO
셀,U+C140,41,FIELD_TABLE;ITEM;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO
셈,U+C148,21,BATTLE_CHATTER;NPC_DIALOGUE;SCENARIO
셋,U+C14B,714,NPC_DIALOGUE;SCENARIO
셔,U+C154,55,ENEMY_ACTION;NPC_DIALOGUE;SCENARIO
션,U+C158,4,NPC_DIALOGUE
셜,U+C15C,3,BATTLE_HELP;NPC_DIALOGUE
셨,U+C168,148,NPC_DIALOGUE;SCENARIO
셰,U+C170,10,NPC_DIALOGUE
셸,U+C178,16,FIELD_TABLE;ITEM;NPC_DIALOGUE;SCENARIO
소,U+C18C,1201,BATTLE_CHATTER;BATTLE_UI;CHARACTER;ENEMY_ACTION;EQUIPMENT;FIELD_TABLE;ITEM;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO;SKILL_EFFECT;STATUS;SYSTEM
속,U+C18D,624,BATTLE_CHATTER;ENEMY_ACTION;EQUIPMENT;FIELD_TABLE;ITEM;MAGIC;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO;SKILL;SKILL_EFFECT;STATUS;SYSTEM
손,U+C190,300,BATTLE;ITEM;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO;SYSTEM
솔,U+C194,34,ITEM;NPC_DIALOGUE;SCENARIO
솜,U+C19C,12,ITEM;NPC_DIALOGUE;SKILL
솟,U+C19F,26,ITEM;MAGIC;NPC_DIALOGUE;SCENARIO
송,U+C1A1,75,FIELD_TABLE;NPC_DIALOGUE;SCENARIO
쇄,U+C1C4,6,MAGIC;NPC_DIALOGUE;SKILL;SKILL_EFFECT
쇠,U+C1E0,21,FIELD_TABLE;ITEM;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO
쇳,U+C1F3,4,NPC_DIALOGUE
쇼,U+C1FC,17,ENEMY_ACTION;ITEM;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO
숍,U+C20D,4,ITEM;NPC_DIALOGUE;SCENARIO
수,U+C218,1947,BATTLE;BATTLE_CHATTER;BATTLE_HELP;ENEMY;ENEMY_ACTION;EQUIPMENT;FIELD;FIELD_RUNTIME;FIELD_TABLE;ITEM;MAGIC;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO;SKILL_EFFECT;STATUS;SYSTEM
숙,U+C219,165,BATTLE_CHATTER;BATTLE_HELP;FIELD_TABLE;NPC_DIALOGUE;SCENARIO;SYSTEM
순,U+C21C,105,ITEM;NPC_DIALOGUE;SCENARIO
숟,U+C21F,1,NPC_DIALOGUE
술,U+C220,235,BATTLE;BATTLE_CHATTER;BATTLE_HELP;ITEM;MAGIC;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO;SKILL;SYSTEM
숨,U+C228,122,BATTLE_CHATTER;ITEM;NPC_DIALOGUE;SCENARIO
숫,U+C22B,2,NPC_DIALOGUE
숭,U+C22D,9,NPC_DIALOGUE;SCENARIO
숲,U+C232,151,ENEMY;FIELD;FIELD_RUNTIME;FIELD_TABLE;ITEM;MAGIC;NPC_DIALOGUE;SCENARIO;SYSTEM
숴,U+C234,1,NPC_DIALOGUE
쉈,U+C248,3,NPC_DIALOGUE
쉬,U+C26C,122,ITEM;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO
쉰,U+C270,2,NPC_DIALOGUE
쉴,U+C274,14,BATTLE_CHATTER;NPC_DIALOGUE;SCENARIO
쉽,U+C27D,48,NPC_DIALOGUE;SCENARIO
쉿,U+C27F,4,NPC_DIALOGUE;SCENARIO
슈,U+C288,473,ENEMY;ENEMY_ACTION;FIELD_TABLE;ITEM;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO
슛,U+C29B,3,BATTLE_UI;ENEMY_ACTION;SKILL
스,U+C2A4,1200,BATTLE_HELP;BATTLE_UI;ENEMY;ENEMY_ACTION;EQUIPMENT;FIELD;FIELD_RUNTIME;FIELD_TABLE;ITEM;MAGIC;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO;SKILL;STATUS;SYSTEM
슥,U+C2A5,1,NPC_DIALOGUE
슨,U+C2A8,393,BATTLE_CHATTER;BATTLE_HELP;NPC_DIALOGUE;SCENARIO
슬,U+C2AC,312,BATTLE;BATTLE_CHATTER;BATTLE_HELP;ENEMY;ENEMY_ACTION;EQUIPMENT;FIELD_TABLE;ITEM;MAGIC;NPC_DIALOGUE;SCENARIO;SKILL_EFFECT;STATUS;SYSTEM
슭,U+C2AD,2,NPC_DIALOGUE
슴,U+C2B4,46,NPC_DIALOGUE;SCENARIO
습,U+C2B5,588,BATTLE;BATTLE_CHATTER;BATTLE_HELP;EQUIPMENT;NPC_DIALOGUE;SCENARIO;STATUS;SYSTEM
슷,U+C2B7,34,NPC_DIALOGUE;SCENARIO
승,U+C2B9,150,BATTLE_CHATTER;BATTLE_HELP;ENEMY_ACTION;FIELD_RUNTIME;FIELD_TABLE;ITEM;NPC_DIALOGUE;SCENARIO
시,U+C2DC,1987,BATTLE_CHATTER;BATTLE_HELP;ENEMY;ENEMY_ACTION;EQUIPMENT;FIELD_TABLE;ITEM;MAGIC;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO;SKILL;SKILL_EFFECT;STATUS;SYSTEM
식,U+C2DD,658,BATTLE_CHATTER;BATTLE_HELP;ENEMY_ACTION;FIELD_TABLE;ITEM;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO
신,U+C2E0,1261,BATTLE;BATTLE_CHATTER;ENEMY;ENEMY_ACTION;EQUIPMENT;FIELD_RUNTIME;FIELD_TABLE;ITEM;MAGIC;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO;SKILL;SKILL_EFFECT;SYSTEM
싣,U+C2E3,4,NPC_DIALOGUE;SCENARIO
실,U+C2E4,544,BATTLE;BATTLE_CHATTER;BATTLE_HELP;FIELD_TABLE;ITEM;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO;SKILL;SKILL_EFFECT;SYSTEM
싫,U+C2EB,108,BATTLE_CHATTER;NPC_DIALOGUE;SCENARIO
심,U+C2EC,408,BATTLE_CHATTER;BATTLE_HELP;FIELD_TABLE;ITEM;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO
십,U+C2ED,120,BATTLE_CHATTER;ITEM;NPC_DIALOGUE;SCENARIO
싱,U+C2F1,8,NPC_DIALOGUE;SCENARIO;SKILL
싶,U+C2F6,599,BATTLE_CHATTER;NPC_DIALOGUE;SCENARIO
싸,U+C2F8,195,BATTLE_CHATTER;ITEM;MAGIC;NPC_DIALOGUE;SCENARIO;SKILL
싹,U+C2F9,18,NPC_DIALOGUE;SCENARIO
싼,U+C2FC,8,ITEM;MAGIC;NPC_DIALOGUE;SCENARIO
쌀,U+C300,3,NPC_DIALOGUE;SCENARIO
쌈,U+C308,1,ITEM
쌌,U+C30C,1,NPC_DIALOGUE
쌍,U+C30D,38,BATTLE_HELP;ITEM;NPC_DIALOGUE;SCENARIO;SKILL
쌓,U+C313,10,NPC_DIALOGUE
쌩,U+C329,4,NPC_DIALOGUE
써,U+C368,131,BATTLE_CHATTER;BATTLE_HELP;NPC_DIALOGUE;SCENARIO
썩,U+C369,23,NPC_DIALOGUE;SCENARIO
썬,U+C36C,2,ENEMY
썰,U+C370,5,NPC_DIALOGUE;SCENARIO
썼,U+C37C,6,NPC_DIALOGUE;SCENARIO
썽,U+C37D,1,NPC_DIALOGUE
쎄,U+C384,28,NPC_DIALOGUE;SCENARIO
쏘,U+C3D8,3,NPC_DIALOGUE
쏙,U+C3D9,5,NPC_DIALOGUE
쏟,U+C3DF,13,NPC_DIALOGUE
쐬,U+C42C,6,NPC_DIALOGUE
쑤,U+C464,1,NPC_DIALOGUE
쑥,U+C465,9,NPC_DIALOGUE;SCENARIO
쓰,U+C4F0,312,BATTLE_CHATTER;BATTLE_HELP;ITEM;NPC_DIALOGUE;SCENARIO;STATUS;SYSTEM
쓴,U+C4F4,39,ITEM;NPC_DIALOGUE;SCENARIO;SKILL
쓸,U+C4F8,114,BATTLE_CHATTER;BATTLE_HELP;NPC_DIALOGUE;SCENARIO;SYSTEM
씀,U+C500,102,NPC_DIALOGUE
씁,U+C501,12,BATTLE_HELP;NPC_DIALOGUE
씌,U+C50C,1,SCENARIO
씐,U+C510,1,NPC_DIALOGUE
씨,U+C528,852,BATTLE_CHATTER;FIELD_TABLE;ITEM;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO;SKILL
씩,U+C529,13,NPC_DIALOGUE;SCENARIO
씬,U+C52C,34,NPC_DIALOGUE;SCENARIO
씹,U+C539,9,NPC_DIALOGUE;SCENARIO
씻,U+C53B,12,ITEM;MAGIC;NPC_DIALOGUE;SCENARIO
씽,U+C53D,1,NPC_DIALOGUE
아,U+C544,6886,BATTLE;BATTLE_CHATTER;BATTLE_HELP;ENEMY;ENEMY_ACTION;EQUIPMENT;FIELD;FIELD_RUNTIME;FIELD_TABLE;ITEM;MAGIC;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO;SKILL;STATUS;SYSTEM
악,U+C545,165,BATTLE_CHATTER;ENEMY;ENEMY_ACTION;ITEM;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO
안,U+C548,1394,BATTLE_CHATTER;FIELD;FIELD_RUNTIME;FIELD_TABLE;ITEM;MAGIC;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO;SYSTEM
앉,U+C549,28,ITEM;NPC_DIALOGUE;NPC_SPEAKER_NAME
않,U+C54A,1179,BATTLE_CHATTER;BATTLE_HELP;ITEM;NPC_DIALOGUE;SCENARIO;SYSTEM
알,U+C54C,1438,BATTLE_CHATTER;BATTLE_HELP;CHARACTER;ENEMY;FIELD_TABLE;ITEM;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO
앓,U+C553,4,NPC_DIALOGUE;SCENARIO
암,U+C554,17,FIELD_TABLE;ITEM;NPC_DIALOGUE;SCENARIO;SKILL
압,U+C555,31,ITEM;MAGIC;NPC_DIALOGUE;SCENARIO
앗,U+C557,189,ITEM;MAGIC;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO;SKILL
았,U+C558,562,BATTLE_CHATTER;NPC_DIALOGUE;SCENARIO;SYSTEM
앙,U+C559,223,FIELD_TABLE;ITEM;MAGIC;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO
앞,U+C55E,197,BATTLE_CHATTER;ITEM;NPC_DIALOGUE;SCENARIO
애,U+C560,320,BATTLE_CHATTER;ENEMY_ACTION;ITEM;NPC_DIALOGUE;SCENARIO;SYSTEM
액,U+C561,16,EQUIPMENT;FIELD_TABLE;NPC_DIALOGUE;SYSTEM
앤,U+C564,3,NPC_DIALOGUE
앨,U+C568,3,ENEMY;ITEM;NPC_DIALOGUE
앰,U+C570,1,ITEM
앳,U+C573,2,NPC_DIALOGUE
앴,U+C574,1,NPC_DIALOGUE
야,U+C57C,4766,BATTLE_CHATTER;BATTLE_HELP;ENEMY;ENEMY_ACTION;FIELD_TABLE;NPC_DIALOGUE;SCENARIO
약,U+C57D,215,BATTLE;BATTLE_CHATTER;ENEMY_ACTION;FIELD_TABLE;ITEM;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO;SKILL
얀,U+C580,7,FIELD_TABLE;ITEM;NPC_DIALOGUE
얄,U+C584,3,NPC_DIALOGUE
얇,U+C587,2,NPC_DIALOGUE;SCENARIO
얌,U+C58C,24,NPC_DIALOGUE;SCENARIO
얏,U+C58F,2,NPC_DIALOGUE;SCENARIO
양,U+C591,282,ENEMY_ACTION;EQUIPMENT;FIELD_TABLE;ITEM;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO;SYSTEM
얕,U+C595,16,NPC_DIALOGUE
얗,U+C597,3,ITEM
얘,U+C598,226,NPC_DIALOGUE;SCENARIO
어,U+C5B4,6705,BATTLE;BATTLE_CHATTER;BATTLE_HELP;BATTLE_UI;ENEMY;ENEMY_ACTION;EQUIPMENT;FIELD_TABLE;ITEM;MAGIC;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO;SKILL;STATUS;SYSTEM
억,U+C5B5,134,BATTLE_CHATTER;BATTLE_HELP;FIELD_TABLE;NPC_DIALOGUE;SCENARIO
언,U+C5B8,469,BATTLE_HELP;ENEMY;ENEMY_ACTION;ITEM;MAGIC;NPC_DIALOGUE;SCENARIO
얹,U+C5B9,9,NPC_DIALOGUE;SCENARIO
얻,U+C5BB,40,BATTLE_HELP;FIELD_TABLE;ITEM;NPC_DIALOGUE;SCENARIO;STATUS;SYSTEM
얼,U+C5BC,334,BATTLE_CHATTER;BATTLE_HELP;ENEMY;ITEM;MAGIC;NPC_DIALOGUE;SCENARIO
얽,U+C5BD,8,NPC_DIALOGUE
엄,U+C5C4,289,BATTLE_CHATTER;BATTLE_HELP;ITEM;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO
업,U+C5C5,796,BATTLE_HELP;EQUIPMENT;ITEM;MAGIC;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO;STATUS;SYSTEM
없,U+C5C6,1656,BATTLE;BATTLE_CHATTER;BATTLE_HELP;EQUIPMENT;ITEM;NPC_DIALOGUE;SCENARIO;SYSTEM
엇,U+C5C7,51,NPC_DIALOGUE;SCENARIO
었,U+C5C8,1362,BATTLE_CHATTER;ITEM;NPC_DIALOGUE;SCENARIO;SYSTEM
엉,U+C5C9,30,NPC_DIALOGUE;SCENARIO
엌,U+C5CC,3,FIELD_TABLE;NPC_DIALOGUE;SCENARIO
엎,U+C5CE,6,ITEM;NPC_DIALOGUE
에,U+C5D0,4534,BATTLE_CHATTER;BATTLE_HELP;ENEMY;ENEMY_ACTION;EQUIPMENT;ITEM;MAGIC;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO;SKILL;STATUS;SYSTEM
엑,U+C5D1,37,BATTLE_HELP;ENEMY;ITEM;NPC_DIALOGUE;SCENARIO
엔,U+C5D4,332,BATTLE_CHATTER;BATTLE_HELP;FIELD_TABLE;NPC_DIALOGUE;SCENARIO
엘,U+C5D8,1,NPC_DIALOGUE
엠,U+C5E0,6,ENEMY_ACTION;NPC_DIALOGUE;SCENARIO
엣,U+C5E3,19,NPC_DIALOGUE;SCENARIO
엥,U+C5E5,3,NPC_DIALOGUE
여,U+C5EC,1595,BATTLE_CHATTER;BATTLE_HELP;EQUIPMENT;FIELD_TABLE;ITEM;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO;SYSTEM
역,U+C5ED,406,BATTLE_CHATTER;BATTLE_HELP;ITEM;NPC_DIALOGUE;SCENARIO
엮,U+C5EE,8,ITEM;NPC_DIALOGUE
연,U+C5F0,344,BATTLE_UI;FIELD_TABLE;ITEM;MAGIC;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO;SKILL;SYSTEM
열,U+C5F4,205,BATTLE_CHATTER;EQUIPMENT;FIELD_TABLE;ITEM;MAGIC;NPC_DIALOGUE;SCENARIO;SKILL;SYSTEM
염,U+C5FC,14,ENEMY_ACTION;ITEM;NPC_DIALOGUE;SCENARIO
엽,U+C5FD,22,NPC_DIALOGUE;SCENARIO
엾,U+C5FE,8,NPC_DIALOGUE
엿,U+C5FF,4,NPC_DIALOGUE;SCENARIO
였,U+C600,273,ITEM;NPC_DIALOGUE;SCENARIO
영,U+C601,264,ENEMY_ACTION;FIELD_TABLE;ITEM;MAGIC;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO
옆,U+C606,18,FIELD_TABLE;NPC_DIALOGUE;SCENARIO
예,U+C608,414,BATTLE_CHATTER;FIELD_TABLE;ITEM;NPC_DIALOGUE;SCENARIO;SYSTEM
옛,U+C61B,171,NPC_DIALOGUE;SCENARIO
오,U+C624,1627,BATTLE;BATTLE_CHATTER;BATTLE_HELP;ENEMY;ENEMY_ACTION;EQUIPMENT;FIELD_TABLE;ITEM;MAGIC;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO;SKILL;STATUS;SYSTEM
옥,U+C625,54,ENEMY_ACTION;ITEM;MAGIC;NPC_DIALOGUE;SCENARIO
온,U+C628,333,BATTLE_CHATTER;ENEMY;ITEM;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO;SKILL
올,U+C62C,311,BATTLE_CHATTER;BATTLE_HELP;ENEMY;FIELD_TABLE;ITEM;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO;SKILL;STATUS;SYSTEM
옮,U+C62E,19,NPC_DIALOGUE;SCENARIO
옳,U+C633,1,NPC_DIALOGUE
옵,U+C635,2,BATTLE_HELP;NPC_DIALOGUE
