character,unicode,custom_code,original_code,glyph_slot,metric_donor_index,append_ordinal,logical_glyph_index,mapping_status,source
야,U+C57C,0xa357,0x8275,47,85,453,47,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
약,U+C57D,0xa358,0x83ac,2138,85,454,2138,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
얀,U+C580,0xa359,0x8d54,2147,85,455,2147,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
양,U+C591,0xa142,0x8e89,2148,85,456,2148,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
얗,U+C597,0xa35a,0x907e,2159,85,457,2159,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
얘,U+C598,0xa35b,0x9585,2176,85,458,2176,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
어,U+C5B4,0xa143,0x82b4,73,85,459,73,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
억,U+C5B5,0xa35c,0x8d77,2185,85,460,2185,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
언,U+C5B8,0xa35d,0x8285,2186,85,461,2186,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
얻,U+C5BB,0xa144,0x875a,2209,85,462,2209,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
얼,U+C5BC,0xa35e,0x92fa,270,85,463,270,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
엄,U+C5C4,0xa35f,0x928e,414,85,464,414,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
업,U+C5C5,0xa145,0x8372,180,85,465,180,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
없,U+C5C6,0xa146,0x82dd,113,85,466,113,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
엇,U+C5C7,0xa360,0x8a7e,483,85,467,483,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
었,U+C5C8,0xa147,0x82ea,126,85,468,126,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
엉,U+C5C9,0xa361,0x8fd0,591,85,469,591,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
엌,U+C5CC,0xa362,0x8b7e,680,85,470,680,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
엎,U+C5CE,0xa363,0x8fe9,733,85,471,733,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
에,U+C5D0,0xa148,0x82c9,93,85,472,93,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
엑,U+C5D1,0xa364,0x96c2,798,85,473,798,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
여,U+C5EC,0xa149,0x82e1,117,85,474,117,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
역,U+C5ED,0xa365,0x8a52,913,85,475,913,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
엮,U+C5EE,0xa366,0x8ac5,930,85,476,930,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
연,U+C5F0,0xa14a,0x8ac7,931,85,477,931,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
열,U+C5F4,0xa14b,0x8bc1,981,85,478,981,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
염,U+C5FC,0xa367,0x8ceb,1032,85,479,1032,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
였,U+C600,0xa368,0x8e44,1078,85,480,1078,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
영,U+C601,0xa369,0x8eb7,1107,85,481,1107,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
예,U+C608,0xa14c,0x8f54,1131,85,482,1131,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
오,U+C624,0xa14d,0x82dc,112,85,483,112,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
옥,U+C625,0xa36a,0x9054,1174,85,484,1174,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
온,U+C628,0xa36b,0x91ee,1244,85,485,1244,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
올,U+C62C,0xa14e,0x935c,1290,85,486,1290,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
옷,U+C637,0xa36c,0x9471,1330,85,487,1330,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
옻,U+C63B,0xa36d,0x94c9,1351,85,488,1351,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
와,U+C640,0xa14f,0x8368,170,85,489,170,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
완,U+C644,0xa150,0x957c,1375,85,490,1375,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
왔,U+C654,0xa36e,0x9643,1400,85,491,1400,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
왕,U+C655,0xa36f,0x9848,1478,85,492,1478,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
왜,U+C65C,0xa370,0x8f72,1495,85,493,1495,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
왠,U+C660,0xa371,0x81a6,1525,85,494,1525,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
외,U+C678,0xa372,0x97cb,1564,85,495,1564,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
요,U+C694,0xa151,0x8278,50,85,496,50,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
용,U+C6A9,0xa152,0x945a,1591,85,497,1591,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
우,U+C6B0,0xa373,0x82cf,99,85,498,99,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
욱,U+C6B1,0xa374,0xe359,1608,85,499,1608,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
운,U+C6B4,0xa153,0x8388,201,85,500,201,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
울,U+C6B8,0xa375,0x8385,198,85,501,198,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
움,U+C6C0,0xa154,0x8bf2,1655,85,502,1655,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
웅,U+C6C5,0xa376,0x9767,1656,85,503,1656,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
워,U+C6CC,0xa155,0x8dce,1670,85,504,1670,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
원,U+C6D0,0xa156,0x8fa0,1680,85,505,1680,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
월,U+C6D4,0xa157,0x8979,1690,85,506,1690,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
웬,U+C6EC,0xa377,0x897b,1693,85,507,1693,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
위,U+C704,0xa158,0x8fbb,1695,85,508,1695,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
윈,U+C708,0xa378,0x91db,1741,85,509,1741,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
윌,U+C70C,0xa379,0x93a7,1749,85,510,1749,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
윙,U+C719,0xa37a,0x91ea,1750,85,511,1750,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
유,U+C720,0xa159,0x8345,136,85,512,136,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
육,U+C721,0xa37b,0x8f58,1772,85,513,1772,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
윤,U+C724,0xa37c,0x9781,1800,85,514,1800,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
율,U+C728,0xa37d,0x95c3,1802,85,515,1802,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
으,U+C73C,0xa15a,0x82ce,98,85,516,98,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
은,U+C740,0xa15b,0x82a8,61,85,517,61,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
을,U+C744,0xa15c,0x82f0,129,85,518,129,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
음,U+C74C,0xa15d,0x834e,145,85,519,145,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
응,U+C751,0xa37e,0x985a,1909,85,520,1909,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
의,U+C758,0xa15e,0x82c1,85,85,521,85,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
이,U+C774,0xa15f,0x82b6,75,85,522,75,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
익,U+C775,0xa160,0x99ef,1937,85,523,1937,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
인,U+C778,0xa161,0x82d8,108,85,524,108,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
일,U+C77C,0xa162,0x82de,114,85,525,114,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
읽,U+C77D,0xa163,0x90b1,2028,85,526,2028,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
임,U+C784,0xa164,0x9193,2039,85,527,2039,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
입,U+C785,0xa165,0x9854,2040,85,528,2040,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
있,U+C788,0xa166,0x82a9,62,85,529,62,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
잊,U+C78A,0xa380,0x8d50,2057,85,530,2057,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
자,U+C790,0xa167,0x82cd,97,85,531,97,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
작,U+C791,0xa168,0x99e1,2121,85,532,2121,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
잔,U+C794,0xa381,0x83a1,2131,85,533,2131,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
잖,U+C796,0xa382,0x8355,152,85,534,152,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
잘,U+C798,0xa169,0x83a6,2136,85,535,2136,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
잠,U+C7A0,0xa383,0x83b0,2139,85,536,2139,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
잡,U+C7A1,0xa384,0x8195,2141,85,537,2141,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
장,U+C7A5,0xa16a,0x82d2,102,85,538,102,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
재,U+C7AC,0xa385,0x8e4a,2190,85,539,2190,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
저,U+C800,0xa16b,0x82c7,91,85,540,91,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
적,U+C801,0xa16c,0x8fac,241,85,541,241,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
전,U+C804,0xa16d,0x8358,155,85,542,155,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
절,U+C808,0xa386,0x8eeb,445,85,543,445,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
점,U+C810,0xa16e,0x97a0,448,85,544,448,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
접,U+C811,0xa16f,0x91dc,482,85,545,482,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
정,U+C815,0xa170,0x82df,115,85,546,115,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
제,U+C81C,0xa171,0x8347,138,85,547,138,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
젤,U+C824,0xa387,0x94d4,716,85,548,716,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
져,U+C838,0xa388,0x8ee5,734,85,549,734,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
졌,U+C84C,0xa172,0x9580,737,85,550,737,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
조,U+C870,0xa173,0x836c,174,85,551,174,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
족,U+C871,0xa174,0x8e61,764,85,552,764,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
존,U+C874,0xa389,0x8987,775,85,553,775,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
졸,U+C878,0xa38a,0x89ab,893,85,554,893,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
좀,U+C880,0xa38b,0x89bd,896,85,555,896,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
종,U+C885,0xa175,0x8acc,933,85,556,933,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
좇,U+C887,0xa38c,0x8b71,955,85,557,955,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
좋,U+C88B,0xa38d,0x8357,154,85,558,154,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
주,U+C8FC,0xa176,0x8340,131,85,559,131,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
죽,U+C8FD,0xa38e,0x8de7,1073,85,560,1073,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
준,U+C900,0xa38f,0x8ec5,1110,85,561,1110,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
줄,U+C904,0xa390,0x8f47,1126,85,562,1126,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
줌,U+C90C,0xa391,0x90ea,1206,85,563,1206,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
중,U+C911,0xa177,0x91d3,1237,85,564,1237,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
줘,U+C918,0xa392,0x9267,1255,85,565,1255,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
즈,U+C988,0xa393,0x9348,1284,85,566,1284,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
즌,U+C98C,0xa394,0x934b,1285,85,567,1285,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
즐,U+C990,0xa178,0x9363,1292,85,568,1292,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
증,U+C99D,0xa179,0x93a4,1311,85,569,1311,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
지,U+C9C0,0xa17a,0x82ba,79,85,570,79,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
직,U+C9C1,0xa17b,0x9577,1373,85,571,1373,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
진,U+C9C4,0xa17c,0x8363,165,85,572,165,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
질,U+C9C8,0xa17d,0x97e1,1471,85,573,1471,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
짐,U+C9D0,0xa395,0x9150,1499,85,574,1499,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
집,U+C9D1,0xa17e,0x8f8f,1531,85,575,1531,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
짓,U+C9D3,0xa396,0x96ef,1568,85,576,1568,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
징,U+C9D5,0xa397,0xe075,1576,85,577,1576,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
짙,U+C9D9,0xa398,0x89b0,1577,85,578,1577,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
짚,U+C9DA,0xa399,0x9368,1578,85,579,1578,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
짜,U+C9DC,0xa39a,0x8c93,1609,85,580,1609,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
짠,U+C9E0,0xa39b,0x9654,1616,85,581,1616,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
짧,U+C9E7,0xa39c,0x8bcd,1623,85,582,1623,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
짱,U+C9F1,0xa39d,0x8d8b,1625,85,583,1625,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
째,U+C9F8,0xa180,0x8e8a,1651,85,584,1651,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
쩌,U+CA4C,0xa39e,0x8dad,1653,85,585,1653,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
쩔,U+CA54,0xa39f,0x8cd9,1658,85,586,1658,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
쪽,U+CABD,0xa181,0x8949,1663,85,587,1663,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
쬔,U+CB14,0xa3a0,0x8dcc,1668,85,588,1668,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
쭐,U+CB50,0xa3a1,0x8ed5,1692,85,589,1692,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
찌,U+CC0C,0xa3a2,0x8fcd,1703,85,590,1703,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
차,U+CC28,0xa182,0x8c66,1729,85,591,1729,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
착,U+CC29,0xa183,0x8f41,1762,85,592,1762,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
찬,U+CC2C,0xa3a3,0x93ee,1791,85,593,1791,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
찮,U+CC2E,0xa3a4,0x96a6,1804,85,594,1804,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
참,U+CC38,0xa3a5,0x9247,1824,85,595,1824,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
창,U+CC3D,0xa184,0x92a4,1844,85,596,1844,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
찾,U+CC3E,0xa3a6,0x8c4d,1896,85,597,1896,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
채,U+CC44,0xa185,0xe1c1,1945,85,598,1945,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
책,U+CC45,0xa186,0x8f81,1995,85,599,1995,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
처,U+CC98,0xa187,0x90ee,2030,85,600,2030,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
척,U+CC99,0xa3a7,0xe54e,2063,85,601,2063,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
천,U+CC9C,0xa3a8,0xe079,2125,85,602,2125,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
철,U+CCA0,0xa3a9,0x979a,2129,85,603,2129,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
첫,U+CCAB,0xa188,0x9487,2193,85,604,2193,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
청,U+CCAD,0xa3aa,0x8159,2215,85,605,2215,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
체,U+CCB4,0xa189,0x8ab7,259,85,606,259,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
쳇,U+CCC7,0xa3ab,0x8cbb,289,85,607,289,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
쳐,U+CCD0,0xa3ac,0x8b8d,453,85,608,453,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
초,U+CD08,0xa3ad,0x9872,586,85,609,586,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
촌,U+CD0C,0xa18a,0x97ac,631,85,610,631,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
최,U+CD5C,0xa18b,0x91a9,639,85,611,639,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
추,U+CD94,0xa18c,0x8a47,691,85,612,691,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
축,U+CD95,0xa3ae,0x8985,715,85,613,715,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
출,U+CD9C,0xa18d,0x8f6f,280,85,614,280,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
춤,U+CDA4,0xa18e,0x89d8,791,85,615,791,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
충,U+CDA9,0xa3af,0x976e,810,85,616,810,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
춰,U+CDB0,0xa18f,0x8daa,824,85,617,824,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
취,U+CDE8,0xa3b0,0x96f1,853,85,618,853,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
츠,U+CE20,0xa3b1,0x88b3,857,85,619,857,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
치,U+CE58,0xa190,0x88cc,863,85,620,863,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
친,U+CE5C,0xa3b2,0x8968,877,85,621,877,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
칠,U+CE60,0xa3b3,0x89df,904,85,622,904,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
침,U+CE68,0xa3b4,0x8acf,935,85,623,935,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
칭,U+CE6D,0xa3b5,0x8c69,1002,85,624,1002,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
카,U+CE74,0xa191,0x9051,1173,85,625,1173,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
칸,U+CE78,0xa192,0x92bf,1276,85,626,1276,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
칼,U+CE7C,0xa3b6,0x92e2,1281,85,627,1281,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
캐,U+CE90,0xa193,0x9373,1295,85,628,1295,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
캔,U+CE94,0xa3b7,0x939a,1307,85,629,1307,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
캡,U+CEA1,0xa3b8,0x93e0,1318,85,630,1318,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
커,U+CEE4,0xa194,0x94c5,1349,85,631,1349,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
컬,U+CEEC,0xa195,0x9684,1411,85,632,1411,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
컷,U+CEF7,0xa3b9,0x96ac,1420,85,633,1420,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
케,U+CF00,0xa3ba,0x984a,1479,85,634,1479,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
켜,U+CF1C,0xa196,0x9856,1482,85,635,1482,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
코,U+CF54,0xa3bb,0x908f,1534,85,636,1534,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
콘,U+CF58,0xa3bc,0x88a2,1555,85,637,1555,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
콜,U+CF5C,0xa3bd,0x88e4,1589,85,638,1589,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
콤,U+CF64,0xa197,0xe24b,1590,85,639,1590,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
쾌,U+CF8C,0xa3be,0x9641,1605,85,640,1605,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
쿠,U+CFE0,0xa3bf,0x9644,1606,85,641,1606,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
쿨,U+CFE8,0xa198,0x8d80,1619,85,642,1619,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
퀘,U+D018,0xa3c0,0x8ae9,1621,85,643,1621,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
퀸,U+D038,0xa3c1,0x8cdb,1659,85,644,1659,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
퀼,U+D03C,0xa3c2,0x8cdc,1660,85,645,1660,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
큐,U+D050,0xa3c3,0x9086,1682,85,646,1682,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
크,U+D06C,0xa199,0x8eea,1700,85,647,1700,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
큰,U+D070,0xa19a,0x8fca,1701,85,648,1701,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
클,U+D074,0xa19b,0x91a1,1713,85,649,1713,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
큼,U+D07C,0xa3c4,0x91aa,1716,85,650,1716,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
큽,U+D07D,0xa19c,0x93dd,1780,85,651,1780,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
키,U+D0A4,0xa3c5,0x835e,161,85,652,161,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
킨,U+D0A8,0xa3c6,0x979e,1820,85,653,1820,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
킬,U+D0AC,0xa19d,0x8a6b,1842,85,654,1842,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
킷,U+D0B7,0xa3c7,0x8c89,1862,85,655,1862,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
타,U+D0C0,0xa19e,0x95e2,1864,85,656,1864,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
탁,U+D0C1,0xa3c8,0x88ec,1912,85,657,1912,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
탄,U+D0C4,0xa3c9,0x9786,1915,85,658,1915,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
탈,U+D0C8,0xa3ca,0x914d,1916,85,659,1916,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
탓,U+D0D3,0xa3cb,0x9c5c,2003,85,660,2003,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
태,U+D0DC,0xa19f,0x89b3,2051,85,661,2051,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
택,U+D0DD,0xa1a0,0x97eb,2060,85,662,2060,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
터,U+D130,0xa1a1,0xe079,2116,85,663,2116,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
턴,U+D134,0xa3cc,0x839f,2130,85,664,2130,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
털,U+D138,0xa3cd,0x9851,2183,85,665,2183,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
테,U+D14C,0xa1a2,0x8376,184,85,666,184,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
텐,U+D150,0xa3ce,0x81b8,2200,85,667,2200,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
템,U+D15C,0xa1a3,0x8f82,485,85,668,485,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
토,U+D1A0,0xa1a4,0x8a4c,486,85,669,486,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
톤,U+D1A4,0xa3cf,0x8eec,599,85,670,599,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
통,U+D1B5,0xa1a5,0x93ec,677,85,671,677,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
투,U+D22C,0xa1a6,0x93fa,692,85,672,692,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
툼,U+D23C,0xa3d0,0x8e9a,763,85,673,763,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
튀,U+D280,0xa3d1,0x9467,767,85,674,767,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
트,U+D2B8,0xa1a7,0x8370,178,85,675,178,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
특,U+D2B9,0xa3d2,0x9443,850,85,676,850,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
튼,U+D2BC,0xa1a8,0x88c3,859,85,677,859,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
틀,U+D2C0,0xa1a9,0x88c5,861,85,678,861,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
틈,U+D2C8,0xa3d3,0x8b76,958,85,679,958,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
티,U+D2F0,0xa1aa,0x8b99,969,85,680,969,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
틱,U+D2F1,0xa1ab,0x8e73,1090,85,681,1090,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
파,U+D30C,0xa1ac,0x8e81,1095,85,682,1095,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
