glyph_index_hex,applied_character,applied_confidence,applied_evidence,skj_evidence_note,user_draft_character,user_draft_confidence,user_draft_status,top50_character,top50_confidence,decision,occurrence_count
002B,：,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8146 -> G002B; scenario unresolved queue 2 occurrence(s).,:,HIGH,MANUAL_VISUAL_DRAFT,,,SUPPORTED_SKJ_CONFLICT_USER_DRAFT,2
0523,弟,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 92ED -> G0523; scenario unresolved queue 6 occurrence(s).,束,LOW,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_CONFLICT_USER_DRAFT,6
052B,殿,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 9361 -> G052B; scenario unresolved queue 5 occurrence(s).,殿,MEDIUM,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,5
052C,田,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 9363 -> G052C; scenario unresolved queue 1 occurrence(s).,田,HIGH,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,1
052D,賭,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 9371 -> G052D; scenario unresolved queue 1 occurrence(s).,賭,MEDIUM,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,1
0535,冬,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 937E -> G0535; scenario unresolved queue 1 occurrence(s).,冬,LOW,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,1
0536,島,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 9387 -> G0536; scenario unresolved queue 5 occurrence(s).,皐,LOW,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_CONFLICT_USER_DRAFT,5
0540,踏,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 93A5 -> G0540; scenario unresolved queue 7 occurrence(s).,踏,HIGH,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,7
0541,働,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 93AD -> G0541; scenario unresolved queue 1 occurrence(s).,礪,LOW,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_CONFLICT_USER_DRAFT,1
0549,念,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 944F -> G0549; scenario unresolved queue 7 occurrence(s).,念,LOW,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,7
0550,馬,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 946E -> G0550; scenario unresolved queue 4 occurrence(s).,患,LOW,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_CONFLICT_USER_DRAFT,4
0551,廃,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 9470 -> G0551; scenario unresolved queue 2 occurrence(s).,哺,LOW,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_CONFLICT_USER_DRAFT,2
0552,拝,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 9471 -> G0552; scenario unresolved queue 3 occurrence(s).,杆,HIGH,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_CONFLICT_USER_DRAFT,3
0555,背,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 9477 -> G0555; scenario unresolved queue 11 occurrence(s).,宮,MEDIUM,MANUAL_VISUAL_DRAFT,間,높음,SUPPORTED_SKJ_CONFLICT_USER_DRAFT,11
0557,博,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 948E -> G0557; scenario unresolved queue 6 occurrence(s).,博,LOW,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,6
055B,漠,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 9499 -> G055B; scenario unresolved queue 7 occurrence(s).,漠,MEDIUM,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,7
055D,巫,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 9BDE -> G055D; scenario unresolved queue 2 occurrence(s).,巫,HIGH,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,2
0560,畑,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 94A8 -> G0560; scenario unresolved queue 2 occurrence(s).,畑,HIGH,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,2
0562,半,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 94BC -> G0562; scenario unresolved queue 6 occurrence(s).,半,HIGH,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,6
0564,帆,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 94BF -> G0564; scenario unresolved queue 1 occurrence(s).,帆,HIGH,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,1
0565,版,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 94C5 -> G0565; scenario unresolved queue 1 occurrence(s).,版,MEDIUM,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,1
056D,扉,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 94E0 -> G056D; scenario unresolved queue 2 occurrence(s).,尊,LOW,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_CONFLICT_USER_DRAFT,2
0573,鼻,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 9540 -> G0573; scenario unresolved queue 5 occurrence(s).,鼻,LOW,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,5
0574,匹,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 9543 -> G0574; scenario unresolved queue 2 occurrence(s).,區,LOW,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_CONFLICT_USER_DRAFT,2
0579,表,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 955C -> G0579; scenario unresolved queue 4 occurrence(s).,表,HIGH,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,4
0583,福,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 959F -> G0583; scenario unresolved queue 1 occurrence(s).,福,HIGH,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,1
058C,米,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 95C4 -> G058C; scenario unresolved queue 3 occurrence(s).,米,MEDIUM,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,3
058D,壁,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 95C7 -> G058D; scenario unresolved queue 5 occurrence(s).,堅,LOW,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_CONFLICT_USER_DRAFT,5
058F,編,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 95D2 -> G058F; scenario unresolved queue 3 occurrence(s).,蝙,MEDIUM,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_CONFLICT_USER_DRAFT,3
0594,報,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 95F1 -> G0594; scenario unresolved queue 2 occurrence(s).,報,LOW,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,2
059A,豊,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 964C -> G059A; scenario unresolved queue 5 occurrence(s).,豊,HIGH,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,5
059F,望,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 965D -> G059F; scenario unresolved queue 14 occurrence(s).,望,HIGH,MANUAL_VISUAL_DRAFT,壁,높음,SUPPORTED_SKJ_AGREES_USER_DRAFT,14
05A0,北,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 966B -> G05A0; scenario unresolved queue 2 occurrence(s).,北,HIGH,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,2
05A4,妹,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 9685 -> G05A4; scenario unresolved queue 1 occurrence(s).,妹,MEDIUM,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,1
05AB,密,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 96A7 -> G05AB; scenario unresolved queue 2 occurrence(s).,密,LOW,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,2
05B0,迷,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 96C0 -> G05B0; scenario unresolved queue 7 occurrence(s).,迷,MEDIUM,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,7
05B2,黙,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 96D9 -> G05B2; scenario unresolved queue 3 occurrence(s).,黙,MEDIUM,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,3
05B4,問,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 96E2 -> G05B4; scenario unresolved queue 8 occurrence(s).,問,LOW,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,8
05B6,夜,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 96E9 -> G05B6; scenario unresolved queue 13 occurrence(s).,夜,HIGH,MANUAL_VISUAL_DRAFT,反,높음,SUPPORTED_SKJ_AGREES_USER_DRAFT,13
05B7,野,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 96EC -> G05B7; scenario unresolved queue 9 occurrence(s).,野,HIGH,MANUAL_VISUAL_DRAFT,聴?,낮음,SUPPORTED_SKJ_AGREES_USER_DRAFT,9
05B8,訳,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 96F3 -> G05B8; scenario unresolved queue 2 occurrence(s).,訴,LOW,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_CONFLICT_USER_DRAFT,2
05BF,裕,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 9754 -> G05BF; scenario unresolved queue 1 occurrence(s).,裕,LOW,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,1
05C1,郵,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 9758 -> G05C1; scenario unresolved queue 5 occurrence(s).,郵,HIGH,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,5
05C3,夕,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 975B -> G05C3; scenario unresolved queue 2 occurrence(s).,夕,MEDIUM,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,2
05C5,余,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 975D -> G05C5; scenario unresolved queue 4 occurrence(s).,余,LOW,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,4
05C7,幼,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 9763 -> G05C7; scenario unresolved queue 1 occurrence(s).,劾,MEDIUM,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_CONFLICT_USER_DRAFT,1
05D2,覧,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 9797 -> G05D2; scenario unresolved queue 2 occurrence(s).,覧,MEDIUM,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,2
05D6,留,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 97AF -> G05D6; scenario unresolved queue 5 occurrence(s).,蛮,LOW,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_CONFLICT_USER_DRAFT,5
05DF,例,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 97E1 -> G05DF; scenario unresolved queue 4 occurrence(s).,例,MEDIUM,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,4
05E5,練,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 97FB -> G05E5; scenario unresolved queue 1 occurrence(s).,練,HIGH,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,1
05F0,俺,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 89B4 -> G05F0; scenario unresolved queue 2 occurrence(s).,俺,MEDIUM,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,2
05F1,浄,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8FF2 -> G05F1; scenario unresolved queue 1 occurrence(s).,浄,LOW,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,1
05F2,疑,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8B5E -> G05F2; scenario unresolved queue 1 occurrence(s).,疑,MEDIUM,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,1
05FB,善,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 9150 -> G05FB; scenario unresolved queue 1 occurrence(s).,善,HIGH,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,1
0607,策,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8DF4 -> G0607; scenario unresolved queue 1 occurrence(s).,策,HIGH,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,1
060A,脅,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8BBA -> G060A; scenario unresolved queue 1 occurrence(s).,脅,MEDIUM,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,1
060C,奉,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 95F2 -> G060C; scenario unresolved queue 5 occurrence(s).,奉,LOW,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,5
0612,房,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 965B -> G0612; scenario unresolved queue 2 occurrence(s).,戻,LOW,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_CONFLICT_USER_DRAFT,2
0614,巣,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 9183 -> G0614; scenario unresolved queue 1 occurrence(s).,巣,HIGH,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,1
0618,勤,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8BCE -> G0618; scenario unresolved queue 2 occurrence(s).,勤,MEDIUM,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,2
061A,嘘,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8952 -> G061A; scenario unresolved queue 1 occurrence(s).,墟,MEDIUM,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_CONFLICT_USER_DRAFT,1
0628,慕,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 95E7 -> G0628; scenario unresolved queue 1 occurrence(s).,幕,MEDIUM,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_CONFLICT_USER_DRAFT,1
062D,壮,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 9173 -> G062D; scenario unresolved queue 5 occurrence(s).,壮,MEDIUM,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,5
0634,哀,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 88A3 -> G0634; scenario unresolved queue 1 occurrence(s).,哀,MEDIUM,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,1
063A,縁,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 898F -> G063A; scenario unresolved queue 1 occurrence(s).,縁,MEDIUM,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,1
063D,徹,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 934F -> G063D; scenario unresolved queue 2 occurrence(s).,撤,MEDIUM,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_CONFLICT_USER_DRAFT,2
0642,臨,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 97D5 -> G0642; scenario unresolved queue 2 occurrence(s).,臨,HIGH,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,2
0644,隣,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 97D7 -> G0644; scenario unresolved queue 3 occurrence(s).,隣,MEDIUM,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,3
0653,刈,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8AA0 -> G0653; scenario unresolved queue 1 occurrence(s).,刈,MEDIUM,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,1
065A,覗,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 9460 -> G065A; scenario unresolved queue 1 occurrence(s).,覗,HIGH,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,1
0663,絆,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 E34A -> G0663; scenario unresolved queue 1 occurrence(s).,絆,LOW,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,1
0667,貫,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8AD1 -> G0667; scenario unresolved queue 1 occurrence(s).,晨,MEDIUM,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_CONFLICT_USER_DRAFT,1
066D,懐,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 89F9 -> G066D; scenario unresolved queue 1 occurrence(s).,懷,MEDIUM,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_CONFLICT_USER_DRAFT,1
066F,懸,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8C9C -> G066F; scenario unresolved queue 2 occurrence(s).,懸,LOW,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,2
0671,墟,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 9AD0 -> G0671; scenario unresolved queue 1 occurrence(s).,墟,LOW,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,1
0689,朴,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 9670 -> G0689; scenario unresolved queue 1 occurrence(s).,朴,LOW,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,1
0690,凡,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 967D -> G0690; scenario unresolved queue 1 occurrence(s).,凡,HIGH,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,1
0691,紫,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8E87 -> G0691; scenario unresolved queue 5 occurrence(s).,紫,MEDIUM,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,5
0698,揚,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 9767 -> G0698; scenario unresolved queue 1 occurrence(s).,榻,MEDIUM,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_CONFLICT_USER_DRAFT,1
069A,雇,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8CD9 -> G069A; scenario unresolved queue 1 occurrence(s).,鏖,LOW,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_CONFLICT_USER_DRAFT,1
06AA,候,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8CF3 -> G06AA; scenario unresolved queue 1 occurrence(s).,候,HIGH,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,1
06B2,炊,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 9086 -> G06B2; scenario unresolved queue 1 occurrence(s).,炊,MEDIUM,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,1
06B5,赦,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8ECD -> G06B5; scenario unresolved queue 1 occurrence(s).,赦,MEDIUM,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,1
06C1,核,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8A6A -> G06C1; scenario unresolved queue 1 occurrence(s).,核,MEDIUM,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,1
06CD,賞,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8FDC -> G06CD; scenario unresolved queue 2 occurrence(s).,嘗,LOW,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_CONFLICT_USER_DRAFT,2
06D0,憎,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 919E -> G06D0; scenario unresolved queue 3 occurrence(s).,憎,LOW,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,3
06E2,孝,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8D46 -> G06E2; scenario unresolved queue 2 occurrence(s).,孝,MEDIUM,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,2
06E4,舵,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 91C7 -> G06E4; scenario unresolved queue 2 occurrence(s).,眩,LOW,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_CONFLICT_USER_DRAFT,2
06E5,駄,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 91CA -> G06E5; scenario unresolved queue 1 occurrence(s).,駄,HIGH,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,1
06E6,慌,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8D51 -> G06E6; scenario unresolved queue 1 occurrence(s).,慌,MEDIUM,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,1
06EA,芸,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8C7C -> G06EA; scenario unresolved queue 14 occurrence(s).,共,HIGH,MANUAL_VISUAL_DRAFT,岩,높음,SUPPORTED_SKJ_CONFLICT_USER_DRAFT,14
06FB,濯,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 91F3 -> G06FB; scenario unresolved queue 1 occurrence(s).,曜,LOW,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_CONFLICT_USER_DRAFT,1
06FD,託,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 91F5 -> G06FD; scenario unresolved queue 3 occurrence(s).,託,LOW,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,3
0700,縛,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 949B -> G0700; scenario unresolved queue 1 occurrence(s).,縛,LOW,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,1
0706,四,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8E6C -> G0706; scenario unresolved queue 1 occurrence(s).,四,LOW,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,1
070A,酬,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8F56 -> G070A; scenario unresolved queue 1 occurrence(s).,酬,LOW,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,1
071B,犯,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 94C6 -> G071B; scenario unresolved queue 5 occurrence(s).,犯,MEDIUM,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,5
071C,熟,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8F6E -> G071C; scenario unresolved queue 1 occurrence(s).,熟,LOW,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,1
071E,幕,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 968B -> G071E; scenario unresolved queue 1 occurrence(s).,幕,HIGH,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,1
0722,雰,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 95B5 -> G0722; scenario unresolved queue 1 occurrence(s).,霊,LOW,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_CONFLICT_USER_DRAFT,1
075C,肌,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 94A7 -> G075C; scenario unresolved queue 1 occurrence(s).,肌,MEDIUM,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,1
0765,雅,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 89EB -> G0765; scenario unresolved queue 3 occurrence(s).,雅,MEDIUM,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,3
0768,補,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 95E2 -> G0768; scenario unresolved queue 1 occurrence(s).,埔,LOW,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_CONFLICT_USER_DRAFT,1
076C,冑,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 9968 -> G076C; scenario unresolved queue 1 occurrence(s).,冑,MEDIUM,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,1
079D,眺,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 92AD -> G079D; scenario unresolved queue 6 occurrence(s).,眺,MEDIUM,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,6
07A0,販,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 94CC -> G07A0; scenario unresolved queue 1 occurrence(s).,版,MEDIUM,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_CONFLICT_USER_DRAFT,1
