glyph_id,raw_bytes,occurrences,font_page,slot,recognized_char,grade,evidence,best_candidate_if_review,best_candidate_conf,ocr_alternatives,image_path,status_original
G04B8,C8 F4,35,F4,0x0498,申,HIGH,jpn psm13 90.5,,,"申(93,nearest_jpn_10)",glyph_G04B8.png,UNRESOLVED_UNICODE
G04BA,CA F4,6,F4,0x049A,診,HIGH,jpn psm13 92.8,,,"診(93,nearest_jpn_13)",glyph_G04BA.png,UNRESOLVED_UNICODE
G04BC,CC F4,31,F4,0x049C,図,HIGH,"3 OCR votes, max 89.3",,,"図(89,smooth_jpn_10); に(87,nearest_jpn_10)",glyph_G04BC.png,UNRESOLVED_UNICODE
G04BD,CD F4,6,F4,0x049D,推,HIGH,jpn psm13 92.3,,,"推(92,nearest_jpn_13)",glyph_G04BD.png,UNRESOLVED_UNICODE
G04BF,CF F4,42,F4,0x049F,酔,HIGH,jpn psm13 91.6,,,"酔(92,nearest_jpn_13); 本(67,nearest_jpn_10); ョ(12,smooth_jpn_10)",glyph_G04BF.png,UNRESOLVED_UNICODE
G04C2,D2 F4,18,F4,0x04A2,勢,MEDIUM,"2 OCR votes, avg 57.5",,,"勢(68,nearest_jpn_10); か(0,smooth_jpn_10); 本(0,threshold_jpn_10)",glyph_G04C2.png,UNRESOLVED_UNICODE
G04C5,D5 F4,11,F4,0x04A5,お,MEDIUM,"2 OCR votes, avg 44.0",,,"お(52,smooth_jpn_10); 刺(0,nearest_jpn_13)",glyph_G04C5.png,UNRESOLVED_UNICODE
G04C7,D7 F4,9,F4,0x04A7,牲,HIGH,"2 OCR votes, max 80.8",,,"牲(81,nearest_jpn_13); 牧(68,smooth_jpn_10); 性(56,threshold_jpn_10)",glyph_G04C7.png,UNRESOLVED_UNICODE
G04C8,D8 F4,18,F4,0x04A8,,REVIEW,,盛,22.7,"盛(23,nearest_jpn_13); 器(0,smooth_jpn_10)",glyph_G04C8.png,UNRESOLVED_UNICODE
G04C9,D9 F4,16,F4,0x04A9,西,HIGH,jpn psm13 90.8,,,"西(91,nearest_jpn_13)",glyph_G04C9.png,UNRESOLVED_UNICODE
G04CA,DA F4,10,F4,0x04AA,匠,VISUAL_HIGH,glyph image manually checked,,,"匠(0,nearest_jpn_13); 音(0,nearest_jpn_10); 普(0,smooth_jpn_10); 碧(0,threshold_jpn_10); 災(0,nearest_Japanese_10)",glyph_G04CA.png,UNRESOLVED_UNICODE
G04CD,DD F4,5,F4,0x04AD,恒,HIGH,"3 OCR votes, max 89.6",,,"恒(90,threshold_jpn_10); 情(62,nearest_jpn_13); 憶(61,nearest_Japanese_10)",glyph_G04CD.png,UNRESOLVED_UNICODE
G04CE,DE F4,174,F4,0x04AE,百,MEDIUM,"2 OCR votes, avg 15.9",,,"百(32,smooth_jpn_10); 苗(26,nearest_Japanese_10); 昔(23,nearest_jpn_13); 理(0,threshold_jpn_10)",glyph_G04CE.png,UNRESOLVED_UNICODE
G04CF,DF F4,10,F4,0x04AF,積,HIGH,jpn psm13 90.5,,,"積(91,nearest_jpn_13); 柄(87,threshold_jpn_10); 策(0,smooth_jpn_10)",glyph_G04CF.png,UNRESOLVED_UNICODE
G04D0,E0 F4,33,F4,0x04B0,責,HIGH,jpn psm13 92.1,,,"責(92,nearest_jpn_13); 貢(62,smooth_jpn_10); 青(58,threshold_jpn_10)",glyph_G04D0.png,UNRESOLVED_UNICODE
G04D1,E1 F4,12,F4,0x04B1,設,HIGH,jpn psm13 91.9,,,"設(92,nearest_jpn_13); 訂(0,nearest_jpn_10); 調(0,smooth_jpn_10); ョ(0,threshold_jpn_10)",glyph_G04D1.png,UNRESOLVED_UNICODE
G04D3,E3 F4,8,F4,0x04B3,舌,HIGH,jpn psm13 92.1,,,"古(93,nearest_jpn_10); 舌(92,nearest_jpn_13)",glyph_G04D3.png,UNRESOLVED_UNICODE
G04D5,E5 F4,3,F4,0x04B5,宣,HIGH,jpn psm13 91.2,,,"宣(91,nearest_jpn_13); 」(85,threshold_jpn_10)",glyph_G04D5.png,UNRESOLVED_UNICODE
G04D8,E8 F4,26,F4,0x04B8,洗,HIGH,jpn psm13 91.8,,,"洗(92,nearest_jpn_13); 流(0,nearest_Japanese_10)",glyph_G04D8.png,UNRESOLVED_UNICODE
G04D9,E9 F4,8,F4,0x04B9,業,VISUAL_HIGH,glyph image manually checked,,,"に(49,nearest_Japanese_10); 業(6,nearest_jpn_13); 難(0,threshold_jpn_10)",glyph_G04D9.png,UNRESOLVED_UNICODE
G04DD,ED F4,16,F4,0x04BD,信,MEDIUM,"2 OCR votes, avg 32.3",,,"信(65,nearest_jpn_10); 僧(65,nearest_jpn_13); 個(0,threshold_jpn_10); 慢(0,nearest_Japanese_10)",glyph_G04DD.png,UNRESOLVED_UNICODE
G04DE,EE F4,8,F4,0x04BE,創,MEDIUM,jpn psm13 72.4,,,"削(91,threshold_jpn_10); 創(72,nearest_jpn_13); 選(29,nearest_Japanese_10)",glyph_G04DE.png,UNRESOLVED_UNICODE
G04E1,21 F5,62,F5,0x04C1,想,MEDIUM,"3 OCR votes, avg 8.5",,,"想(15,smooth_jpn_10)",glyph_G04E1.png,UNRESOLVED_UNICODE
G04E2,22 F5,1,F5,0x04C2,捜,HIGH,jpn psm13 91.1,,,"捜(91,nearest_jpn_13); に(85,threshold_jpn_10); 接(32,smooth_jpn_10)",glyph_G04E2.png,UNRESOLVED_UNICODE
G04E6,26 F5,72,F5,0x04C6,相,HIGH,jpn psm13 91.3,,,"相(93,smooth_jpn_10)",glyph_G04E6.png,UNRESOLVED_UNICODE
G04E7,27 F5,2,F5,0x04C7,慈,VISUAL_HIGH,glyph image manually checked,,,"窓(35,nearest_jpn_13)",glyph_G04E7.png,UNRESOLVED_UNICODE
G04E9,29 F5,6,F5,0x04C9,葬,MEDIUM,jpn psm13 74.2,,,"葬(74,nearest_jpn_13); ビ(71,smooth_jpn_10); ュ(44,threshold_jpn_10)",glyph_G04E9.png,UNRESOLVED_UNICODE
G04EC,2C F5,76,F5,0x04CC,像,HIGH,jpn psm13 86.8,,,"像(87,nearest_jpn_13)",glyph_G04EC.png,UNRESOLVED_UNICODE
G04ED,2D F5,5,F5,0x04CD,服,MEDIUM,"2 OCR votes, avg 1.2",,,"肌(5,nearest_jpn_13); 服(2,nearest_jpn_10); 乳(0,threshold_jpn_10); 肛(0,nearest_Japanese_10)",glyph_G04ED.png,UNRESOLVED_UNICODE
G04EF,2F F5,45,F5,0x04CF,側,HIGH,jpn psm13 93.0,,,"側(93,nearest_jpn_13)",glyph_G04EF.png,UNRESOLVED_UNICODE
G04F1,31 F5,52,F5,0x04D1,に,HIGH,"2 OCR votes, max 92.1",,,"に(92,nearest_Japanese_10); 息(78,nearest_jpn_13)",glyph_G04F1.png,UNRESOLVED_UNICODE
G04F3,33 F5,19,F5,0x04D3,損,HIGH,jpn psm13 92.4,,,"損(92,nearest_jpn_13); に(60,threshold_jpn_10)",glyph_G04F3.png,UNRESOLVED_UNICODE
G04F4,34 F5,273,F5,0x04D4,待,HIGH,jpn psm13 92.2,,,"待(92,nearest_jpn_13); 侍(10,threshold_jpn_10)",glyph_G04F4.png,UNRESOLVED_UNICODE
G04F5,35 F5,4,F5,0x04D5,意,MEDIUM,jpn psm13 83.5,,,"意(84,nearest_jpn_13)",glyph_G04F5.png,UNRESOLVED_UNICODE
G04F6,36 F5,7,F5,0x04D6,中,HIGH,"2 OCR votes, max 79.6",,,"中(80,smooth_jpn_10); 背(13,threshold_jpn_10); 普(0,nearest_jpn_13)",glyph_G04F6.png,UNRESOLVED_UNICODE
G04F8,38 F5,13,F5,0x04D8,退,HIGH,jpn psm13 92.6,,,"退(93,nearest_jpn_13); 妃(14,threshold_jpn_10)",glyph_G04F8.png,UNRESOLVED_UNICODE
G04F9,39 F5,18,F5,0x04D9,隊,HIGH,jpn psm13 91.1,,,"隊(91,nearest_jpn_13); 障(35,nearest_jpn_10)",glyph_G04F9.png,UNRESOLVED_UNICODE
G04FC,3C F5,4,F5,0x04DC,宅,HIGH,jpn psm13 91.8,,,"宅(92,nearest_jpn_13); モ(0,smooth_jpn_10)",glyph_G04FC.png,UNRESOLVED_UNICODE
G04FE,3E F5,157,F5,0x04DE,谷,HIGH,jpn psm13 90.1,,,"谷(90,nearest_jpn_13); 容(54,nearest_jpn_10); 傘(22,smooth_jpn_10); 宮(0,threshold_jpn_10)",glyph_G04FE.png,UNRESOLVED_UNICODE
G04FF,3F F5,6,F5,0x04DF,担,HIGH,jpn psm13 90.1,,,"担(90,nearest_jpn_13); 揚(65,threshold_jpn_10); 提(63,smooth_jpn_10)",glyph_G04FF.png,UNRESOLVED_UNICODE
G0501,41 F5,3,F5,0x04E1,胆,HIGH,jpn psm13 90.3,,,"胆(90,nearest_jpn_13); 腸(74,smooth_jpn_10); 則(17,threshold_jpn_10)",glyph_G0501.png,UNRESOLVED_UNICODE
G0502,42 F5,7,F5,0x04E2,誕,HIGH,jpn psm13 89.0,,,"誕(89,nearest_jpn_13); は(33,threshold_jpn_10); 訓(0,nearest_jpn_10)",glyph_G0502.png,UNRESOLVED_UNICODE
G0503,43 F5,1,F5,0x04E3,鍛,HIGH,jpn psm13 90.9,,,"鍛(91,nearest_jpn_13)",glyph_G0503.png,UNRESOLVED_UNICODE
G0505,45 F5,3,F5,0x04E5,,REVIEW,,壇,62.9,"壇(63,nearest_jpn_13); 上(24,smooth_jpn_10)",glyph_G0505.png,UNRESOLVED_UNICODE
G0507,47 F5,2,F5,0x04E7,暖,MEDIUM,"2 OCR votes, avg 0.0",,,"暇(4,nearest_Japanese_10); 暖(0,nearest_jpn_10); 明(0,threshold_jpn_10)",glyph_G0507.png,UNRESOLVED_UNICODE
G0509,49 F5,26,F5,0x04E9,肌,VISUAL_HIGH,glyph image manually checked,,,"有(15,nearest_jpn_10); 也(5,nearest_Japanese_10); 了(0,nearest_jpn_13); 肌(0,smooth_jpn_10); 馬(0,threshold_jpn_10)",glyph_G0509.png,UNRESOLVED_UNICODE
G050A,4A F5,1,F5,0x04EA,致,HIGH,jpn psm13 86.8,,,"致(87,nearest_jpn_13)",glyph_G050A.png,UNRESOLVED_UNICODE
G050E,4E F5,9,F5,0x04EE,由,HIGH,"3 OCR votes, max 93.2",,,"由(93,threshold_jpn_10); 下(70,nearest_Japanese_10); 宙(0,nearest_jpn_13)",glyph_G050E.png,UNRESOLVED_UNICODE
G050F,4F F5,4,F5,0x04EF,忠,HIGH,"2 OCR votes, max 79.6",,,"忠(80,nearest_jpn_13); ェ(77,threshold_jpn_10); 中(0,nearest_jpn_10)",glyph_G050F.png,UNRESOLVED_UNICODE
G0511,51 F5,5,F5,0x04F1,貯,HIGH,jpn psm13 92.1,,,"貯(92,nearest_jpn_13); 町(77,threshold_jpn_10); 膨(0,nearest_Japanese_10)",glyph_G0511.png,UNRESOLVED_UNICODE
G0513,53 F5,16,F5,0x04F3,,REVIEW,,徴,47.1,"徴(47,nearest_jpn_13)",glyph_G0513.png,UNRESOLVED_UNICODE
G0516,56 F5,106,F5,0x04F6,町,HIGH,jpn psm13 96.8,,,"町(97,nearest_jpn_13)",glyph_G0516.png,UNRESOLVED_UNICODE
G0517,57 F5,1,F5,0x04F7,聴,HIGH,jpn psm13 92.7,,,"聴(93,nearest_jpn_13); ト(57,threshold_jpn_10); に(23,nearest_Japanese_10)",glyph_G0517.png,UNRESOLVED_UNICODE
G0518,58 F5,1,F5,0x04F8,中,MEDIUM,"2 OCR votes, avg 9.6",,,"中(19,threshold_jpn_10); 跳(0,nearest_jpn_13); 率(0,nearest_jpn_10)",glyph_G0518.png,UNRESOLVED_UNICODE
G0519,59 F5,13,F5,0x04F9,頂,HIGH,jpn psm13 93.1,,,"頂(93,nearest_jpn_13)",glyph_G0519.png,UNRESOLVED_UNICODE
G051A,5A F5,84,F5,0x04FA,直,HIGH,"4 OCR votes, max 93.2",,,"直(93,nearest_Japanese_10); 四(22,threshold_jpn_10)",glyph_G051A.png,UNRESOLVED_UNICODE
G051B,5B F5,4,F5,0x04FB,沈,HIGH,jpn psm13 91.7,,,"沈(92,nearest_jpn_13); ル(6,nearest_jpn_10); 光(0,nearest_Japanese_10)",glyph_G051B.png,UNRESOLVED_UNICODE
G051C,5C F5,24,F5,0x04FC,珍,HIGH,jpn psm13 90.3,,,"珍(90,nearest_jpn_13); 贅(0,threshold_jpn_10)",glyph_G051C.png,UNRESOLVED_UNICODE
G051D,5D F5,18,F5,0x04FD,墜,VISUAL_HIGH,glyph image manually checked,,,"暗(39,threshold_jpn_10); 時(33,nearest_jpn_10); 墜(23,nearest_jpn_13); 堅(0,smooth_jpn_10)",glyph_G051D.png,UNRESOLVED_UNICODE
G051F,5F F5,1,F5,0x04FF,学,HIGH,"2 OCR votes, max 78.7",,,"学(79,threshold_jpn_10); 享(0,nearest_jpn_13); 有(0,smooth_jpn_10); 亭(0,nearest_Japanese_10)",glyph_G051F.png,UNRESOLVED_UNICODE
G0520,60 F5,6,F5,0x0500,低,HIGH,jpn psm13 93.1,,,"低(93,nearest_jpn_13)",glyph_G0520.png,UNRESOLVED_UNICODE
G0521,61 F5,1,F5,0x0501,停,HIGH,jpn psm13 90.7,,,"三(92,threshold_jpn_10); 停(91,nearest_jpn_13)",glyph_G0521.png,UNRESOLVED_UNICODE
G0525,65 F5,11,F5,0x0505,適,HIGH,"2 OCR votes, max 83.4",,,"適(83,nearest_jpn_13); 半(0,nearest_jpn_10); 敵(0,smooth_jpn_10); 双(0,threshold_jpn_10)",glyph_G0525.png,UNRESOLVED_UNICODE
G0528,68 F5,4,F5,0x0508,展,HIGH,"3 OCR votes, max 92.8",,,"展(93,nearest_Japanese_10); 司(27,nearest_jpn_13); 屋(0,threshold_jpn_10)",glyph_G0528.png,UNRESOLVED_UNICODE
G0529,69 F5,125,F5,0x0509,店,HIGH,jpn psm13 96.3,,,"店(96,nearest_jpn_13)",glyph_G0529.png,UNRESOLVED_UNICODE
G052E,6E F5,19,F5,0x050E,途,VISUAL_HIGH,glyph image manually checked,,,"途(17,nearest_jpn_13); 款(6,nearest_jpn_10); 祭(0,smooth_jpn_10); 了(0,threshold_jpn_10); 素(0,nearest_Japanese_10)",glyph_G052E.png,UNRESOLVED_UNICODE
G052F,6F F5,38,F5,0x050F,都,HIGH,jpn psm13 91.9,,,"部(95,threshold_jpn_10); 都(92,nearest_jpn_13); 者(76,nearest_jpn_10)",glyph_G052F.png,UNRESOLVED_UNICODE
G0530,70 F5,15,F5,0x0510,努,VISUAL_HIGH,glyph image manually checked,,,"努(0,nearest_jpn_13); ビ(0,threshold_jpn_10)",glyph_G0530.png,UNRESOLVED_UNICODE
G0532,72 F5,2,F5,0x0512,奴,HIGH,jpn psm13 89.8,,,"奴(90,nearest_jpn_13); が(55,threshold_jpn_10)",glyph_G0532.png,UNRESOLVED_UNICODE
G0534,74 F5,5,F5,0x0514,コ,HIGH,"2 OCR votes, max 73.4",,,"コ(73,smooth_jpn_10); 党(73,nearest_jpn_13)",glyph_G0534.png,UNRESOLVED_UNICODE
G0537,77 F5,35,F5,0x0517,東,HIGH,jpn psm13 91.7,,,"東(92,nearest_jpn_13)",glyph_G0537.png,UNRESOLVED_UNICODE
G0538,78 F5,9,F5,0x0518,湯,HIGH,jpn psm13 92.6,,,"湯(93,nearest_jpn_13)",glyph_G0538.png,UNRESOLVED_UNICODE
G0539,79 F5,2,F5,0x0519,灯,HIGH,jpn psm13 90.7,,,"灯(91,nearest_jpn_13)",glyph_G0539.png,UNRESOLVED_UNICODE
G053B,7B F5,22,F5,0x051B,答,VISUAL_HIGH,glyph image manually checked,,,"答(22,nearest_jpn_13); 茹(17,nearest_jpn_10); 難(0,threshold_jpn_10)",glyph_G053B.png,UNRESOLVED_UNICODE
G053D,7D F5,15,F5,0x051D,到,HIGH,jpn psm13 89.3,,,"到(89,nearest_jpn_13)",glyph_G053D.png,UNRESOLVED_UNICODE
G053E,7E F5,1,F5,0x051E,討,HIGH,jpn psm13 92.4,,,"討(92,nearest_jpn_13); 計(35,threshold_jpn_10)",glyph_G053E.png,UNRESOLVED_UNICODE
G053F,7F F5,53,F5,0x051F,豆,HIGH,jpn psm13 92.5,,,"豆(93,nearest_jpn_13)",glyph_G053F.png,UNRESOLVED_UNICODE
G0542,82 F5,97,F5,0x0522,同,HIGH,jpn psm13 92.4,,,"同(92,nearest_jpn_13)",glyph_G0542.png,UNRESOLVED_UNICODE
G0543,83 F5,10,F5,0x0523,腫,MEDIUM,"2 OCR votes, avg 14.1",,,"瞳(80,nearest_Japanese_10); 腫(28,nearest_jpn_10); 較(0,nearest_jpn_13); 暗(0,threshold_jpn_10)",glyph_G0543.png,UNRESOLVED_UNICODE
G0545,85 F5,4,F5,0x0525,独,HIGH,jpn psm13 92.4,,,"独(92,nearest_jpn_13)",glyph_G0545.png,UNRESOLVED_UNICODE
G0547,87 F5,1,F5,0x0527,乳,HIGH,jpn psm13 91.8,,,"乳(92,nearest_jpn_13); 務(36,nearest_jpn_10); 孔(0,smooth_jpn_10)",glyph_G0547.png,UNRESOLVED_UNICODE
G0548,88 F5,31,F5,0x0528,認,HIGH,jpn psm13 91.9,,,"認(92,nearest_jpn_13); ョ(76,threshold_jpn_10)",glyph_G0548.png,UNRESOLVED_UNICODE
G054B,8B F5,4,F5,0x052B,悩,HIGH,jpn psm13 88.2,,,"悩(88,nearest_jpn_13); 尼(5,threshold_jpn_10); 民(0,smooth_jpn_10); 憎(0,nearest_Japanese_10)",glyph_G054B.png,UNRESOLVED_UNICODE
G054C,8C F5,10,F5,0x052C,納,HIGH,jpn psm13 92.8,,,"納(93,nearest_jpn_13); は(37,nearest_jpn_10)",glyph_G054C.png,UNRESOLVED_UNICODE
G054D,8D F5,5,F5,0x052D,脳,MEDIUM,"2 OCR votes, avg 29.0",,,"脳(56,nearest_jpn_13); 有(29,nearest_jpn_10); 服(0,smooth_jpn_10)",glyph_G054D.png,UNRESOLVED_UNICODE
G054F,8F F5,39,F5,0x052F,派,HIGH,jpn psm13 89.1,,,"派(89,nearest_jpn_13); 泊(31,smooth_jpn_10); 擬(0,nearest_Japanese_10)",glyph_G054F.png,UNRESOLVED_UNICODE
G0553,93 F5,33,F5,0x0533,敗,HIGH,jpn psm13 92.9,,,"敗(93,nearest_jpn_13)",glyph_G0553.png,UNRESOLVED_UNICODE
G0554,94 F5,10,F5,0x0534,本,HIGH,"4 OCR votes, max 80.6",,,"本(81,threshold_jpn_10); 杯(55,nearest_jpn_13)",glyph_G0554.png,UNRESOLVED_UNICODE
G0556,96 F5,2,F5,0x0536,,REVIEW,,本,24.1,"本(24,nearest_Japanese_10); 墓(0,nearest_jpn_13)",glyph_G0556.png,UNRESOLVED_UNICODE
G0558,98 F5,19,F5,0x0538,泊,HIGH,jpn psm13 92.3,,,"泊(92,nearest_jpn_13)",glyph_G0558.png,UNRESOLVED_UNICODE
G055A,9A F5,12,F5,0x053A,薄,MEDIUM,"3 OCR votes, avg 35.9",,,"薄(55,smooth_jpn_10); ほ(49,threshold_jpn_10); 薫(0,nearest_jpn_13)",glyph_G055A.png,UNRESOLVED_UNICODE
G055C,9C F5,2,F5,0x053C,,REVIEW,,上,47.7,"上(48,smooth_jpn_10); 齋(43,threshold_jpn_10); 却(22,nearest_jpn_13)",glyph_G055C.png,UNRESOLVED_UNICODE
G055F,9F F5,1,F5,0x053F,宰,HIGH,"2 OCR votes, max 75.1",,,"褐(84,nearest_jpn_13); 宰(75,smooth_jpn_10); 「(0,threshold_jpn_10); ド(0,nearest_Japanese_10)",glyph_G055F.png,UNRESOLVED_UNICODE
G0568,A8 F5,44,F5,0x0548,飯,HIGH,jpn psm13 93.1,,,"飯(93,nearest_jpn_13); 販(72,nearest_jpn_10); 似(31,threshold_jpn_10)",glyph_G0568.png,UNRESOLVED_UNICODE
G0569,A9 F5,20,F5,0x0549,晩,MEDIUM,"4 OCR votes, avg 8.8",,,"晩(19,smooth_jpn_10)",glyph_G0569.png,UNRESOLVED_UNICODE
G056A,AA F5,1,F5,0x054A,古,HIGH,"3 OCR votes, max 90.6",,,"古(91,smooth_jpn_10); 香(82,nearest_jpn_13); 直(0,nearest_Japanese_10)",glyph_G056A.png,UNRESOLVED_UNICODE
G056E,AE F5,8,F5,0x054E,比,HIGH,jpn psm13 91.6,,,"比(93,threshold_jpn_10)",glyph_G056E.png,UNRESOLVED_UNICODE
G056F,AF F5,34,F5,0x054F,疲,VISUAL_HIGH,glyph image manually checked,,,"に(90,threshold_jpn_10); 疲(33,nearest_jpn_13); 語(0,nearest_Japanese_10)",glyph_G056F.png,UNRESOLVED_UNICODE
G0570,B0 F5,13,F5,0x0550,被,HIGH,"3 OCR votes, max 89.0",,,"被(89,smooth_jpn_10); 役(0,threshold_jpn_10)",glyph_G0570.png,UNRESOLVED_UNICODE
G0575,B5 F5,6,F5,0x0555,姫,HIGH,"2 OCR votes, max 76.7",,,"姫(77,smooth_jpn_10)",glyph_G0575.png,UNRESOLVED_UNICODE
G0578,B8 F5,2,F5,0x0558,漂,HIGH,jpn psm13 88.1,,,"漂(88,nearest_jpn_13); 半(0,nearest_Japanese_10)",glyph_G0578.png,UNRESOLVED_UNICODE
G057A,BA F5,16,F5,0x055A,評,HIGH,jpn psm13 93.1,,,"評(93,nearest_jpn_13); ョ(79,nearest_jpn_10); 計(31,smooth_jpn_10); 理(0,threshold_jpn_10)",glyph_G057A.png,UNRESOLVED_UNICODE
G057B,BB F5,7,F5,0x055B,浜,MEDIUM,jpn psm13 79.0,,,"浜(79,nearest_jpn_13); 返(13,smooth_jpn_10); 反(0,nearest_jpn_10); 和(0,threshold_jpn_10)",glyph_G057B.png,UNRESOLVED_UNICODE
G057C,BC F5,14,F5,0x055C,中,MEDIUM,"2 OCR votes, avg 33.6",,,"ー(80,threshold_jpn_10); 中(64,nearest_jpn_10); コ(38,nearest_Japanese_10); 商(0,nearest_jpn_13)",glyph_G057C.png,UNRESOLVED_UNICODE
G057D,BD F5,16,F5,0x055D,婦,HIGH,jpn psm13 92.6,,,"婦(93,nearest_jpn_13); 姓(0,nearest_Japanese_10)",glyph_G057D.png,UNRESOLVED_UNICODE
G057E,BE F5,2,F5,0x055E,富,MEDIUM,jpn psm13 76.3,,,"富(76,nearest_jpn_13); 高(69,nearest_Japanese_10); 各(0,nearest_jpn_10)",glyph_G057E.png,UNRESOLVED_UNICODE
G0580,C0 F5,23,F5,0x0560,浮,HIGH,jpn psm13 92.7,,,"浮(93,nearest_jpn_13)",glyph_G0580.png,UNRESOLVED_UNICODE
G0584,C4 F5,86,F5,0x0564,腹,MEDIUM,"3 OCR votes, avg 62.4",,,"腹(70,smooth_jpn_10); 較(0,nearest_jpn_13); 話(0,threshold_jpn_10)",glyph_G0584.png,UNRESOLVED_UNICODE
G058A,CA F5,27,F5,0x056A,並,HIGH,jpn psm13 92.1,,,"並(92,nearest_jpn_13); 普(72,smooth_jpn_10)",glyph_G058A.png,UNRESOLVED_UNICODE
G058B,CB F5,21,F5,0x056B,閉,VISUAL_HIGH,glyph image manually checked,,,"閉(62,nearest_jpn_13)",glyph_G058B.png,UNRESOLVED_UNICODE
G0591,D1 F5,14,F5,0x0571,勉,HIGH,jpn psm13 92.4,,,"勉(92,nearest_jpn_13); 員(0,smooth_jpn_10)",glyph_G0591.png,UNRESOLVED_UNICODE
G0592,D2 F5,25,F5,0x0572,捕,HIGH,jpn psm13 91.5,,,"捕(92,nearest_jpn_13); 八(18,smooth_jpn_10)",glyph_G0592.png,UNRESOLVED_UNICODE
G0593,D3 F5,47,F5,0x0573,,REVIEW,,園,11.7,"園(12,nearest_Japanese_10); 国(0,nearest_jpn_13)",glyph_G0593.png,UNRESOLVED_UNICODE
G0595,D5 F5,20,F5,0x0575,日,MEDIUM,"2 OCR votes, avg 57.3",,,"日(62,nearest_jpn_10); 出(0,nearest_jpn_13)",glyph_G0595.png,UNRESOLVED_UNICODE
G0596,D6 F5,23,F5,0x0576,抱,HIGH,jpn psm13 92.5,,,"抱(92,nearest_jpn_13); 拓(2,threshold_jpn_10)",glyph_G0596.png,UNRESOLVED_UNICODE
G059B,DB F5,5,F5,0x057B,飲,VISUAL_HIGH,glyph image manually checked,,,"飲(47,nearest_jpn_13)",glyph_G059B.png,UNRESOLVED_UNICODE
G059C,DC F5,8,F5,0x057C,亡,HIGH,"3 OCR votes, max 76.9",,,"亡(77,nearest_jpn_13); 記(0,threshold_jpn_10)",glyph_G059C.png,UNRESOLVED_UNICODE
G059D,DD F5,9,F5,0x057D,坊,HIGH,jpn psm13 92.6,,,"坊(93,threshold_jpn_10)",glyph_G059D.png,UNRESOLVED_UNICODE
G059E,DE F5,19,F5,0x057E,忙,HIGH,"5 OCR votes, max 81.4",,,"忙(81,nearest_Japanese_10)",glyph_G059E.png,UNRESOLVED_UNICODE
G05A1,E1 F5,1,F5,0x0581,牧,HIGH,"3 OCR votes, max 92.0",,,"牧(92,nearest_jpn_10)",glyph_G05A1.png,UNRESOLVED_UNICODE
G05A3,E3 F5,16,F5,0x0583,埋,HIGH,jpn psm13 92.1,,,"埋(92,nearest_Japanese_10); 理(43,threshold_jpn_10)",glyph_G05A3.png,UNRESOLVED_UNICODE
G05A6,E6 F5,45,F5,0x0586,毎,HIGH,jpn psm13 88.6,,,"毎(89,nearest_jpn_13); 本(32,nearest_jpn_10); コ(0,threshold_jpn_10); 皇(0,nearest_Japanese_10)",glyph_G05A6.png,UNRESOLVED_UNICODE
G05A8,E8 F5,10,F5,0x0588,慢,HIGH,"3 OCR votes, max 70.2",,,"慢(70,nearest_Japanese_10); 固(40,nearest_jpn_13); 幅(0,threshold_jpn_10)",glyph_G05A8.png,UNRESOLVED_UNICODE
G05AA,EA F5,36,F5,0x058A,末,MEDIUM,"5 OCR votes, avg 29.8",,,"末(59,nearest_jpn_10)",glyph_G05AA.png,UNRESOLVED_UNICODE
G05AD,ED F5,15,F5,0x058D,務,HIGH,jpn psm13 91.6,,,"務(92,nearest_jpn_13); 秒(49,nearest_jpn_10)",glyph_G05AD.png,UNRESOLVED_UNICODE
G05AF,EF F5,73,F5,0x058F,娘,HIGH,jpn psm13 90.6,,,"娘(91,nearest_jpn_13); 中(51,smooth_jpn_10); り(36,nearest_jpn_10)",glyph_G05AF.png,UNRESOLVED_UNICODE
G05BA,2A F6,14,F6,0x059A,油,HIGH,jpn psm13 92.2,,,"油(92,nearest_jpn_13); 河(56,threshold_jpn_10); 滞(0,nearest_Japanese_10)",glyph_G05BA.png,UNRESOLVED_UNICODE
G05BC,2C F6,71,F6,0x059C,友,HIGH,jpn psm13 92.5,,,"友(93,nearest_jpn_10)",glyph_G05BC.png,UNRESOLVED_UNICODE
G05BE,2E F6,33,F6,0x059E,由,HIGH,jpn psm13 92.4,,,"由(92,nearest_jpn_13)",glyph_G05BE.png,UNRESOLVED_UNICODE
G05C4,34 F6,94,F6,0x05A4,予,HIGH,jpn psm13 90.4,,,"予(90,nearest_jpn_13); 巴(0,threshold_jpn_10)",glyph_G05C4.png,UNRESOLVED_UNICODE
G05C6,36 F6,1,F6,0x05A6,,REVIEW,,営,0.0,"営(0,nearest_jpn_13)",glyph_G05C6.png,UNRESOLVED_UNICODE
G05C8,38 F6,1,F6,0x05A8,容,HIGH,jpn psm13 93.2,,,"容(93,nearest_jpn_13)",glyph_G05C8.png,UNRESOLVED_UNICODE
G05C9,39 F6,7,F6,0x05A9,揺,VISUAL_HIGH,glyph image manually checked,,,"揺(61,nearest_jpn_13)",glyph_G05C9.png,UNRESOLVED_UNICODE
G05CA,3A F6,4,F6,0x05AA,洋,HIGH,jpn psm13 91.8,,,"洋(92,nearest_jpn_13); ヨ(83,threshold_jpn_10); 洗(0,smooth_jpn_10)",glyph_G05CA.png,UNRESOLVED_UNICODE
