event_sample_id,archive_id,archive_file,local_id,record_index,speaker,text,status,avg_logprob,no_speech_prob,model,notes
SE6083_084F_005,6083,6083.SE,0x084F,5,,,PENDING_TRANSCRIPTION,,,,
SE6083_08A5_006,6083,6083.SE,0x08A5,6,,,PENDING_TRANSCRIPTION,,,,
SE6083_08EA_007,6083,6083.SE,0x08EA,7,,,PENDING_TRANSCRIPTION,,,,
SE6083_08EB_008,6083,6083.SE,0x08EB,8,,,PENDING_TRANSCRIPTION,,,,
SE6083_08EC_009,6083,6083.SE,0x08EC,9,,,PENDING_TRANSCRIPTION,,,,
SE6083_08F8_010,6083,6083.SE,0x08F8,10,,,PENDING_TRANSCRIPTION,,,,
SE6083_083A_011,6083,6083.SE,0x083A,11,,,PENDING_TRANSCRIPTION,,,,
SE6083_083B_012,6083,6083.SE,0x083B,12,,,PENDING_TRANSCRIPTION,,,,
SE6084_08E6_000,6084,6084.SE,0x08E6,0,,,PENDING_TRANSCRIPTION,,,,
SE6084_128E_001,6084,6084.SE,0x128E,1,,,PENDING_TRANSCRIPTION,,,,
SE6085_0001_000,6085,6085.SE,0x0001,0,,,PENDING_TRANSCRIPTION,,,,
SE6086_0834_000,6086,6086.SE,0x0834,0,,,PENDING_TRANSCRIPTION,,,,
SE6086_0835_001,6086,6086.SE,0x0835,1,,,PENDING_TRANSCRIPTION,,,,
SE6086_0840_002,6086,6086.SE,0x0840,2,,,PENDING_TRANSCRIPTION,,,,
SE6086_0841_003,6086,6086.SE,0x0841,3,,,PENDING_TRANSCRIPTION,,,,
SE6086_089D_004,6086,6086.SE,0x089D,4,,,PENDING_TRANSCRIPTION,,,,
SE6086_089E_005,6086,6086.SE,0x089E,5,,,PENDING_TRANSCRIPTION,,,,
SE6086_0909_006,6086,6086.SE,0x0909,6,,,PENDING_TRANSCRIPTION,,,,
SE6086_08A2_007,6086,6086.SE,0x08A2,7,,,PENDING_TRANSCRIPTION,,,,
SE6086_08A3_008,6086,6086.SE,0x08A3,8,,,PENDING_TRANSCRIPTION,,,,
SE6086_08A5_009,6086,6086.SE,0x08A5,9,,,PENDING_TRANSCRIPTION,,,,
SE6087_08D1_000,6087,6087.SE,0x08D1,0,,,PENDING_TRANSCRIPTION,,,,
SE6087_0913_001,6087,6087.SE,0x0913,1,,,PENDING_TRANSCRIPTION,,,,
SE6087_0914_002,6087,6087.SE,0x0914,2,,,PENDING_TRANSCRIPTION,,,,
SE6088_0001_000,6088,6088.SE,0x0001,0,,,PENDING_TRANSCRIPTION,,,,
SE6089_15A5_000,6089,6089.SE,0x15A5,0,,,PENDING_TRANSCRIPTION,,,,
SE6089_15A6_001,6089,6089.SE,0x15A6,1,,,PENDING_TRANSCRIPTION,,,,
SE6089_15A7_002,6089,6089.SE,0x15A7,2,,,PENDING_TRANSCRIPTION,,,,
SE6089_15A8_003,6089,6089.SE,0x15A8,3,,,PENDING_TRANSCRIPTION,,,,
SE6089_15A9_004,6089,6089.SE,0x15A9,4,,,PENDING_TRANSCRIPTION,,,,
SE6089_15AA_005,6089,6089.SE,0x15AA,5,,,PENDING_TRANSCRIPTION,,,,
SE6089_1657_006,6089,6089.SE,0x1657,6,,,PENDING_TRANSCRIPTION,,,,
SE6089_1658_007,6089,6089.SE,0x1658,7,,,PENDING_TRANSCRIPTION,,,,
SE6089_1659_008,6089,6089.SE,0x1659,8,,,PENDING_TRANSCRIPTION,,,,
SE6089_165A_009,6089,6089.SE,0x165A,9,,,PENDING_TRANSCRIPTION,,,,
SE6089_165B_010,6089,6089.SE,0x165B,10,,,PENDING_TRANSCRIPTION,,,,
SE6089_165C_011,6089,6089.SE,0x165C,11,,,PENDING_TRANSCRIPTION,,,,
SE6089_168E_012,6089,6089.SE,0x168E,12,,,PENDING_TRANSCRIPTION,,,,
SE6089_168F_013,6089,6089.SE,0x168F,13,,,PENDING_TRANSCRIPTION,,,,
SE6089_1690_014,6089,6089.SE,0x1690,14,,,PENDING_TRANSCRIPTION,,,,
SE6089_1691_015,6089,6089.SE,0x1691,15,,,PENDING_TRANSCRIPTION,,,,
SE6089_1692_016,6089,6089.SE,0x1692,16,,,PENDING_TRANSCRIPTION,,,,
SE6089_1693_017,6089,6089.SE,0x1693,17,,,PENDING_TRANSCRIPTION,,,,
SE6089_1694_018,6089,6089.SE,0x1694,18,,,PENDING_TRANSCRIPTION,,,,
SE6090_1696_000,6090,6090.SE,0x1696,0,,,PENDING_TRANSCRIPTION,,,,
SE6090_1697_001,6090,6090.SE,0x1697,1,,,PENDING_TRANSCRIPTION,,,,
SE6090_1698_002,6090,6090.SE,0x1698,2,,,PENDING_TRANSCRIPTION,,,,
SE6090_1699_003,6090,6090.SE,0x1699,3,,,PENDING_TRANSCRIPTION,,,,
SE6090_169A_004,6090,6090.SE,0x169A,4,,,PENDING_TRANSCRIPTION,,,,
SE6090_169B_005,6090,6090.SE,0x169B,5,,,PENDING_TRANSCRIPTION,,,,
SE6090_169C_006,6090,6090.SE,0x169C,6,,,PENDING_TRANSCRIPTION,,,,
SE6090_169D_007,6090,6090.SE,0x169D,7,,,PENDING_TRANSCRIPTION,,,,
SE6090_16D3_008,6090,6090.SE,0x16D3,8,,,PENDING_TRANSCRIPTION,,,,
SE6090_16D4_009,6090,6090.SE,0x16D4,9,,,PENDING_TRANSCRIPTION,,,,
SE6090_16D5_010,6090,6090.SE,0x16D5,10,,,PENDING_TRANSCRIPTION,,,,
SE6090_16D6_011,6090,6090.SE,0x16D6,11,,,PENDING_TRANSCRIPTION,,,,
SE6090_16D7_012,6090,6090.SE,0x16D7,12,,,PENDING_TRANSCRIPTION,,,,
SE6090_16D8_013,6090,6090.SE,0x16D8,13,,,PENDING_TRANSCRIPTION,,,,
SE6090_16D9_014,6090,6090.SE,0x16D9,14,,,PENDING_TRANSCRIPTION,,,,
SE6090_16CC_015,6090,6090.SE,0x16CC,15,,,PENDING_TRANSCRIPTION,,,,
SE6090_16CD_016,6090,6090.SE,0x16CD,16,,,PENDING_TRANSCRIPTION,,,,
SE6090_16CE_017,6090,6090.SE,0x16CE,17,,,PENDING_TRANSCRIPTION,,,,
SE6090_16CF_018,6090,6090.SE,0x16CF,18,,,PENDING_TRANSCRIPTION,,,,
SE6090_16D0_019,6090,6090.SE,0x16D0,19,,,PENDING_TRANSCRIPTION,,,,
SE6090_16D1_020,6090,6090.SE,0x16D1,20,,,PENDING_TRANSCRIPTION,,,,
SE6090_16D2_021,6090,6090.SE,0x16D2,21,,,PENDING_TRANSCRIPTION,,,,
SE6091_1705_000,6091,6091.SE,0x1705,0,,,PENDING_TRANSCRIPTION,,,,
SE6091_1706_001,6091,6091.SE,0x1706,1,,,PENDING_TRANSCRIPTION,,,,
SE6091_1707_002,6091,6091.SE,0x1707,2,,,PENDING_TRANSCRIPTION,,,,
SE6091_1708_003,6091,6091.SE,0x1708,3,,,PENDING_TRANSCRIPTION,,,,
SE6091_1709_004,6091,6091.SE,0x1709,4,,,PENDING_TRANSCRIPTION,,,,
SE6091_170B_005,6091,6091.SE,0x170B,5,,,PENDING_TRANSCRIPTION,,,,
SE6091_1731_006,6091,6091.SE,0x1731,6,,,PENDING_TRANSCRIPTION,,,,
SE6091_1732_007,6091,6091.SE,0x1732,7,,,PENDING_TRANSCRIPTION,,,,
SE6091_1733_008,6091,6091.SE,0x1733,8,,,PENDING_TRANSCRIPTION,,,,
SE6091_1734_009,6091,6091.SE,0x1734,9,,,PENDING_TRANSCRIPTION,,,,
SE6091_1735_010,6091,6091.SE,0x1735,10,,,PENDING_TRANSCRIPTION,,,,
SE6091_1736_011,6091,6091.SE,0x1736,11,,,PENDING_TRANSCRIPTION,,,,
SE6091_1737_012,6091,6091.SE,0x1737,12,,,PENDING_TRANSCRIPTION,,,,
SE6091_1738_013,6091,6091.SE,0x1738,13,,,PENDING_TRANSCRIPTION,,,,
SE6092_15AD_000,6092,6092.SE,0x15AD,0,,,PENDING_TRANSCRIPTION,,,,
SE6092_15AE_001,6092,6092.SE,0x15AE,1,,,PENDING_TRANSCRIPTION,,,,
SE6092_15AF_002,6092,6092.SE,0x15AF,2,,,PENDING_TRANSCRIPTION,,,,
SE6092_15B0_003,6092,6092.SE,0x15B0,3,,,PENDING_TRANSCRIPTION,,,,
SE6092_15B1_004,6092,6092.SE,0x15B1,4,,,PENDING_TRANSCRIPTION,,,,
SE6092_15B2_005,6092,6092.SE,0x15B2,5,,,PENDING_TRANSCRIPTION,,,,
SE6092_15B5_006,6092,6092.SE,0x15B5,6,,,PENDING_TRANSCRIPTION,,,,
SE6092_165F_007,6092,6092.SE,0x165F,7,,,PENDING_TRANSCRIPTION,,,,
SE6092_1662_008,6092,6092.SE,0x1662,8,,,PENDING_TRANSCRIPTION,,,,
SE6092_1664_009,6092,6092.SE,0x1664,9,,,PENDING_TRANSCRIPTION,,,,
SE6092_1666_010,6092,6092.SE,0x1666,10,,,PENDING_TRANSCRIPTION,,,,
SE6092_1668_011,6092,6092.SE,0x1668,11,,,PENDING_TRANSCRIPTION,,,,
SE6093_0834_000,6093,6093.SE,0x0834,0,,,PENDING_TRANSCRIPTION,,,,
SE6093_0835_001,6093,6093.SE,0x0835,1,,,PENDING_TRANSCRIPTION,,,,
SE6093_083A_002,6093,6093.SE,0x083A,2,,,PENDING_TRANSCRIPTION,,,,
SE6093_083B_003,6093,6093.SE,0x083B,3,,,PENDING_TRANSCRIPTION,,,,
SE6093_0840_004,6093,6093.SE,0x0840,4,,,PENDING_TRANSCRIPTION,,,,
SE6093_0841_005,6093,6093.SE,0x0841,5,,,PENDING_TRANSCRIPTION,,,,
SE6093_0842_006,6093,6093.SE,0x0842,6,,,PENDING_TRANSCRIPTION,,,,
SE6093_0843_007,6093,6093.SE,0x0843,7,,,PENDING_TRANSCRIPTION,,,,
SE6093_089F_008,6093,6093.SE,0x089F,8,,,PENDING_TRANSCRIPTION,,,,
SE6093_08A0_009,6093,6093.SE,0x08A0,9,,,PENDING_TRANSCRIPTION,,,,
SE6093_08A1_010,6093,6093.SE,0x08A1,10,,,PENDING_TRANSCRIPTION,,,,
SE6093_08AB_011,6093,6093.SE,0x08AB,11,,,PENDING_TRANSCRIPTION,,,,
SE6093_08AC_012,6093,6093.SE,0x08AC,12,,,PENDING_TRANSCRIPTION,,,,
SE6093_08AD_013,6093,6093.SE,0x08AD,13,,,PENDING_TRANSCRIPTION,,,,
SE6093_08FB_014,6093,6093.SE,0x08FB,14,,,PENDING_TRANSCRIPTION,,,,
SE6093_08FC_015,6093,6093.SE,0x08FC,15,,,PENDING_TRANSCRIPTION,,,,
SE6093_082D_016,6093,6093.SE,0x082D,16,,,PENDING_TRANSCRIPTION,,,,
SE6093_082E_017,6093,6093.SE,0x082E,17,,,PENDING_TRANSCRIPTION,,,,
SE6093_08C5_018,6093,6093.SE,0x08C5,18,,,PENDING_TRANSCRIPTION,,,,
SE6093_08C6_019,6093,6093.SE,0x08C6,19,,,PENDING_TRANSCRIPTION,,,,
SE6093_0913_020,6093,6093.SE,0x0913,20,,,PENDING_TRANSCRIPTION,,,,
SE6093_0850_021,6093,6093.SE,0x0850,21,,,PENDING_TRANSCRIPTION,,,,
SE6093_0851_022,6093,6093.SE,0x0851,22,,,PENDING_TRANSCRIPTION,,,,
SE6094_08F9_000,6094,6094.SE,0x08F9,0,,,PENDING_TRANSCRIPTION,,,,
SE6094_08FA_001,6094,6094.SE,0x08FA,1,,,PENDING_TRANSCRIPTION,,,,
SE6094_08F0_002,6094,6094.SE,0x08F0,2,,,PENDING_TRANSCRIPTION,,,,
SE6094_08CD_003,6094,6094.SE,0x08CD,3,,,PENDING_TRANSCRIPTION,,,,
SE6094_08B9_004,6094,6094.SE,0x08B9,4,,,PENDING_TRANSCRIPTION,,,,
SE6094_0914_005,6094,6094.SE,0x0914,5,,,PENDING_TRANSCRIPTION,,,,
SE6094_080B_006,6094,6094.SE,0x080B,6,,,PENDING_TRANSCRIPTION,,,,
SE6095_157C_000,6095,6095.SE,0x157C,0,,,PENDING_TRANSCRIPTION,,,,
SE6095_157D_001,6095,6095.SE,0x157D,1,,,PENDING_TRANSCRIPTION,,,,
SE6095_157E_002,6095,6095.SE,0x157E,2,,,PENDING_TRANSCRIPTION,,,,
SE6095_157F_003,6095,6095.SE,0x157F,3,,,PENDING_TRANSCRIPTION,,,,
SE6095_1580_004,6095,6095.SE,0x1580,4,,,PENDING_TRANSCRIPTION,,,,
SE6095_1581_005,6095,6095.SE,0x1581,5,,,PENDING_TRANSCRIPTION,,,,
SE6095_166A_006,6095,6095.SE,0x166A,6,,,PENDING_TRANSCRIPTION,,,,
SE6095_166B_007,6095,6095.SE,0x166B,7,,,PENDING_TRANSCRIPTION,,,,
SE6095_166C_008,6095,6095.SE,0x166C,8,,,PENDING_TRANSCRIPTION,,,,
SE6095_166D_009,6095,6095.SE,0x166D,9,,,PENDING_TRANSCRIPTION,,,,
SE6095_166E_010,6095,6095.SE,0x166E,10,,,PENDING_TRANSCRIPTION,,,,
SE6095_166F_011,6095,6095.SE,0x166F,11,,,PENDING_TRANSCRIPTION,,,,
SE6095_1670_012,6095,6095.SE,0x1670,12,,,PENDING_TRANSCRIPTION,,,,
SE6095_1671_013,6095,6095.SE,0x1671,13,,,PENDING_TRANSCRIPTION,,,,
SE6095_16B3_014,6095,6095.SE,0x16B3,14,,,PENDING_TRANSCRIPTION,,,,
SE6095_16B4_015,6095,6095.SE,0x16B4,15,,,PENDING_TRANSCRIPTION,,,,
SE6095_16B5_016,6095,6095.SE,0x16B5,16,,,PENDING_TRANSCRIPTION,,,,
SE6095_16B6_017,6095,6095.SE,0x16B6,17,,,PENDING_TRANSCRIPTION,,,,
SE6095_16B7_018,6095,6095.SE,0x16B7,18,,,PENDING_TRANSCRIPTION,,,,
SE6096_157C_000,6096,6096.SE,0x157C,0,,,PENDING_TRANSCRIPTION,,,,
SE6096_157D_001,6096,6096.SE,0x157D,1,,,PENDING_TRANSCRIPTION,,,,
SE6096_157E_002,6096,6096.SE,0x157E,2,,,PENDING_TRANSCRIPTION,,,,
SE6096_157F_003,6096,6096.SE,0x157F,3,,,PENDING_TRANSCRIPTION,,,,
SE6096_1580_004,6096,6096.SE,0x1580,4,,,PENDING_TRANSCRIPTION,,,,
SE6096_1581_005,6096,6096.SE,0x1581,5,,,PENDING_TRANSCRIPTION,,,,
SE6096_15A5_006,6096,6096.SE,0x15A5,6,,,PENDING_TRANSCRIPTION,,,,
SE6096_15A6_007,6096,6096.SE,0x15A6,7,,,PENDING_TRANSCRIPTION,,,,
SE6096_15A7_008,6096,6096.SE,0x15A7,8,,,PENDING_TRANSCRIPTION,,,,
SE6096_15A8_009,6096,6096.SE,0x15A8,9,,,PENDING_TRANSCRIPTION,,,,
SE6096_15A9_010,6096,6096.SE,0x15A9,10,,,PENDING_TRANSCRIPTION,,,,
SE6096_15AA_011,6096,6096.SE,0x15AA,11,,,PENDING_TRANSCRIPTION,,,,
SE6096_15B6_012,6096,6096.SE,0x15B6,12,,,PENDING_TRANSCRIPTION,,,,
SE6096_15B7_013,6096,6096.SE,0x15B7,13,,,PENDING_TRANSCRIPTION,,,,
SE6096_15B8_014,6096,6096.SE,0x15B8,14,,,PENDING_TRANSCRIPTION,,,,
SE6096_15B9_015,6096,6096.SE,0x15B9,15,,,PENDING_TRANSCRIPTION,,,,
SE6096_15BA_016,6096,6096.SE,0x15BA,16,,,PENDING_TRANSCRIPTION,,,,
SE6096_15BB_017,6096,6096.SE,0x15BB,17,,,PENDING_TRANSCRIPTION,,,,
SE6096_15BC_018,6096,6096.SE,0x15BC,18,,,PENDING_TRANSCRIPTION,,,,
SE6096_15BE_019,6096,6096.SE,0x15BE,19,,,PENDING_TRANSCRIPTION,,,,
SE6096_15BF_020,6096,6096.SE,0x15BF,20,,,PENDING_TRANSCRIPTION,,,,
SE6096_15C0_021,6096,6096.SE,0x15C0,21,,,PENDING_TRANSCRIPTION,,,,
SE6096_15C1_022,6096,6096.SE,0x15C1,22,,,PENDING_TRANSCRIPTION,,,,
SE6096_15C2_023,6096,6096.SE,0x15C2,23,,,PENDING_TRANSCRIPTION,,,,
SE6096_15C3_024,6096,6096.SE,0x15C3,24,,,PENDING_TRANSCRIPTION,,,,
SE6096_0928_025,6096,6096.SE,0x0928,25,,,PENDING_TRANSCRIPTION,,,,
SE6097_15A5_000,6097,6097.SE,0x15A5,0,,,PENDING_TRANSCRIPTION,,,,
SE6097_15A6_001,6097,6097.SE,0x15A6,1,,,PENDING_TRANSCRIPTION,,,,
SE6097_15A7_002,6097,6097.SE,0x15A7,2,,,PENDING_TRANSCRIPTION,,,,
SE6097_15A8_003,6097,6097.SE,0x15A8,3,,,PENDING_TRANSCRIPTION,,,,
SE6097_15A9_004,6097,6097.SE,0x15A9,4,,,PENDING_TRANSCRIPTION,,,,
SE6097_15AA_005,6097,6097.SE,0x15AA,5,,,PENDING_TRANSCRIPTION,,,,
SE6097_15B6_006,6097,6097.SE,0x15B6,6,,,PENDING_TRANSCRIPTION,,,,
SE6097_15B7_007,6097,6097.SE,0x15B7,7,,,PENDING_TRANSCRIPTION,,,,
SE6097_15B8_008,6097,6097.SE,0x15B8,8,,,PENDING_TRANSCRIPTION,,,,
SE6097_15B9_009,6097,6097.SE,0x15B9,9,,,PENDING_TRANSCRIPTION,,,,
SE6097_15BA_010,6097,6097.SE,0x15BA,10,,,PENDING_TRANSCRIPTION,,,,
SE6097_15BE_011,6097,6097.SE,0x15BE,11,,,PENDING_TRANSCRIPTION,,,,
SE6097_15BF_012,6097,6097.SE,0x15BF,12,,,PENDING_TRANSCRIPTION,,,,
SE6097_15C0_013,6097,6097.SE,0x15C0,13,,,PENDING_TRANSCRIPTION,,,,
SE6097_15C1_014,6097,6097.SE,0x15C1,14,,,PENDING_TRANSCRIPTION,,,,
SE6097_15C2_015,6097,6097.SE,0x15C2,15,,,PENDING_TRANSCRIPTION,,,,
SE6097_15C3_016,6097,6097.SE,0x15C3,16,,,PENDING_TRANSCRIPTION,,,,
SE6097_166A_017,6097,6097.SE,0x166A,17,,,PENDING_TRANSCRIPTION,,,,
SE6097_166B_018,6097,6097.SE,0x166B,18,,,PENDING_TRANSCRIPTION,,,,
SE6097_166C_019,6097,6097.SE,0x166C,19,,,PENDING_TRANSCRIPTION,,,,
SE6097_166D_020,6097,6097.SE,0x166D,20,,,PENDING_TRANSCRIPTION,,,,
SE6097_166E_021,6097,6097.SE,0x166E,21,,,PENDING_TRANSCRIPTION,,,,
SE6097_166F_022,6097,6097.SE,0x166F,22,,,PENDING_TRANSCRIPTION,,,,
SE6097_1670_023,6097,6097.SE,0x1670,23,,,PENDING_TRANSCRIPTION,,,,
SE6097_1671_024,6097,6097.SE,0x1671,24,,,PENDING_TRANSCRIPTION,,,,
SE6097_0928_025,6097,6097.SE,0x0928,25,,,PENDING_TRANSCRIPTION,,,,
SE6098_15B6_000,6098,6098.SE,0x15B6,0,,,PENDING_TRANSCRIPTION,,,,
SE6098_15B7_001,6098,6098.SE,0x15B7,1,,,PENDING_TRANSCRIPTION,,,,
SE6098_15B8_002,6098,6098.SE,0x15B8,2,,,PENDING_TRANSCRIPTION,,,,
SE6098_15B9_003,6098,6098.SE,0x15B9,3,,,PENDING_TRANSCRIPTION,,,,
SE6098_15BA_004,6098,6098.SE,0x15BA,4,,,PENDING_TRANSCRIPTION,,,,
SE6098_15BE_005,6098,6098.SE,0x15BE,5,,,PENDING_TRANSCRIPTION,,,,
SE6098_15BF_006,6098,6098.SE,0x15BF,6,,,PENDING_TRANSCRIPTION,,,,
SE6098_15C0_007,6098,6098.SE,0x15C0,7,,,PENDING_TRANSCRIPTION,,,,
SE6098_15C1_008,6098,6098.SE,0x15C1,8,,,PENDING_TRANSCRIPTION,,,,
SE6098_15C2_009,6098,6098.SE,0x15C2,9,,,PENDING_TRANSCRIPTION,,,,
SE6098_15C3_010,6098,6098.SE,0x15C3,10,,,PENDING_TRANSCRIPTION,,,,
SE6098_158E_011,6098,6098.SE,0x158E,11,,,PENDING_TRANSCRIPTION,,,,
SE6098_158F_012,6098,6098.SE,0x158F,12,,,PENDING_TRANSCRIPTION,,,,
SE6098_1590_013,6098,6098.SE,0x1590,13,,,PENDING_TRANSCRIPTION,,,,
SE6098_1591_014,6098,6098.SE,0x1591,14,,,PENDING_TRANSCRIPTION,,,,
SE6098_1592_015,6098,6098.SE,0x1592,15,,,PENDING_TRANSCRIPTION,,,,
SE6098_1593_016,6098,6098.SE,0x1593,16,,,PENDING_TRANSCRIPTION,,,,
SE6098_15F7_017,6098,6098.SE,0x15F7,17,,,PENDING_TRANSCRIPTION,,,,
SE6098_082F_018,6098,6098.SE,0x082F,18,,,PENDING_TRANSCRIPTION,,,,
SE6098_0830_019,6098,6098.SE,0x0830,19,,,PENDING_TRANSCRIPTION,,,,
SE6098_08AA_020,6098,6098.SE,0x08AA,20,,,PENDING_TRANSCRIPTION,,,,
SE6099_0834_000,6099,6099.SE,0x0834,0,,,PENDING_TRANSCRIPTION,,,,
SE6099_0835_001,6099,6099.SE,0x0835,1,,,PENDING_TRANSCRIPTION,,,,
SE6099_083E_002,6099,6099.SE,0x083E,2,,,PENDING_TRANSCRIPTION,,,,
SE6099_083F_003,6099,6099.SE,0x083F,3,,,PENDING_TRANSCRIPTION,,,,
SE6099_0846_004,6099,6099.SE,0x0846,4,,,PENDING_TRANSCRIPTION,,,,
SE6099_0847_005,6099,6099.SE,0x0847,5,,,PENDING_TRANSCRIPTION,,,,
SE6099_0902_006,6099,6099.SE,0x0902,6,,,PENDING_TRANSCRIPTION,,,,
SE6099_0903_007,6099,6099.SE,0x0903,7,,,PENDING_TRANSCRIPTION,,,,
SE6099_0904_008,6099,6099.SE,0x0904,8,,,PENDING_TRANSCRIPTION,,,,
SE6099_0905_009,6099,6099.SE,0x0905,9,,,PENDING_TRANSCRIPTION,,,,
SE6099_0906_010,6099,6099.SE,0x0906,10,,,PENDING_TRANSCRIPTION,,,,
SE6099_090E_011,6099,6099.SE,0x090E,11,,,PENDING_TRANSCRIPTION,,,,
SE6099_092A_012,6099,6099.SE,0x092A,12,,,PENDING_TRANSCRIPTION,,,,
SE6099_092B_013,6099,6099.SE,0x092B,13,,,PENDING_TRANSCRIPTION,,,,
SE6100_091D_000,6100,6100.SE,0x091D,0,,,PENDING_TRANSCRIPTION,,,,
SE6100_091E_001,6100,6100.SE,0x091E,1,,,PENDING_TRANSCRIPTION,,,,
SE6100_0926_002,6100,6100.SE,0x0926,2,,,PENDING_TRANSCRIPTION,,,,
SE6100_080B_003,6100,6100.SE,0x080B,3,,,PENDING_TRANSCRIPTION,,,,
SE6101_1589_000,6101,6101.SE,0x1589,0,,,PENDING_TRANSCRIPTION,,,,
SE6101_158A_001,6101,6101.SE,0x158A,1,,,PENDING_TRANSCRIPTION,,,,
SE6101_158B_002,6101,6101.SE,0x158B,2,,,PENDING_TRANSCRIPTION,,,,
SE6101_158C_003,6101,6101.SE,0x158C,3,,,PENDING_TRANSCRIPTION,,,,
SE6101_158D_004,6101,6101.SE,0x158D,4,,,PENDING_TRANSCRIPTION,,,,
SE6101_16A0_005,6101,6101.SE,0x16A0,5,,,PENDING_TRANSCRIPTION,,,,
SE6101_163C_006,6101,6101.SE,0x163C,6,,,PENDING_TRANSCRIPTION,,,,
SE6101_163D_007,6101,6101.SE,0x163D,7,,,PENDING_TRANSCRIPTION,,,,
SE6101_163E_008,6101,6101.SE,0x163E,8,,,PENDING_TRANSCRIPTION,,,,
SE6101_163F_009,6101,6101.SE,0x163F,9,,,PENDING_TRANSCRIPTION,,,,
SE6101_1640_010,6101,6101.SE,0x1640,10,,,PENDING_TRANSCRIPTION,,,,
SE6101_1641_011,6101,6101.SE,0x1641,11,,,PENDING_TRANSCRIPTION,,,,
SE6101_1642_012,6101,6101.SE,0x1642,12,,,PENDING_TRANSCRIPTION,,,,
SE6101_1675_013,6101,6101.SE,0x1675,13,,,PENDING_TRANSCRIPTION,,,,
SE6101_1676_014,6101,6101.SE,0x1676,14,,,PENDING_TRANSCRIPTION,,,,
SE6101_1677_015,6101,6101.SE,0x1677,15,,,PENDING_TRANSCRIPTION,,,,
SE6101_1678_016,6101,6101.SE,0x1678,16,,,PENDING_TRANSCRIPTION,,,,
SE6101_1679_017,6101,6101.SE,0x1679,17,,,PENDING_TRANSCRIPTION,,,,
SE6101_167A_018,6101,6101.SE,0x167A,18,,,PENDING_TRANSCRIPTION,,,,
SE6101_167B_019,6101,6101.SE,0x167B,19,,,PENDING_TRANSCRIPTION,,,,
SE6101_167C_020,6101,6101.SE,0x167C,20,,,PENDING_TRANSCRIPTION,,,,
SE6102_1716_000,6102,6102.SE,0x1716,0,,,PENDING_TRANSCRIPTION,,,,
SE6102_1717_001,6102,6102.SE,0x1717,1,,,PENDING_TRANSCRIPTION,,,,
SE6102_171B_002,6102,6102.SE,0x171B,2,,,PENDING_TRANSCRIPTION,,,,
SE6102_171C_003,6102,6102.SE,0x171C,3,,,PENDING_TRANSCRIPTION,,,,
SE6102_174B_004,6102,6102.SE,0x174B,4,,,PENDING_TRANSCRIPTION,,,,
SE6102_174C_005,6102,6102.SE,0x174C,5,,,PENDING_TRANSCRIPTION,,,,
SE6103_1589_000,6103,6103.SE,0x1589,0,,,PENDING_TRANSCRIPTION,,,,
SE6103_158A_001,6103,6103.SE,0x158A,1,,,PENDING_TRANSCRIPTION,,,,
SE6103_158B_002,6103,6103.SE,0x158B,2,,,PENDING_TRANSCRIPTION,,,,
SE6103_158C_003,6103,6103.SE,0x158C,3,,,PENDING_TRANSCRIPTION,,,,
SE6103_158D_004,6103,6103.SE,0x158D,4,,,PENDING_TRANSCRIPTION,,,,
SE6103_16A0_005,6103,6103.SE,0x16A0,5,,,PENDING_TRANSCRIPTION,,,,
SE6103_1648_006,6103,6103.SE,0x1648,6,,,PENDING_TRANSCRIPTION,,,,
SE6103_1649_007,6103,6103.SE,0x1649,7,,,PENDING_TRANSCRIPTION,,,,
SE6103_164A_008,6103,6103.SE,0x164A,8,,,PENDING_TRANSCRIPTION,,,,
SE6103_164B_009,6103,6103.SE,0x164B,9,,,PENDING_TRANSCRIPTION,,,,
SE6103_164C_010,6103,6103.SE,0x164C,10,,,PENDING_TRANSCRIPTION,,,,
SE6103_164D_011,6103,6103.SE,0x164D,11,,,PENDING_TRANSCRIPTION,,,,
SE6103_164E_012,6103,6103.SE,0x164E,12,,,PENDING_TRANSCRIPTION,,,,
SE6103_16AC_013,6103,6103.SE,0x16AC,13,,,PENDING_TRANSCRIPTION,,,,
SE6103_16AD_014,6103,6103.SE,0x16AD,14,,,PENDING_TRANSCRIPTION,,,,
SE6103_16AE_015,6103,6103.SE,0x16AE,15,,,PENDING_TRANSCRIPTION,,,,
SE6103_16AF_016,6103,6103.SE,0x16AF,16,,,PENDING_TRANSCRIPTION,,,,
SE6103_16B0_017,6103,6103.SE,0x16B0,17,,,PENDING_TRANSCRIPTION,,,,
SE6103_16B1_018,6103,6103.SE,0x16B1,18,,,PENDING_TRANSCRIPTION,,,,
SE6103_16B2_019,6103,6103.SE,0x16B2,19,,,PENDING_TRANSCRIPTION,,,,
SE6103_15D9_020,6103,6103.SE,0x15D9,20,,,PENDING_TRANSCRIPTION,,,,
SE6103_15DA_021,6103,6103.SE,0x15DA,21,,,PENDING_TRANSCRIPTION,,,,
SE6103_15DB_022,6103,6103.SE,0x15DB,22,,,PENDING_TRANSCRIPTION,,,,
SE6103_15DC_023,6103,6103.SE,0x15DC,23,,,PENDING_TRANSCRIPTION,,,,
SE6103_15DD_024,6103,6103.SE,0x15DD,24,,,PENDING_TRANSCRIPTION,,,,
SE6103_15DE_025,6103,6103.SE,0x15DE,25,,,PENDING_TRANSCRIPTION,,,,
